"park","plot","visit","genus_species","tag","height_m","fire_scar","dbh1","dbh2","dbh3","dbh4","dbh5","dbh6","dbh7","dbh8","is_the_tree_dead"
"Litchfield","25","T5","Corymbia ptychocarpa","47",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","25","T5","Syzygium eucalyptoides subsp. bleeseri","48",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","25","T5","Syzygium eucalyptoides subsp. bleeseri","49",7,"4",10.3,6.1,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","25","T5","Livistona humilis","50",4,"4",8.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","25","T5","Eucalyptus tetrodonta","51",9,"2",10.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","25","T5","Acacia difficilis","52",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","25","T5","Syzygium suborbiculare","53",9,"4",0,8.5,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","25","T5","Eucalyptus sp. Montejinni Station","54",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","25","T5","Acacia difficilis","55",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","25","T5","Pandanus spiralis","56",8,"4",15.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","25","T5","Acacia difficilis","57",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","25","T5","Pandanus spiralis","58",12,"3",12.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","25","T5","Corymbia ptychocarpa","59",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","25","T5","Acacia difficilis","60",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","25","T5","Acacia difficilis","61",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","25","T5","Grevillea pteridifolia","62",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","25","T5","Acacia difficilis","63",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","25","T5","Acacia difficilis","64",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","25","T5","Acacia difficilis","65",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","25","T5","Acacia difficilis","66",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","25","T5","Corymbia ptychocarpa","67",NA,NA,8.6,0,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","25","T5","Corymbia ptychocarpa","68",3,"3",7.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","25","T5","unknown","81",3,"2",5.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","25","T5","Syzygium suborbiculare","82",3.5,"4",6.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","25","T5","Eucalyptus tetrodonta","83",5,"2",5.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","25","T5","Corymbia ptychocarpa","84",4.5,"4",8.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","25","T5","Lophostemon lactifluus","85",3.5,"4",5.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","25","T5","Corymbia ptychocarpa","86",4,"4",6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","25","T5","Corymbia ptychocarpa","87",4,"4",8.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","25","T5","Corymbia ptychocarpa","88",7,"3",7.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","25","T5","Corymbia ptychocarpa","89",6,"3",5.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","1",2.5,"1",9.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","2",3.5,"1",7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","3",2.5,"1",10,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","4",4.5,"1",6.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","5",4,"1",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Eucalyptus tetrodonta","6",13.5,"2",29,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","7",2,"1",8.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","8",3.5,"1",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","9",3.5,"1",7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","10",2.5,"1",7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Eucalyptus tetrodonta","11",7.5,"2",21.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","12",4,"1",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","13",2,"1",8.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Terminalia latipes","14",6.5,"1",9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","15",2,"1",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","16",2.5,"1",7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Buchanania obovata","17",5.5,"1",7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","18",3,"1",5.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Planchonella arnhemica","19",5.5,"2",9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Terminalia latipes","20",6,"1",11.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Terminalia latipes","21",6.5,"1",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Eucalyptus tetrodonta","22",10.5,"1",28,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Acacia oncinocarpa","23",5,"1",6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","24",5,"1",7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","25",3,"1",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Erythrophleum chlorostachys","26",8.5,"2",20,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","27",2,"1",11,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","28",2.5,"1",9.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","29",2.5,"1",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Eucalyptus phoenicea","30",7.5,"1",9.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Terminalia latipes","31",4,"1",5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Erythrophleum chlorostachys","32",7,"2",15.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Eucalyptus phoenicea","33",11.5,"1",25,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","34",2.5,"1",10,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","35",4,"1",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","36",4,"1",7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","37",3,"1",6.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","38",3,"1",7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","39",2,"1",9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","40",5,"1",6.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","41",2,"1",8.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","42",2.5,"1",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","43",2,"1",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","44",2,"1",10,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","45",2,"1",9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","46",3,"2",7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Terminalia latipes","47",8.5,"1",16.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Croton arnhemicus","48",4,"2",5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Planchonia careya","49",2.5,"2",6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Terminalia latipes","50",10,"1",12,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","51",3.5,"1",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","52",4,"1",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Dolichandrone filiformis","53",5.5,"0",7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Planchonella arnhemica","54",2.5,"1",5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Erythrophleum chlorostachys","55",8.5,"1",9.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Erythrophleum chlorostachys","56",6,"2",6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Eucalyptus tetrodonta","57",10.5,"2",22,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","58",5,"1",6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Eucalyptus tetrodonta","59",12.5,"1",7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Erythrophleum chlorostachys","60",4.5,"1",6.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Erythrophleum chlorostachys","61",5.5,"2",8.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T1","Livistona humilis","62",2,"1",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","1",0,"0",0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","26","T2","Livistona humilis","2",4.5,"1",7.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","3",3,"2",10.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","4",0,"0",6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","5",4.5,"2",7.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Eucalyptus tetrodonta","6",15,"2",30.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","7",2.5,"2",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","8",4,"2",7.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","9",3.5,"2",6.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","10",0,"0",0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","26","T2","Eucalyptus tetrodonta","11",6.5,"2",21.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","12",4,"2",8.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","13",2.5,"2",8.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Terminalia latipes","14",2.5,"1",9.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","15",3,"1",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","16",3.5,"2",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Buchanania obovata","17",6,"1",7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","18",3.5,"2",7.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Planchonella arnhemica","19",6,"2",10.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Terminalia latipes","20",6,"1",10.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Terminalia latipes","21",6.5,"0",8.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Eucalyptus tetrodonta","22",11,"1",28.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Acacia oncinocarpa","23",0,"0",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","24",0,"0",7.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","25",3.5,"1",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Erythrophleum chlorostachys","26",9,"0",15.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","27",3.5,"2",9.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","28",3,"2",8.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","29",0,"0",0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","26","T2","Eucalyptus phoenicea","30",8.5,"1",10.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Terminalia latipes","31",5.5,"1",5.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Erythrophleum chlorostachys","32",7,"1",15.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Eucalyptus phoenicea","33",12,"2",25.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","34",2.5,"1",8.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","35",4.5,"1",8.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","36",4,"2",7.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","37",3,"1",6.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","38",2.5,"1",6.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","39",3,"1",7.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","40",0,"0",0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","26","T2","Livistona humilis","41",0,"0",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","42",0,"0",7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","43",2,"1",9.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","44",2.5,"2",9.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","45",2.5,"2",9.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","46",3.5,"2",7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Terminalia latipes","47",9.5,"1",17.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Croton arnhemicus","48",4.5,"0",6.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Planchonia careya","49",2.5,"0",6.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Terminalia latipes","50",10.5,"0",12.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","51",0,"0",7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","52",4.5,"0",8.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Dolichandrone filiformis","53",0,"0",9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Planchonella arnhemica","54",3,"0",5.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Erythrophleum chlorostachys","55",8,"0",10.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Erythrophleum chlorostachys","56",7,"0",7.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Eucalyptus tetrodonta","57",8,"0",22.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","58",5,"0",6.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Eucalyptus tetrodonta","59",5,"0",8.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Erythrophleum chlorostachys","60",4.5,"1",7.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Erythrophleum chlorostachys","61",6,"1",9.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T2","Livistona humilis","62",2.5,"2",7.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","1",3,NA,9.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","2",4.5,NA,7.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","3",3,NA,9.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","4",NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","5",3.5,NA,7.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Eucalyptus tetrodonta","6",12,NA,3.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","7",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","26","T3","Livistona humilis","8",4,NA,7.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","9",4,NA,6.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","10",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","26","T3","Eucalyptus tetrodonta","11",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","26","T3","Livistona humilis","12",4,NA,7.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","13",2,NA,9.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Terminalia latipes","14",7,NA,9.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","15",2.5,NA,8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","16",3,NA,8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Buchanania obovata","17",7,NA,7.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","18",4,NA,8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Planchonella arnhemica","19",8.5,NA,11.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Terminalia latipes","20",10,NA,13.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Terminalia latipes","21",8,NA,8.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Eucalyptus tetrodonta","22",7,NA,28.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Acacia oncinocarpa","23",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","24",NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","25",3.5,NA,7.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Erythrophleum chlorostachys","26",7,NA,16.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","27",2.5,NA,9.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","28",2.5,NA,9.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","26","T3","Eucalyptus phoenicea","30",8,NA,11.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Terminalia latipes","31",4.5,NA,5.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Erythrophleum chlorostachys","32",6.5,NA,6.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Eucalyptus phoenicea","33",9,NA,26.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","34",9,NA,8.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","35",5.3,NA,7.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","36",3.3,NA,5.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","37",3.6,NA,6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","38",4.4,NA,6.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","39",3.5,NA,7.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","40",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","26","T3","Livistona humilis","41",NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","42",NA,NA,7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","43",2.5,NA,9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","44",3.4,NA,9.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","45",1.8,NA,8.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","46",3.2,NA,7.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Terminalia latipes","47",13,NA,18,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Croton arnhemicus","48",7.2,NA,7.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Planchonia careya","49",5.4,NA,7.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Terminalia latipes","50",9.5,NA,12.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","51",4.2,NA,7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","52",26,NA,8.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Dolichandrone filiformis","53",NA,NA,11,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Planchonella arnhemica","54",3,NA,6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Erythrophleum chlorostachys","55",8,NA,10.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Erythrophleum chlorostachys","56",9,NA,8.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Eucalyptus tetrodonta","57",15.5,NA,23.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","58",7,NA,6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Eucalyptus tetrodonta","59",10,NA,9.35,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Erythrophleum chlorostachys","60",4.5,NA,7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Erythrophleum chlorostachys","61",6,NA,10,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","62",2.5,NA,8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Brachychiton paradoxus","63",5.1,NA,5.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Acacia oncinocarpa","64",7.3,NA,5.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Clerodendrum floribundum","65",6,NA,5.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","66",1.3,NA,7.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","67",2.2,NA,8.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Eucalyptus phoenicea","68",5,NA,5.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Erythrophleum chlorostachys","69",5,NA,5.2,5.2,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","71",2.5,NA,8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T3","Livistona humilis","72",2.5,NA,8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T4","Livistona humilis","1",14,"2",14.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T4","Livistona humilis","2",5,"3",7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T4","Livistona humilis","3",15,"2",8.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T4","Livistona humilis","4",6,"4",5.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T4","Livistona humilis","5",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","26","T4","Eucalyptus tetrodonta","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","26","T4","Livistona humilis","7",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","26","T4","Livistona humilis","8",NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","26","T4","Livistona humilis","9",NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,FALSE
