WETLAND,TRANSECT,SPECIES,STAGE,SEX,COUNT,MONTH,DAY,YEAR 
T04,C,RAPI,A,U,1,5,4,2001
T05,C,RAPI,A,U,1,5,4,2001
T06,C,NONE,NA,NA,0,5,4,2001
T07,C,PSMA,A,U,1,5,4,2001
T08,C,NONE,NA,NA,0,5,4,2001
T09,C,NONE,NA,NA,0,5,4,2001
P01,C,NONE,NA,NA,0,6,1,2001
P02,C,NONE,NA,NA,0,6,1,2001
P03,C,AMMA,A,F,1,6,1,2001
P04,C,NONE,NA,NA,0,6,1,2001
P06,C,NONE,NA,NA,0,6,1,2001
P07,C,NONE,NA,NA,0,6,1,2001
P08,C,NONE,NA,NA,0,6,1,2001
P11,C,RAPI,A,U,1,6,1,2001
T01,C,RAPI,A,U,1,6,1,2001
T02,C,AMMA,A,F,1,6,1,2001
T03,C,NONE,NA,NA,0,6,1,2001
T06,C,FROTAD,L,U,13,6,1,2001
T07,C,RAPI,A,U,1,6,1,2001
T07,C,FROTAD,L,U,10,6,1,2001
T08,C,FROTAD,L,U,52,6,1,2001
T09,C,FROTAD,L,U,42,6,1,2001
P01,C,NONE,NA,NA,0,6,2,2001
P02,C,NONE,NA,NA,0,6,2,2001
P03,C,AMMA,A,F,2,6,2,2001
P04,C,NONE,NA,NA,0,6,2,2001
P06,C,NONE,NA,NA,0,6,2,2001
P07,C,NONE,NA,NA,0,6,2,2001
P08,C,FROTAD,L,U,3,6,2,2001
P11,C,NONE,NA,NA,0,6,2,2001
P11,C,AMMA,L,U,8,6,2,2001
T01,C,NONE,NA,NA,0,6,2,2001
T02,C,AMMA,A,F,1,6,2,2001
T03,C,AMMA,N,M,1,6,2,2001
T06,C,FROTAD,L,U,25,6,2,2001
T07,C,FROTAD,L,U,7,6,2,2001
T08,C,FROTAD,L,U,80,6,2,2001
T09,C,FROTAD,L,U,27,6,2,2001
P01,C,NONE,NA,NA,0,6,3,2001
P02,C,NONE,NA,NA,0,6,3,2001
P03,C,FROTAD,L,U,3,6,3,2001
P04,C,NONE,NA,NA,0,6,3,2001
P06,C,NONE,NA,NA,0,6,3,2001
P07,C,NONE,NA,NA,0,6,3,2001
P08,C,FROTAD,L,U,3,6,3,2001
P11,C,NONE,NA,NA,0,6,3,2001
T01,C,NONE,NA,NA,0,6,3,2001
T02,C,AMMA,A,F,1,6,3,2001
T02,C,AMMA,A,M,1,6,3,2001
T03,C,NONE,NA,NA,0,6,3,2001
T06,C,FROTAD,L,U,19,6,3,2001
T07,C,FROTAD,L,U,18,6,3,2001
T08,C,FROTAD,L,U,15,6,3,2001
T09,C,RAPI,A,U,1,6,3,2001
T09,C,FROTAD,L,U,37,6,3,2001
P01,C,NONE,NA,NA,0,6,4,2001
P02,C,AMMA,L,U,1,6,4,2001
P03,C,AMMA,A,F,1,6,4,2001
P03,C,FROTAD,L,U,2,6,4,2001
P04,C,NONE,NA,NA,0,6,4,2001
P06,C,NONE,NA,NA,0,6,4,2001
P07,C,RAPI,A,U,1,6,4,2001
P08,C,AMMA,A,F,1,6,4,2001
P11,C,AMMA,L,U,1,6,4,2001
T01,C,NONE,NA,NA,0,6,4,2001
T02,C,FROTAD,L,U,1,6,4,2001
T03,C,AMMA,N,M,1,6,4,2001
T06,C,RAPI,A,U,1,6,4,2001
T06,C,FROTAD,L,U,41,6,4,2001
T07,C,FROTAD,L,U,8,6,4,2001
T08,C,AMMA,A,F,1,6,4,2001
T08,C,RAPI,A,U,2,6,4,2001
T08,C,RAPI,A,U,2,6,4,2001
T08,C,FROTAD,L,U,24,6,4,2001
T08,C,FROTAD,L,U,28,6,4,2001
T09,C,FROTAD,L,U,126,6,4,2001
P01,C,NONE,NA,NA,0,7,1,2001
P02,C,AMMA,L,U,42,7,1,2001
P03,C,RAPI,A,U,1,7,1,2001
P03,C,FROTAD,L,U,7,7,1,2001
P04,C,AMMA,N,F,1,7,1,2001
P04,C,AMMA,L,U,45,7,1,2001
P06,C,AMMA,L,U,4,7,1,2001
P07,C,AMMA,L,U,12,7,1,2001
P08,C,AMMA,A,F,1,7,1,2001
P08,C,FROTAD,L,U,1,7,1,2001
P11,C,AMMA,N,M,1,7,1,2001
P11,C,RAPI,A,U,1,7,1,2001
P11,C,AMMA,L,U,80,7,1,2001
T01,C,AMMA,L,U,12,7,1,2001
T02,C,AMMA,A,F,2,7,1,2001
T02,C,FROTAD,L,U,3,7,1,2001
T03,C,AMMA,L,U,22,7,1,2001
T06,C,RAPI,A,U,1,7,1,2001
T06,C,FROTAD,L,U,9,7,1,2001
T07,C,FROTAD,L,U,7,7,1,2001
T08,C,FROTAD,L,U,26,7,1,2001
T09,C,AMMA,L,U,19,7,1,2001
T09,C,FROTAD,L,U,89,7,1,2001
P01,C,NONE,NA,NA,0,7,2,2001
P02,C,RAPI,A,U,1,7,2,2001
P02,C,AMMA,L,U,62,7,2,2001
P04,C,AMMA,L,U,31,7,2,2001
P06,C,AMMA,L,U,4,7,2,2001
P07,C,AMMA,L,U,7,7,2,2001
P08,C,RAPI,A,U,2,7,2,2001
P08,C,AMMA,L,U,6,7,2,2001
P08,C,FROTAD,L,U,3,7,2,2001
P11,C,AMMA,L,U,35,7,2,2001
T01,C,AMMA,N,F,1,7,2,2001
T01,C,AMMA,L,U,5,7,2,2001
T02,C,AMMA,A,F,1,7,2,2001
T02,C,AMMA,A,M,1,7,2,2001
T02,C,RAPI,A,U,1,7,2,2001
T03,C,AMMA,L,U,17,7,2,2001
T06,C,FROTAD,L,U,6,7,2,2001
T07,C,FROTAD,L,U,14,7,2,2001
T08,C,FROTAD,L,U,26,7,2,2001
T09,C,FROTAD,L,U,67,7,2,2001
P01,C,AMMA,L,U,2,7,3,2001
P02,C,RAPI,A,U,1,7,3,2001
P02,C,AMMA,L,U,47,7,3,2001
P03,C,FROTAD,L,U,14,7,3,2001
P04,C,AMMA,L,U,98,7,3,2001
P06,C,AMMA,L,U,11,7,3,2001
P07,C,AMMA,L,U,8,7,3,2001
P08,C,RAPI,A,U,6,7,3,2001
P08,C,AMMA,L,U,3,7,3,2001
P11,C,RAPI,A,U,3,7,3,2001
P11,C,AMMA,L,U,67,7,3,2001
T01,C,AMMA,L,U,4,7,3,2001
T02,C,RAPI,A,U,3,7,3,2001
T02,C,FROTAD,L,U,1,7,3,2001
T03,C,AMMA,L,U,15,7,3,2001
T06,C,FROTAD,L,U,2,7,3,2001
T07,C,FROTAD,L,U,1,7,3,2001
T08,C,RAPI,A,U,7,7,3,2001
T08,C,FROTAD,L,U,6,7,3,2001
T08,C,FROTAD,L,U,6,7,3,2001
T09,C,RAPI,A,U,5,7,3,2001
T09,C,FROTAD,L,U,12,7,3,2001
P01,C,AMMA,L,U,27,7,4,2001
P02,C,AMMA,L,U,56,7,4,2001
P03,C,RAPI,A,U,2,7,4,2001
P03,C,FROTAD,L,U,2,7,4,2001
P04,C,AMMA,L,U,18,7,4,2001
P06,C,AMMA,L,U,6,7,4,2001
P07,C,AMMA,L,U,3,7,4,2001
P08,C,AMMA,A,F,1,7,4,2001
P08,C,RAPI,A,U,9,7,4,2001
P08,C,AMMA,L,U,7,7,4,2001
P11,C,RAPI,A,U,1,7,4,2001
P11,C,AMMA,L,U,58,7,4,2001
T01,C,AMMA,L,U,39,7,4,2001
T02,C,RAPI,A,U,2,7,4,2001
T02,C,AMMA,L,U,1,7,4,2001
T03,C,AMMA,L,U,17,7,4,2001
T06,C,RAPI,A,U,6,7,4,2001
T06,C,FROTAD,L,U,3,7,4,2001
T07,C,RAPI,A,U,20,7,4,2001
T07,C,FROTAD,L,U,7,7,4,2001
T08,C,RAPI,A,U,6,7,4,2001
T08,C,FROTAD,L,U,1,7,4,2001
T09,C,RAPI,A,U,212,7,4,2001
T09,C,AMMA,L,U,27,7,4,2001
T09,C,FROTAD,L,U,34,7,4,2001
P01,C,AMMA,L,U,14,8,1,2001
P02,C,AMMA,L,U,45,8,1,2001
P03,C,RAPI,A,U,1,8,1,2001
P04,C,AMMA,L,U,64,8,1,2001
P06,C,AMMA,A,F,1,8,1,2001
P06,C,AMMA,N,F,1,8,1,2001
P06,C,RAPI,A,U,1,8,1,2001
P06,C,AMMA,L,U,33,8,1,2001
P07,C,CHPI,A,U,1,8,1,2001
P07,C,RAPI,A,U,2,8,1,2001
P07,C,AMMA,L,U,1,8,1,2001
P08,C,AMMA,L,U,1,8,1,2001
P11,C,AMMA,L,U,9,8,1,2001
T01,C,AMMA,L,U,14,8,1,2001
T02,C,RAPI,A,U,1,8,1,2001
T03,C,AMMA,L,U,31,8,1,2001
T06,C,RAPI,A,U,2,8,1,2001
T09,C,RAPI,A,U,6,8,1,2001
T09,C,AMMA,L,U,3,8,1,2001
P01,C,AMMA,L,U,30,8,2,2001
P02,C,AMMA,L,U,25,8,2,2001
P03,C,NONE,NA,NA,0,8,2,2001
P04,C,AMMA,A,F,1,8,2,2001
P04,C,AMMA,A,M,1,8,2,2001
P04,C,RAPI,A,U,2,8,2,2001
P04,C,AMMA,L,U,29,8,2,2001
P06,C,RAPI,A,U,1,8,2,2001
P06,C,AMMA,L,U,19,8,2,2001
P07,C,AMMA,L,U,16,8,2,2001
P08,C,AMMA,L,U,2,8,2,2001
P11,C,AMMA,L,U,62,8,2,2001
T01,C,AMMA,L,U,3,8,2,2001
T02,C,NONE,NA,NA,0,8,2,2001
T03,C,AMMA,L,U,48,8,2,2001
T06,C,NONE,NA,NA,0,8,2,2001
T09,C,AMMA,L,U,3,8,2,2001
P01,C,AMMA,L,U,24,8,3,2001
P02,C,AMMA,L,U,25,8,3,2001
P03,C,NONE,NA,NA,0,8,3,2001
P04,C,AMMA,L,U,34,8,3,2001
P06,C,AMMA,N,M,3,8,3,2001
P06,C,CHPI,A,U,1,8,3,2001
P06,C,AMMA,L,U,17,8,3,2001
P07,C,RAPI,A,U,7,8,3,2001
P07,C,AMMA,L,U,6,8,3,2001
P08,C,NONE,NA,NA,0,8,3,2001
P11,C,AMMA,N,F,1,8,3,2001
P11,C,AMMA,N,M,1,8,3,2001
P11,C,AMMA,L,U,110,8,3,2001
T01,C,AMMA,L,U,15,8,3,2001
T02,C,NONE,NA,NA,0,8,3,2001
T03,C,RAPI,A,U,1,8,3,2001
T03,C,AMMA,L,U,26,8,3,2001
T06,C,AMMA,A,F,1,8,3,2001
T06,C,RAPI,A,U,3,8,3,2001
T09,C,RAPI,A,U,3,8,3,2001
T09,C,AMMA,L,U,2,8,3,2001
P01,C,AMMA,L,U,24,8,4,2001
P02,C,RAPI,A,U,1,8,4,2001
P02,C,AMMA,L,U,33,8,4,2001
P03,C,NONE,NA,NA,0,8,4,2001
P04,C,AMMA,N,M,1,8,4,2001
P04,C,AMMA,L,U,52,8,4,2001
P06,C,RAPI,A,U,1,8,4,2001
P06,C,AMMA,L,U,27,8,4,2001
P07,C,RAPI,A,U,5,8,4,2001
P07,C,AMMA,L,U,7,8,4,2001
P08,C,NONE,NA,NA,0,8,4,2001
P11,C,AMMA,N,M,1,8,4,2001
P11,C,AMMA,L,U,101,8,4,2001
T01,C,RAPI,A,U,1,8,4,2001
T01,C,AMMA,L,U,4,8,4,2001
T02,C,NONE,NA,NA,0,8,4,2001
T03,C,AMMA,L,U,46,8,4,2001
T06,C,RAPI,A,U,2,8,4,2001
T09,C,RAPI,A,U,4,8,4,2001
T09,C,AMMA,L,U,2,8,4,2001
P01,C,RAPI,A,U,3,9,1,2001
P02,C,AMMA,L,U,4,9,1,2001
P03,C,NONE,NA,NA,0,9,1,2001
P04,C,AMMA,L,U,11,9,1,2001
P06,C,AMMA,L,U,2,9,1,2001
P07,C,RAPI,A,U,4,9,1,2001
P07,C,AMMA,L,U,6,9,1,2001
P08,C,NONE,NA,NA,0,9,1,2001
P11,C,AMMA,L,U,21,9,1,2001
T01,C,AMMA,L,U,1,9,1,2001
T02,C,NONE,NA,NA,0,9,1,2001
T03,C,AMMA,L,U,1,9,1,2001
T09,C,RAPI,A,U,5,9,1,2001
P01,C,AMMA,L,U,4,9,2,2001
P02,C,AMMA,L,U,83,9,2,2001
P03,C,RAPI,A,U,1,9,2,2001
P04,C,RAPI,A,U,1,9,2,2001
P06,C,NONE,NA,NA,0,9,2,2001
P07,C,RAPI,A,U,5,9,2,2001
P07,C,AMMA,L,U,2,9,2,2001
P08,C,NONE,NA,NA,0,9,2,2001
P11,C,AMMA,L,U,15,9,2,2001
T01,C,AMMA,L,U,43,9,2,2001
T02,C,RAPI,A,U,2,9,2,2001
T03,C,AMMA,L,U,1,9,2,2001
T09,C,RAPI,A,U,3,9,2,2001
P01,C,AMMA,L,U,2,9,3,2001
P02,C,RAPI,A,U,4,9,3,2001
P02,C,AMMA,L,U,25,9,3,2001
P03,C,NONE,NA,NA,0,9,3,2001
P04,C,AMMA,L,U,1,9,3,2001
P06,C,RAPI,A,U,3,9,3,2001
P07,C,RAPI,A,U,5,9,3,2001
P08,C,RAPI,A,U,2,9,3,2001
P11,C,RAPI,A,U,5,9,3,2001
P11,C,AMMA,L,U,6,9,3,2001
T01,C,RAPI,A,U,1,9,3,2001
T01,C,AMMA,L,U,8,9,3,2001
T02,C,RAPI,A,U,1,9,3,2001
T03,C,RAPI,A,U,4,9,3,2001
T03,C,AMMA,L,U,1,9,3,2001
T09,C,RAPI,A,U,6,9,3,2001
P01,C,NONE,NA,NA,0,9,4,2001
P02,C,AMMA,A,F,1,9,4,2001
P02,C,AMMA,A,M,1,9,4,2001
P02,C,RAPI,A,U,2,9,4,2001
P02,C,AMMA,L,U,13,9,4,2001
P03,C,NONE,NA,NA,0,9,4,2001
P04,C,RAPI,A,U,1,9,4,2001
P06,C,RAPI,A,U,3,9,4,2001
P06,C,AMMA,N,U,1,9,4,2001
P07,C,RAPI,A,U,5,9,4,2001
P07,C,AMMA,L,U,2,9,4,2001
P08,C,RAPI,A,U,2,9,4,2001
P11,C,AMMA,A,M,1,9,4,2001
P11,C,RAPI,A,U,1,9,4,2001
T01,C,RAPI,A,U,2,9,4,2001
T01,C,AMMA,L,U,4,9,4,2001
T02,C,NONE,NA,NA,0,9,4,2001
T03,C,RAPI,A,U,2,9,4,2001
T09,C,RAPI,A,U,4,9,4,2001
P01,C,NONE,NA,NA,0,5,1,2002
P02,C,NONE,NA,NA,0,5,1,2002
P03,C,RAPI,A,U,5,5,1,2002
P04,C,NONE,NA,NA,0,5,1,2002
P06,C,NONE,NA,NA,0,5,1,2002
P07,C,RAPI,A,U,4,5,1,2002
P08,C,NONE,NA,NA,0,5,1,2002
P11,C,NONE,NA,NA,0,5,1,2002
T01,C,NONE,NA,NA,0,5,1,2002
T02,C,NONE,NA,NA,0,5,1,2002
T06,C,NONE,NA,NA,0,5,1,2002
T09,C,NONE,NA,NA,0,5,1,2002
P01,C,NONE,NA,NA,0,5,2,2002
P02,C,NONE,NA,NA,0,5,2,2002
P04,C,NONE,NA,NA,0,5,2,2002
P06,C,RAPI,A,U,3,5,2,2002
P07,C,RAPI,A,U,4,5,2,2002
P08,C,NONE,NA,NA,0,5,2,2002
P11,C,NONE,NA,NA,0,5,2,2002
T01,C,NONE,NA,NA,0,5,2,2002
T02,C,NONE,NA,NA,0,5,2,2002
T03,C,NONE,NA,NA,0,5,2,2002
T06,C,NONE,NA,NA,0,5,2,2002
T09,C,RAPI,A,U,1,5,2,2002
P01,C,NONE,NA,NA,0,5,3,2002
P02,C,AMMA,A,M,1,5,3,2002
P02,C,RAPI,A,U,3,5,3,2002
P03,C,NONE,NA,NA,0,5,3,2002
P04,C,NONE,NA,NA,0,5,3,2002
P06,C,RAPI,A,U,2,5,3,2002
P07,C,RAPI,A,U,5,5,3,2002
P08,C,NONE,NA,NA,0,5,3,2002
P11,C,NONE,NA,NA,0,5,3,2002
T01,C,RAPI,A,U,1,5,3,2002
T02,C,NONE,NA,NA,0,5,3,2002
T03,C,NONE,NA,NA,0,5,3,2002
T06,C,NONE,NA,NA,0,5,3,2002
T09,C,RAPI,A,U,1,5,3,2002
P01,C,RAPI,A,U,1,5,4,2002
P02,C,AMMA,A,M,3,5,4,2002
P02,C,AMMA,N,M,1,5,4,2002
P03,C,RAPI,A,U,3,5,4,2002
P04,C,AMMA,A,M,1,5,4,2002
P04,C,AMMA,N,M,1,5,4,2002
P06,C,RAPI,A,U,1,5,4,2002
P07,C,RAPI,A,U,3,5,4,2002
P08,C,RAPI,A,U,1,5,4,2002
P11,C,AMMA,N,M,2,5,4,2002
T01,C,NONE,NA,NA,0,5,4,2002
T02,C,NONE,NA,NA,0,5,4,2002
T03,C,AMMA,A,M,1,5,4,2002
T06,C,NONE,NA,NA,0,5,4,2002
T09,C,NONE,NA,NA,0,5,4,2002
P01,C,NONE,NA,NA,0,6,1,2002
P02,C,RAPI,A,U,3,6,1,2002
P03,C,RAPI,A,U,2,6,1,2002
P04,C,RAPI,A,U,1,6,1,2002
P06,C,NONE,NA,NA,0,6,1,2002
P07,C,NONE,NA,NA,0,6,1,2002
P08,C,AMMA,A,M,1,6,1,2002
P11,C,RAPI,A,U,1,6,1,2002
T01,C,NONE,NA,NA,0,6,1,2002
T02,C,RAPI,A,U,3,6,1,2002
T03,C,NONE,NA,NA,0,6,1,2002
T09,C,RAPI,A,U,7,6,1,2002
P01,C,NONE,NA,NA,0,6,2,2002
P02,C,NONE,NA,NA,0,6,2,2002
P03,C,RAPI,A,U,4,6,2,2002
P04,C,RAPI,A,U,2,6,2,2002
P06,C,RAPI,A,U,3,6,2,2002
P07,C,RAPI,A,U,2,6,2,2002
P08,C,NONE,NA,NA,0,6,2,2002
P11,C,AMMA,N,M,1,6,2,2002
P11,C,RAPI,A,U,2,6,2,2002
T01,C,RAPI,A,U,3,6,2,2002
T02,C,RAPI,A,U,1,6,2,2002
T03,C,NONE,NA,NA,0,6,2,2002
T09,C,RAPI,A,U,4,6,2,2002
P01,C,NONE,NA,NA,0,6,3,2002
P02,C,RAPI,A,U,3,6,3,2002
P03,C,NONE,NA,NA,0,6,3,2002
P04,C,RAPI,A,U,1,6,3,2002
P06,C,RAPI,A,U,3,6,3,2002
P07,C,RAPI,A,U,1,6,3,2002
P08,C,RAPI,A,U,1,6,3,2002
P11,C,AMMA,N,F,1,6,3,2002
P11,C,RAPI,A,U,1,6,3,2002
T01,C,AMMA,N,F,1,6,3,2002
T02,C,RAPI,A,U,4,6,3,2002
T03,C,NONE,NA,NA,0,6,3,2002
T09,C,RAPI,A,U,6,6,3,2002
P01,C,RAPI,A,U,1,6,4,2002
P02,C,RAPI,A,U,4,6,4,2002
P03,C,RAPI,A,U,1,6,4,2002
P03,C,RAPI,A,U,2,6,4,2002
P04,C,RAPI,A,U,3,6,4,2002
P06,C,RAPI,A,U,11,6,4,2002
P07,C,RAPI,A,U,7,6,4,2002
P08,C,NONE,NA,NA,0,6,4,2002
P11,C,AMMA,N,M,2,6,4,2002
P11,C,RAPI,A,U,1,6,4,2002
T01,C,RAPI,A,U,1,6,4,2002
T02,C,RAPI,A,U,3,6,4,2002
T03,C,RAPI,A,U,2,6,4,2002
T09,C,RAPI,A,U,6,6,4,2002
P01,C,AMMA,N,F,5,7,1,2002
P01,C,AMMA,N,M,2,7,1,2002
P01,C,AMMA,L,U,2,7,1,2002
P02,C,AMMA,N,M,1,7,1,2002
P03,C,AMMA,A,F,1,7,1,2002
P03,C,FROTAD,L,U,1,7,1,2002
P04,C,NONE,NA,NA,0,7,1,2002
P06,C,NONE,NA,NA,0,7,1,2002
P07,C,AMMA,N,M,2,7,1,2002
P08,C,AMMA,L,U,3,7,1,2002
P08,C,FROTAD,L,U,8,7,1,2002
P11,C,AMMA,N,F,2,7,1,2002
T01,C,AMMA,N,F,3,7,1,2002
T01,C,AMMA,N,M,1,7,1,2002
T01,C,RAPI,A,U,1,7,1,2002
T01,C,AMMA,L,U,3,7,1,2002
T01,C,FROTAD,L,U,46,7,1,2002
T03,C,RAPI,A,U,1,7,1,2002
T03,C,AMMA,L,U,6,7,1,2002
T09,C,AMMA,L,U,2,7,1,2002
P01,C,AMMA,N,F,1,7,2,2002
P01,C,AMMA,A,M,1,7,2,2002
P01,C,AMMA,N,M,2,7,2,2002
P01,C,AMMA,L,U,12,7,2,2002
P02,C,AMMA,N,F,1,7,2,2002
P03,C,FROTAD,L,U,1,7,2,2002
P04,C,NONE,NA,NA,0,7,2,2002
P06,C,NONE,NA,NA,0,7,2,2002
P07,C,NONE,NA,NA,0,7,2,2002
P08,C,FROTAD,L,U,13,7,2,2002
P11,C,NONE,NA,NA,0,7,2,2002
T01,C,AMMA,L,U,7,7,2,2002
T02,C,FROTAD,L,U,34,7,2,2002
T03,C,AMMA,L,U,12,7,2,2002
T09,C,AMMA,L,U,5,7,2,2002
T09,C,FROTAD,L,U,170,7,2,2002
P01,C,AMMA,L,U,8,7,3,2002
P02,C,NONE,NA,NA,0,7,3,2002
P03,C,NONE,NA,NA,0,7,3,2002
P04,C,AMMA,A,F,1,7,3,2002
P06,C,RAPI,A,U,1,7,3,2002
P07,C,NONE,NA,NA,0,7,3,2002
P08,C,FROTAD,L,U,7,7,3,2002
P11,C,AMMA,A,M,1,7,3,2002
T01,C,AMMA,A,F,1,7,3,2002
T01,C,AMMA,N,F,1,7,3,2002
T01,C,AMMA,N,M,3,7,3,2002
T01,C,RAPI,A,U,2,7,3,2002
T01,C,AMMA,L,U,14,7,3,2002
T02,C,FROTAD,L,U,21,7,3,2002
T03,C,AMMA,L,U,17,7,3,2002
T09,C,AMMA,L,U,4,7,3,2002
T09,C,FROTAD,L,U,39,7,3,2002
P01,C,RAPI,A,U,1,7,4,2002
P01,C,AMMA,L,U,14,7,4,2002
P02,C,NONE,NA,NA,0,7,4,2002
P03,C,NONE,NA,NA,0,7,4,2002
P04,C,RAPI,A,U,3,7,4,2002
P06,C,NONE,NA,NA,0,7,4,2002
P07,C,NONE,NA,NA,0,7,4,2002
P08,C,RAPI,A,U,1,7,4,2002
P08,C,FROTAD,L,U,2,7,4,2002
P11,C,AMMA,N,F,4,7,4,2002
P11,C,RAPI,A,U,1,7,4,2002
P11,C,AMMA,L,U,2,7,4,2002
T01,C,AMMA,L,U,84,7,4,2002
T02,C,FROTAD,L,U,9,7,4,2002
T03,C,AMMA,A,F,1,7,4,2002
T03,C,AMMA,L,U,7,7,4,2002
T09,C,AMMA,L,U,1,7,4,2002
T09,C,FROTAD,L,U,6,7,4,2002
P01,C,AMMA,L,U,3,8,1,2002
P02,C,RAPI,A,U,1,8,1,2002
P02,C,AMMA,L,U,1,8,1,2002
P04,C,AMMA,L,U,1,8,1,2002
P06,C,NONE,NA,NA,0,8,1,2002
P07,C,AMMA,L,U,3,8,1,2002
P08,C,NONE,NA,NA,0,8,1,2002
P11,C,AMMA,L,U,1,8,1,2002
T01,C,AMMA,L,U,4,8,1,2002
T03,C,RAPI,A,U,2,8,1,2002
P01,C,NONE,NA,NA,0,8,2,2002
P02,C,AMMA,A,F,1,8,2,2002
P02,C,AMMA,L,U,1,8,2,2002
P04,C,NONE,NA,NA,0,8,2,2002
P06,C,NONE,NA,NA,0,8,2,2002
P07,C,NONE,NA,NA,0,8,2,2002
P08,C,RAPI,A,U,1,8,2,2002
P11,C,NONE,NA,NA,0,8,2,2002
T01,C,AMMA,L,U,5,8,2,2002
T03,C,NONE,NA,NA,0,8,2,2002
P01,C,AMMA,N,M,2,8,3,2002
P01,C,AMMA,L,U,2,8,3,2002
P02,C,NONE,NA,NA,0,8,3,2002
P04,C,NONE,NA,NA,0,8,3,2002
P06,C,NONE,NA,NA,0,8,3,2002
P07,C,AMMA,N,F,2,8,3,2002
P07,C,AMMA,A,M,1,8,3,2002
P08,C,NONE,NA,NA,0,8,3,2002
P11,C,NONE,NA,NA,0,8,3,2002
T03,C,AMMA,N,U,1,8,3,2002
P01,C,NONE,NA,NA,0,8,4,2002
P02,C,AMMA,L,U,2,8,4,2002
P04,C,AMMA,N,M,1,8,4,2002
P06,C,NONE,NA,NA,0,8,4,2002
P07,C,NONE,NA,NA,0,8,4,2002
P08,C,NONE,NA,NA,0,8,4,2002
P11,C,NONE,NA,NA,0,8,4,2002
T01,C,AMMA,L,U,16,8,4,2002
T03,C,NONE,NA,NA,0,8,4,2002
P01,C,AMMA,L,F,1,9,1,2002
P01,C,RAPI,A,U,1,9,1,2002
P02,C,NONE,NA,NA,0,9,1,2002
P04,C,NONE,NA,NA,0,9,1,2002
P06,C,NONE,NA,NA,0,9,1,2002
P07,C,NONE,NA,NA,0,9,1,2002
P08,C,NONE,NA,NA,0,9,1,2002
P11,C,AMMA,N,F,2,9,1,2002
T01,C,NONE,NA,NA,0,9,1,2002
T03,C,NONE,NA,NA,0,9,1,2002
P01,C,AMMA,L,U,2,9,2,2002
P02,C,AMMA,L,M,3,9,2,2002
P04,C,AMMA,L,U,4,9,2,2002
P06,C,NONE,NA,NA,0,9,2,2002
P07,C,NONE,NA,NA,0,9,2,2002
P08,C,NONE,NA,NA,0,9,2,2002
P11,C,NONE,NA,NA,0,9,2,2002
T01,C,AMMA,L,U,3,9,2,2002
T03,C,NONE,NA,NA,0,9,2,2002
P01,C,AMMA,N,F,1,9,3,2002
P01,C,AMMA,N,M,1,9,3,2002
P01,C,AMMA,L,U,5,9,3,2002
P02,C,AMMA,A,F,1,9,3,2002
P02,C,AMMA,L,U,3,9,3,2002
P04,C,AMMA,L,U,2,9,3,2002
P06,C,NONE,NA,NA,0,9,3,2002
P07,C,NONE,NA,NA,0,9,3,2002
P08,C,NONE,NA,NA,0,9,3,2002
P11,C,RAPI,A,U,1,9,3,2002
P11,C,RAPI,A,U,4,9,3,2002
P11,C,AMMA,L,U,1,9,3,2002
T01,C,AMMA,L,U,4,9,3,2002
T03,C,NONE,NA,NA,0,9,3,2002
P01,C,NONE,NA,NA,0,9,4,2002
P02,C,RAPI,A,U,1,9,4,2002
P04,C,AMMA,A,F,1,9,4,2002
P06,C,RAPI,A,U,1,9,4,2002
P07,C,CHPI,A,U,1,9,4,2002
P07,C,RAPI,A,U,1,9,4,2002
P08,C,NONE,NA,NA,0,9,4,2002
P11,C,RAPI,A,U,2,9,4,2002
T01,C,NONE,NA,NA,0,9,4,2002
T03,C,NONE,NA,NA,0,9,4,2002
P01,C,RAPI,A,U,1,5,1,2003
P02,C,NONE,NA,NA,0,5,1,2003
P04,C,NONE,NA,NA,0,5,1,2003
P06,C,NONE,NA,NA,0,5,1,2003
P07,C,RAPI,A,U,1,5,1,2003
P08,C,RAPI,A,U,1,5,1,2003
P11,C,AMMA,N,U,3,5,1,2003
T01,C,RAPI,A,U,1,5,1,2003
T02,C,NONE,NA,NA,0,5,1,2003
T03,C,NONE,NA,NA,0,5,1,2003
P01,C,NONE,NA,NA,0,5,2,2003
P02,C,AMMA,N,F,1,5,2,2003
P02,C,AMMA,A,M,1,5,2,2003
P02,C,RAPI,A,U,2,5,2,2003
P02,C,AMMA,N,U,1,5,2,2003
P04,C,RAPI,A,U,1,5,2,2003
P06,C,RAPI,A,U,1,5,2,2003
P07,C,RAPI,A,U,2,5,2,2003
P08,C,NONE,NA,NA,0,5,2,2003
P11,C,NONE,NA,NA,0,5,2,2003
T01,C,AMMA,A,F,1,5,2,2003
T02,C,NONE,NA,NA,0,5,2,2003
T03,C,NONE,NA,NA,0,5,2,2003
P01,C,AMMA,A,M,1,5,3,2003
P01,C,RAPI,A,U,2,5,3,2003
P02,C,RAPI,A,U,3,5,3,2003
P04,C,RAPI,A,U,2,5,3,2003
P06,C,RAPI,A,U,1,5,3,2003
P07,C,RAPI,A,U,3,5,3,2003
P08,C,RAPI,A,U,2,5,3,2003
P11,C,NONE,NA,NA,0,5,3,2003
T01,C,AMMA,A,M,3,5,3,2003
T01,C,AMMA,N,M,5,5,3,2003
T01,C,RAPI,A,U,1,5,3,2003
T02,C,NONE,NA,NA,0,5,3,2003
