"year","month_year","trip_no","site_name","site_grid","species","avg_of_cover","avg_of_fl","avg_of_seed","dead_alive"
2002,"Nov.02","80","Field River North","FRN1","Sida fibulifera",1,0,0,"Alive"
2002,"Dec.02","81","Main Camp","MC1","Grevillea stenobotrya",5,0,0,"Alive"
2002,"Dec.02","81","Main Camp","MC1","Crotalaria eremaea",5,0,0,"Alive"
2002,"Dec.02","81","Main Camp","MC1","Eremophila longifolia",25,0,0,"Alive"
2002,"Dec.02","81","Main Camp","MC1","Sida fibulifera",5,0,0,"Alive"
2002,"Dec.02","81","Main Camp","MC1","Triodia basedowii",22.5,0,0,"Alive"
2002,"Dec.02","81","Main Camp","MC2","Grevillea stenobotrya",11.25,0,0,"Alive"
2002,"Dec.02","81","Main Camp","MC2","Triodia basedowii",20.83333333,0,0,"Alive"
2002,"Dec.02","81","Main Camp","MC4","Acacia ligulata",10,0,0,"Alive"
2002,"Dec.02","81","Main Camp","MC4","Grevillea stenobotrya",10,0,0,"Alive"
2002,"Dec.02","81","Main Camp","MC4","Triodia basedowii",19.16666667,0,0,"Alive"
2003,"Feb.03","82","Main Camp","MC11","Tephrosia rosea",5,0,0,"Alive"
2003,"Feb.03","82","Tobermorey East","TBE1","Sclerolaena spp.",5,0,5,"Alive"
2003,"Feb.03","82","Main Camp","MC10","Acacia ligulata",10,0,0,"Alive"
2003,"Feb.03","82","Tobermorey West","TBW3","Dodonaea viscosa",20,0,0,"Alive"
2003,"Feb.03","82","Main Camp","MC1","Eremophila longifolia",20,0,0,"Alive"
2003,"Feb.03","82","Main Camp","MC1","Grevillea stenobotrya",5,0,0,"Alive"
2003,"Feb.03","82","Main Camp","MC1","Triodia basedowii",13.33333333,0,0,"Alive"
2003,"Feb.03","82","Main Camp","MC10","Acacia dictyophleba",5,0,0,"Alive"
2003,"Feb.03","82","Main Camp","MC10","Grevillea stenobotrya",23.33333333,0,0,"Alive"
2003,"Feb.03","82","Main Camp","MC10","Triodia basedowii",38.33333333,0,0,"Alive"
2003,"Feb.03","82","Main Camp","MC11","Crotalaria eremaea",6.666666667,0,0,"Alive"
2003,"Feb.03","82","Tobermorey East","TBE1","Stylobasium spathulatum",5,0,0,"Alive"
2003,"Feb.03","82","Main Camp","MC11","Sida fibulifera",3,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN2","Scaevola spp.",3.75,0.5,0,"Alive"
2003,"Feb.03","82","Plum Pudding","PP0","Aristida contorta",1,0,3,"Alive"
2003,"Feb.03","82","South Site","SS3","",NA,0,0,"Alive"
2003,"Feb.03","82","Main Camp","MC11","Grevillea stenobotrya",5,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN2","Halgania cyanea",2.666666667,0.666666667,0,"Alive"
2003,"Feb.03","82","Field River North","FRN2","Acacia dictyophleba",2.034482759,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN2","Acacia ligulata",3,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN2","Aristida contorta",1,0,0.636363636,"Alive"
2003,"Feb.03","82","Field River North","FRN2","Calotis erinacea",10,0,2,"Alive"
2003,"Feb.03","82","Field River North","FRN2","Crotalaria eremaea",5,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN2","Dicrastylis costelloi",7.071428571,0,0.214285714,"Alive"
2003,"Feb.03","82","Field River North","FRN2","Eremophila longifolia",1.5,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN2","Triodia basedowii",2.545454545,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN2","Evolvulus alsinoides",3,0,0,"Alive"
2003,"Feb.03","82","Tobermorey East","TBE1","Trichodesma zeylanicum",1,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN2","narrow-leaf Sida",1,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN2","Newcastelia spodiotricha",3.736842105,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN2","Petalostylis cassioides",5.8,0.6,0,"Alive"
2003,"Feb.03","82","Field River North","FRN2","Sida fibulifera",1,0,0,"Alive"
2003,"Feb.03","82","South Site","SS3","Acacia ligulata",11,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN2","Triumfetta winneckeana",2.666666667,0,1.333333333,"Alive"
2003,"Feb.03","82","Kunnamuka Swamp East","KSE2","Alpha S",1,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN2","Euphorbia tannensis",1.25,0,0,"Alive"
2003,"Feb.03","82","Tobermorey West","TBW4","Eremophila ovata",5,0,0,"Alive"
2003,"Feb.03","82","South Site","SS3","Sida fibulifera",2,0,0,"Alive"
2003,"Feb.03","82","Main Camp","MC4","Eriachne aristidea",5,0,0,"Alive"
2003,"Feb.03","82","Tobermorey West","TBW3","Eriachne aristidea",1,0,0,"Alive"
2003,"Feb.03","82","Tobermorey West","TBW3","Stylobasium spathulatum",5,0,0,"Alive"
2003,"Feb.03","82","Tobermorey West","TBW3","Triodia basedowii",42,0,0,"Alive"
2003,"Feb.03","82","Tobermorey West","TBW3","Zaleya galericulata",1,0,0,"Alive"
2003,"Feb.03","82","Tobermorey West","TBW4","Acacia ligulata",5,0,0,"Alive"
2003,"Feb.03","82","Main Camp","MC4","Acacia ligulata",5,0,0,"Alive"
2003,"Feb.03","82","Tobermorey West","TBW4","Enchylaena tomentosa",10,0,0,"Alive"
2003,"Feb.03","82","Main Camp","MC2","Triodia basedowii",10.83333333,0,0.166666667,"Alive"
2003,"Feb.03","82","Tobermorey West","TBW4","Eriachne aristidea",1,0,0,"Alive"
2003,"Feb.03","82","Tobermorey West","TBW4","Fimbristylis dichotoma",1,0,0,"Alive"
2003,"Feb.03","82","Tobermorey West","TBW4","Grevillea striata",20,0,0,"Alive"
2003,"Feb.03","82","Tobermorey West","TBW4","Halgania cyanea",7.5,0,0,"Alive"
2003,"Feb.03","82","Main Camp","MC4","Grevillea stenobotrya",12.5,0,0,"Alive"
2003,"Feb.03","82","Main Camp","MC4","Triodia basedowii",9.166666667,0,0,"Alive"
2003,"Feb.03","82","Plum Pudding","PP0","Euphorbia drummondii",1,5,3,"Alive"
2003,"Feb.03","82","Tobermorey West","TBW4","Atalaya hemiglauca",5,0,0,"Alive"
2003,"Feb.03","82","Tobermorey East","TBE1","Cleome viscosa",1,0,0,"Alive"
2003,"Feb.03","82","South Site","SS3","Crotalaria eremaea",1,0,0,"Alive"
2003,"Feb.03","82","South Site","SS3","Grevillea stenobotrya",20,0,0,"Alive"
2003,"Feb.03","82","South Site","SS3","Triodia basedowii",30,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN2","Acacia bivenosa",1.5,0,0,"Alive"
2003,"Feb.03","82","South Site","SS4","Atriplex nummularia",2,0,0,"Alive"
2003,"Feb.03","82","South Site","SS4","Eremophila longifolia",5,0,0,"Alive"
2003,"Feb.03","82","South Site","SS4","Eucalyptus pachyphylla",1.5,0,0,"Alive"
2003,"Feb.03","82","Main Camp","MC4","Aristida contorta",5,0,0,"Alive"
2003,"Feb.03","82","South Site","SS4","Triodia basedowii",12.33333333,0,0,"Alive"
2003,"Feb.03","82","South Site","SS3","Calotis erinacea",2,0,0,"Alive"
2003,"Feb.03","82","Tobermorey East","TBE1","Dodonaea viscosa",5,0,0,"Alive"
2003,"Feb.03","82","Tobermorey East","TBE1","Eriachne aristidea",1,0,0,"Alive"
2003,"Feb.03","82","Tobermorey East","TBE1","Eucalyptus pachyphylla",5,0,2,"Alive"
2003,"Feb.03","82","Tobermorey East","TBE1","Fimbristylis dichotoma",2.333333333,0,0,"Alive"
2003,"Feb.03","82","Tobermorey East","TBE1","Grevillea stenobotrya",15,0,0,"Alive"
2003,"Feb.03","82","Main Camp","MC11","Triodia basedowii",31.66666667,0,0,"Alive"
2003,"Feb.03","82","Main Camp","MC2","Grevillea stenobotrya",11.25,0,0,"Alive"
2003,"Feb.03","82","South Site","SS4","Grevillea stenobotrya",5,0,0,"Alive"
2003,"Feb.03","82","Cravens Peak","CP1","Eucalyptus gamophylla",20,0,2,"Alive"
2003,"Feb.03","82","Kunnamuka Swamp East","KSE2","Tephrosia rosea",5,5,1,"Alive"
2003,"Feb.03","82","Tobermorey East","TBE2","Fimbristylis dichotoma",1,0,0,"Alive"
2003,"Feb.03","82","Tobermorey East","TBE2","Eremophila obovata",10,0,0,"Alive"
2003,"Feb.03","82","Tobermorey East","TBE2","Eremophila longifolia",5,0,0,"Alive"
2003,"Feb.03","82","Tobermorey East","TBE2","Aristida contorta",5,0,0,"Alive"
2003,"Feb.03","82","Tobermorey East","TBE2","Acacia ligulata",5,0,0,"Alive"
2003,"Feb.03","82","Tobermorey East","TBE2","Stylobasium spathulatum",1,0,0,"Alive"
2003,"Feb.03","82","Cravens Peak","CP1","Acacia dictyophleba",5,0,0,"Alive"
2003,"Feb.03","82","Plum Pudding","PP1","Yakirra australiensis",2.5,0,5,"Alive"
2003,"Feb.03","82","Cravens Peak","CP1","Grevillea striata",5,0,0,"Alive"
2003,"Feb.03","82","Cravens Peak","CP1","Triodia basedowii",56.66666667,0,3.166666667,"Alive"
2003,"Feb.03","82","Plum Pudding","PP0","Paractaenum refractum",1,0,0,"Alive"
2003,"Feb.03","82","Cravens Peak","CP2","Triodia basedowii",50.83333333,0,2.666666667,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Triodia basedowii",10.6,0,0,"Alive"
2003,"Feb.03","82","Kunnamuka Swamp East","KSE2","Triodia basedowii",16.6,0,0,"Alive"
2003,"Feb.03","82","Tobermorey East","TBE2","Triodia basedowii",36.66666667,0,0,"Alive"
2003,"Feb.03","82","Tobermorey East","TBE1","Zaleya galericulata",1,0,0,"Alive"
2003,"Feb.03","82","Plum Pudding","PP1","Euphorbia drummondii",1,4,3,"Alive"
2003,"Feb.03","82","Plum Pudding","PP0","Eremophila longifolia",1,0,0,"Alive"
2003,"Feb.03","82","Plum Pudding","PP0","Eucalyptus pachyphylla",5,0,0,"Alive"
2003,"Feb.03","82","Plum Pudding","PP0","Euphorbia tannensis",1,0,0,"Alive"
2003,"Feb.03","82","Plum Pudding","PP0","Trachymene glaucifolia",1,0,0,"Alive"
2003,"Feb.03","82","Plum Pudding","PP0","Triodia basedowii",47,0,1.8,"Alive"
2003,"Feb.03","82","Plum Pudding","PP0","Yakirra australiensis",1,0,3.333333333,"Alive"
2003,"Feb.03","82","Tobermorey East","TBE2","Portulaca intraterranea",1,0,0,"Alive"
2003,"Feb.03","82","Plum Pudding","PP1","Aristida contorta",1,0,4,"Alive"
2003,"Feb.03","82","Tobermorey East","TBE1","Triodia basedowii",34.16666667,0,0,"Alive"
2003,"Feb.03","82","Plum Pudding","PP1","Grevillea stenobotrya",10,0,0,"Alive"
2003,"Feb.03","82","Plum Pudding","PP1","Paractaenum refractum",5,0,4,"Alive"
2003,"Feb.03","82","Plum Pudding","PP1","Portulaca pilosa",1,0,0,"Alive"
2003,"Feb.03","82","Plum Pudding","PP1","Tephrosia rosea",15,3.5,4,"Alive"
2003,"Feb.03","82","Plum Pudding","PP1","Trachymene glaucifolia",1,0,0,"Alive"
2003,"Feb.03","82","Plum Pudding","PP1","Tribulus terrestris",1,0,0,"Alive"
2003,"Feb.03","82","Plum Pudding","PP1","Triodia basedowii",39,0,0.4,"Alive"
2003,"Feb.03","82","Plum Pudding","PP1","Acacia stenophylla",5,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Newcastelia spodiotricha",6.2,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Corymbia terminalis",5,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Euphorbia drummondii",1,0,0,"Alive"
2003,"Feb.03","82","Kunnamuka Swamp East","KSE2","Sida trichopoda",3,3.5,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Evolvulus alsinoides",1,0,0,"Alive"
2003,"Feb.03","82","Cravens Peak","CP2","Eucalyptus pachyphylla",12.5,0,2,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Grevillea stenobotrya",25,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Eremophila macdonnellii",1,1,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","narrow-leaf Sida",2.333333333,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Euphorbia tannensis",1,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Petalostylis cassioides",6.176470588,0.352941176,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Pterocaulon sphacelatum",3,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Rulingia loxophylla",10.5,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Scaevola spp.",6.75,0.5,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Senna spp.",2.357142857,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Sida fibulifera",1,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Tephrosia rosea",5,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Halgania cyanea",3.666666667,0.333333333,0,"Alive"
2003,"Feb.03","82","Kunnamuka Swamp East","KSE2","Euphorbia drummondii",1,3,0,"Alive"
2003,"Feb.03","82","Kunnamuka Swamp East","KSE2","Senna pleurocarpa",1,0,0,"Alive"
2003,"Feb.03","82","Kunnamuka Swamp East","KSE2","Scaevola depauperata",5,4,0,"Alive"
2003,"Feb.03","82","Kunnamuka Swamp East","KSE2","Rulingia loxophylla",1,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Grevillea juncifolia",3,0,0,"Alive"
2003,"Feb.03","82","Kunnamuka Swamp East","KSE2","Oldenlandia pterospora",1,2.5,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Eremophila longifolia",5.666666667,0,0,"Alive"
2003,"Feb.03","82","Kunnamuka Swamp East","KSE2","Cleome viscosa",1,2,0,"Alive"
2003,"Feb.03","82","Tobermorey West","TBW4","Triodia basedowii",30,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Crotalaria eremaea",5,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Dicrastylis costelloi",6,0.083333333,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Abutilon otocarpum",1,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Crotalaria cunninghamii",5,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Codonocarpus cotinifolius",1.5,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Aristida contorta",1.454545455,0,0.818181818,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Acacia ligulata",6.857142857,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Acacia dictyophleba",2.8,0,0,"Alive"
2003,"Feb.03","82","Field River North","FRN1","Acacia bivenosa",2,0,0,"Alive"
2003,"May.03","83","Main Camp","MC10","Euphorbia tannensis",1,0,0,"Alive"
2003,"May.03","83","Main Camp","MC10","Acacia dictyophleba",25,2,0,"Alive"
2003,"May.03","83","Main Camp","MC10","Aristida contorta",1,2,0,"Alive"
2003,"May.03","83","Main Camp","MC10","Crotalaria eremaea",5,0,0,"Alive"
2003,"May.03","83","Main Camp","MC10","Eremophila longifolia",5,0,0,"Alive"
2003,"May.03","83","Main Camp","MC10","Eriachne aristidea",1,1.5,0.5,"Alive"
2003,"May.03","83","Main Camp","MC10","Euphorbia drummondii",1,2,0,"Alive"
2003,"May.03","83","Shitty Site","Sh4","Goodenia cycloptera",1,0.166666667,0,"Alive"
2003,"May.03","83","Shitty Site","Sh4","Tephrosia rosea",1,0,0,"Alive"
2003,"May.03","83","Shitty Site","Sh5","Ptilotus polystachyus",1,0.25,0,"Alive"
2003,"May.03","83","Shitty Site","Sh5","Portulaca pilosa",1,4,0,"Alive"
2003,"May.03","83","Shitty Site","Sh5","Haloragis gossei",1,0,0,"Alive"
2003,"May.03","83","Shitty Site","Sh5","Goodenia cycloptera",1.166666667,0,0,"Alive"
2003,"May.03","83","Shitty Site","Sh5","Euphorbia tannensis",1,1.5,0,"Alive"
2003,"May.03","83","Shitty Site","Sh5","Euphorbia drummondii",1,0.75,0,"Alive"
2003,"May.03","83","Shitty Site","Sh5","Eriachne aristidea",1,0,0,"Alive"
2003,"May.03","83","Shitty Site","Sh5","Eremophila longifolia",1,0,0,"Alive"
2003,"May.03","83","Shitty Site","Sh5","Crotalaria eremaea",1,0,0,"Alive"
2003,"May.03","83","Shitty Site","Sh5","Aristida contorta",1,0.666666667,0,"Alive"
2003,"May.03","83","Shitty Site","Sh4","Zygochloa paradoxa",7.5,3.5,0,"Alive"
2003,"May.03","83","Shitty Site","Sh4","Unknown grass",1,1,0,"Alive"
2003,"May.03","83","Shitty Site","Sh4","Triumfetta winneckeana",1,0,0,"Alive"
2003,"May.03","83","Shitty Site","Sh4","Ptilotus polystachyus",2.6,0.4,0,"Alive"
2003,"May.03","83","Shitty Site","Sh4","Euphorbia tannensis",1,1,0,"Alive"
2003,"May.03","83","Shitty Site","Sh4","Aristida contorta",1,0,0,"Alive"
2003,"May.03","83","Shitty Site","Sh4","Calotis erinacea",5,5,0,"Alive"
2003,"May.03","83","Shitty Site","Sh4","Crotalaria eremaea",1,0,0,"Alive"
2003,"May.03","83","Shitty Site","Sh4","Eremophila spp.",5,1,0,"Alive"
2003,"May.03","83","Shitty Site","Sh4","Eriachne aristidea",1,0.666666667,0,"Alive"
2003,"May.03","83","Shitty Site","Sh4","Trichodesma zeylanicum",1,0,0,"Alive"
2003,"May.03","83","Shitty Site","Sh4","Euphorbia drummondii",1,2,0,"Alive"
2003,"May.03","83","Shitty Site","Sh4","Trachymene glaucifolia",2.8,0,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Grevillea juncifolia",5,0,0,"Alive"
2003,"May.03","83","Shitty Site","Sh4","Haloragis gossei",1,0,0,"Alive"
2003,"May.03","83","Shitty Site","Sh4","Salsola kali",1,0,0,"Alive"
2003,"May.03","83","Shitty Site","Sh4","Sida fibulifera",1,0,0,"Alive"
2003,"May.03","83","Shitty Site","Sh4","Sp. A",1,4,3,"Alive"
2003,"May.03","83","Shitty Site","Sh5","Triumfetta winneckeana",1,0,0,"Alive"
2003,"May.03","83","Shitty Site","Sh4","Eucalyptus gamophylla",1,0,0,"Alive"
2003,"May.03","83","Main Camp","MC10","Trianthema pilosa",1,1.333333333,0,"Alive"
2003,"May.03","83","Shitty Site","Sh5","Trachymene glaucifolia",4,0.25,0,"Alive"
2003,"May.03","83","Main Camp","MC11","Dactyloctenium radulans",1,1,0,"Alive"
2003,"May.03","83","Main Camp","MC11","Crotalaria eremaea",8.333333333,1.333333333,0,"Alive"
2003,"May.03","83","Main Camp","MC11","Crotalaria cunninghamii",1,0,0,"Alive"
2003,"May.03","83","Main Camp","MC11","Aristida contorta",1.8,0.8,0,"Alive"
2003,"May.03","83","Main Camp","MC11","Euphorbia drummondii",1,1,0,"Alive"
2003,"May.03","83","Main Camp","MC10","Trichodesma zeylanicum",1,0,0,"Alive"
2003,"May.03","83","Main Camp","MC11","Euphorbia tannensis",1,0,0,"Alive"
2003,"May.03","83","Main Camp","MC10","Trachymene glaucifolia",1.8,0.4,0,"Alive"
2003,"May.03","83","Main Camp","MC10","Scaevola depauperata",1,0,0,"Alive"
2003,"May.03","83","Main Camp","MC10","Ptilotus polystachyus",1,0,0,"Alive"
2003,"May.03","83","Main Camp","MC10","Indigofera spp.",1,0,0,"Alive"
2003,"May.03","83","Main Camp","MC10","Haloragis gossei",1,0,0,"Alive"
2003,"May.03","83","Main Camp","MC10","Grevillea stenobotrya",13.33333333,0,0,"Alive"
2003,"May.03","83","Main Camp","MC10","Triodia basedowii",28.33333333,2.333333333,0,"Alive"
2003,"May.03","83","Main Camp","MC11","Trianthema pilosa",1,1,0,"Alive"
2003,"May.03","83","Main Camp","MC10","Goodenia cycloptera",1,0,0,"Alive"
2003,"May.03","83","Shitty Site","Sh5","Unknown seedling",1,0,0,"Alive"
2003,"May.03","83","Shitty Site","Sh5","Yakirra australiensis",1,1.333333333,0.666666667,"Alive"
2003,"May.03","83","Main Camp","MC11","Yakirra australiensis",1,1,0,"Alive"
2003,"May.03","83","Main Camp","MC11","unk seedling",1,0,0,"Alive"
2003,"May.03","83","Main Camp","MC11","Eriachne aristidea",1,1.75,0,"Alive"
2003,"May.03","83","Main Camp","MC11","Triodia basedowii",38,2.4,0,"Alive"
2003,"May.03","83","Shitty Site","Sh5","Trichodesma zeylanicum",1,0,0,"Alive"
2003,"May.03","83","Main Camp","MC11","Trachymene glaucifolia",1.666666667,0,0,"Alive"
2003,"May.03","83","Main Camp","MC11","Sida fibulifera",3.666666667,1,0,"Alive"
2003,"May.03","83","Main Camp","MC11","Ptilotus polystachyus",1,0,0,"Alive"
2003,"May.03","83","Main Camp","MC11","Haloragis gossei",1,0,0,"Alive"
2003,"May.03","83","Main Camp","MC11","Grevillea stenobotrya",10,0,0,"Alive"
2003,"May.03","83","Main Camp","MC11","Goodenia cycloptera",1,0,0,"Alive"
2003,"May.03","83","Main Camp","MC11","Triumfetta winneckeana",1,0,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Evolvulus alsinoides",1,0,0,"Alive"
2003,"May.03","83","Field River North","FRN2","Acacia ligulata",5,0,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Petalostylis cassioides",6.083333333,0.25,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Newcastelia spodiotricha",3.833333333,0,1,"Alive"
2003,"May.03","83","Field River North","FRN1","Lechenaultia divaricata",1,1,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Haloragis gossei",1,0,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Ptilotus polystachyus",1,0.5,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Goodenia cycloptera",1,0,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Rulingia loxophylla",25,0,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Euphorbia tannensis",1,0,0.25,"Alive"
2003,"May.03","83","Field River North","FRN1","Euphorbia drummondii",1,3.6,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Eriachne aristidea",1,1,2,"Alive"
2003,"May.03","83","Field River North","FRN1","Eremophila macdonnellii",1,1,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Eremophila longifolia",3.666666667,0.333333333,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Dicrastylis costelloi",4.785714286,0.785714286,1.785714286,"Alive"
2003,"May.03","83","Field River North","FRN1","Grevillea stenobotrya",25,0,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Trachymene glaucifolia",1,0,0.153846154,"Alive"
2003,"May.03","83","Field River North","FRN2","Acacia dictyophleba",2.083333333,0,0,"Alive"
2003,"May.03","83","Field River North","FRN2","Acacia bivenosa",1,0,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Yakirra australiensis",1,0,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Unknown herb 2",1,0,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Triodia basedowii",10.14705882,0,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Pterocaulon sphacelatum",1,0,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Trianthema pilosa",1,3.5,0.5,"Alive"
2003,"May.03","83","Field River North","FRN1","Aristida contorta",1,0,1,"Alive"
2003,"May.03","83","Field River North","FRN1","Sida trichopoda",1.8,0,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Sida fibulifera",1,0.333333333,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Setaria surgens",1,0,3,"Alive"
2003,"May.03","83","Field River North","FRN1","Senna pleurocarpa",3.888888889,0,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Scaevola depauperata",4,0,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Salsola kali",1,0,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Halgania cyanea",4,0.333333333,0,"Alive"
2003,"May.03","83","Carlo","CS2","Triodia basedowii",38,0,0,"Alive"
2003,"May.03","83","Carlo","CS5","Eriachne aristidea",1,0,0,"Alive"
2003,"May.03","83","Carlo","CS5","Dodonaea viscosa",5,0,0,"Alive"
2003,"May.03","83","Carlo","CS5","Crotalaria eremaea",1,0,0,"Alive"
2003,"May.03","83","Carlo","CS5","Aristida contorta",1,0.5,0,"Alive"
2003,"May.03","83","Carlo","CS5","Acacia longifolia",1,0,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Crotalaria eremaea",1,0,0,"Alive"
2003,"May.03","83","Carlo","CS2","Triumfetta winneckeana",1,0,0,"Alive"
2003,"May.03","83","Carlo","CS5","Goodenia cycloptera",1,0,0,"Alive"
2003,"May.03","83","Carlo","CS2","Tribulus hystrix",5,5,3,"Alive"
2003,"May.03","83","Carlo","CS2","Grevillea striata",10,0,0,"Alive"
2003,"May.03","83","Carlo","CS2","Euphorbia drummondii",2,2,0,"Alive"
2003,"May.03","83","Carlo","CS2","Crotalaria eremaea",5,0,0,"Alive"
2003,"May.03","83","Carlo","CS2","Crotalaria cunninghamii",1,0,0,"Alive"
2003,"May.03","83","Carlo","CS2","Aristida contorta",1,0,0,"Alive"
2003,"May.03","83","Carlo","CS5","Acacia ligulata",1,0,0,"Alive"
2003,"May.03","83","Carlo","CS5","Trianthema pilosa",1,1,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Unknown herb 1",1,0,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Acacia ligulata",6.571428571,0,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Acacia dictyophleba",3.235294118,0.235294118,0.117647059,"Alive"
2003,"May.03","83","Field River North","FRN1","Abutilon otocarpum",1,0,0,"Alive"
2003,"May.03","83","Carlo","CS5","Yakirra australiensis",5,3,1,"Alive"
2003,"May.03","83","Carlo","CS5","Triumfetta winneckeana",15,0,0,"Alive"
2003,"May.03","83","Carlo","CS5","Euphorbia drummondii",1,1,0,"Alive"
2003,"May.03","83","Carlo","CS5","Trichodesma zeylanicum",1,0,0,"Alive"
2003,"May.03","83","Carlo","CS5","Euphorbia tannensis",1,0,0,"Alive"
2003,"May.03","83","Carlo","CS5","Trachymene glaucifolia",1,0,0,"Alive"
2003,"May.03","83","Carlo","CS5","Tephrosia rosea",5.5,2,0,"Alive"
2003,"May.03","83","Carlo","CS5","Ptilotus latifolius",1,0,0,"Alive"
2003,"May.03","83","Carlo","CS5","Haloragis gossei",1,0,0,"Alive"
2003,"May.03","83","Carlo","CS5","Grevillea stenobotrya",6.666666667,0,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Codonocarpus cotinifolius",2.333333333,0.333333333,0.666666667,"Alive"
2003,"May.03","83","Carlo","CS5","Triodia basedowii",26,0,0,"Alive"
2003,"May.03","83","Field River North","FRN1","Trichodesma zeylanicum",1,0,0,"Alive"
2003,"May.03","83","Field River North","FRN2","Trichodesma zeylanicum",1,0,0,"Alive"
2003,"May.03","83","Field River North","FRN2","Triodia basedowii",2.783783784,0,0,"Alive"
2003,"May.03","83","Field River North","FRN2","Triumfetta winneckeana",1,0,0,"Alive"
2003,"May.03","83","Field River North","FRN2","Unknown grass",1,0,0,"Alive"
2003,"May.03","83","Field River North","FRN2","Unknown herb",1,0,0,"Alive"
2003,"May.03","83","Field River North","FRN2","Yakirra australiensis",1,2,0.333333333,"Alive"
2003,"May.03","83","Field River South","FRS2","Codonocarpus cotinifolius",15,0,0,"Alive"
2003,"May.03","83","Field River South","FRS2","Dicrastylis costelloi",1,0,0,"Alive"
2003,"May.03","83","Field River South","FRS2","Eriachne aristidea",1,1,0,"Alive"
2003,"May.03","83","Field River South","FRS2","Goodenia cycloptera",1,0,0,"Alive"
2003,"May.03","83","Field River North","FRN2","Tribulus hystrix",1,0,0,"Alive"
