SQUARE,YEAR,SITE_ID,SURVEY_DATE,PLANT_NAME,PROPORTION,LC07,LC07_NUM,EZ_DESC_07,COUNTY07,COUNTRY
MGWQSP,CS2000,1,01-Jul-98,Agrostis stolonifera,2.5-5%,17w1,17,Uplands (Wales),Gwynedd,WAL
MGWQSP,CS2000,1,01-Jul-98,Amblystegium fluviatile,0.1-1%,17w1,17,Uplands (Wales),Gwynedd,WAL
MGWQSP,CS2000,1,01-Jul-98,Brachythecium rivulare,1-2.5%,17w1,17,Uplands (Wales),Gwynedd,WAL
MGWQSP,CS2000,1,01-Jul-98,Glyceria fluitans,0.1-1%,17w1,17,Uplands (Wales),Gwynedd,WAL
MGWQSP,CS2000,1,01-Jul-98,Iris pseudacorus,0.1-1%,17w1,17,Uplands (Wales),Gwynedd,WAL
MGWQSP,CS2000,1,01-Jul-98,Oenanthe crocata,2.5-5%,17w1,17,Uplands (Wales),Gwynedd,WAL
MGWQSP,CS2000,1,01-Jul-98,Phalaris arundinacea,<0.1%,17w1,17,Uplands (Wales),Gwynedd,WAL
KBLGPE,CS2000,1,27-Oct-98,Rhynchostegium riparioides,<0.1%,18w,45,Uplands (Wales),Clwyd,WAL
KXYDPJ,CS2000,1,20-Oct-98,No species entered,0,11e,11,Easterly lowlands (England),Lincolnshire,ENG
OADEXO,CS2000,1,20-Oct-98,No species entered,0,11e,11,Easterly lowlands (England),Lincolnshire,ENG
NNTSJE,CS2000,1,20-Oct-98,No species entered,0,12e,12,Easterly lowlands (England),Lincolnshire,ENG
KUSXUZ,CS2000,1,22-Oct-98,Lemna minor,<0.1%,4e,4,Easterly lowlands (England),Lincolnshire,ENG
JABGJY,CS2000,1,01-Jul-98,Chiloscyphus polyanthos,0.1-1%,17w3,19,Uplands (Wales),Gwynedd,WAL
JABGJY,CS2000,1,01-Jul-98,Rhynchostegium riparioides,0.1-1%,17w3,19,Uplands (Wales),Gwynedd,WAL
GMFGBH,CS2000,1,02-Jul-98,Agrostis stolonifera,0.1-1%,17w3,19,Uplands (Wales),Clwyd,WAL
GMFGBH,CS2000,1,02-Jul-98,Fontinalis antipyretica,2.5-5%,17w3,19,Uplands (Wales),Clwyd,WAL
GMFGBH,CS2000,1,02-Jul-98,Veronica beccabunga,<0.1%,17w3,19,Uplands (Wales),Clwyd,WAL
NERQMG,CS2000,1,27-Oct-98,Apium nodiflorum,2.5-5%,17w3,19,Uplands (Wales),Clwyd,WAL
NERQMG,CS2000,1,27-Oct-98,Veronica beccabunga,1-2.5%,17w3,19,Uplands (Wales),Clwyd,WAL
EVVEDK,CS2000,1,25-Aug-98,No species entered,0,10e,10,Westerly lowlands (England),Cheshire,ENG
HVNJKY,CS2000,1,25-Aug-98,Batrachospermum sp,0.1-1%,17e,16,Uplands (England),Derbyshire,ENG
HVNJKY,CS2000,1,25-Aug-98,Fontinalis antipyretica,<0.1%,17e,16,Uplands (England),Derbyshire,ENG
HVNJKY,CS2000,1,25-Aug-98,Mnium hornum,<0.1%,17e,16,Uplands (England),Derbyshire,ENG
HVNJKY,CS2000,1,25-Aug-98,Scapania undulata,5-10%,17e,16,Uplands (England),Derbyshire,ENG
HVNJKY,CS2000,1,25-Aug-98,Spirogyra sp,<0.1%,17e,16,Uplands (England),Derbyshire,ENG
XHCFPY,CS2000,1,22-Oct-98,Apium nodiflorum,>75%,12e,12,Easterly lowlands (England),Nottinghamshire,ENG
XHCFPY,CS2000,1,22-Oct-98,Phalaris arundinacea,10-25%,12e,12,Easterly lowlands (England),Nottinghamshire,ENG
XHCFPY,CS2000,1,22-Oct-98,Rorippa nasturtium-aquaticum,0.1-1%,12e,12,Easterly lowlands (England),Nottinghamshire,ENG
KNVXKN,CS2000,1,20-Oct-98,Apium nodiflorum,1-2.5%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
KNVXKN,CS2000,1,20-Oct-98,Cladophora (aggregate),0.1-1%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
KNVXKN,CS2000,1,20-Oct-98,Glyceria maxima,1-2.5%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
KNVXKN,CS2000,1,20-Oct-98,Phalaris arundinacea,5-10%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
IJFDGL,CS2000,1,09-Jun-98,Berula erecta,0.1-1%,6w,42,Lowlands (Wales),Gwynedd,WAL
IJFDGL,CS2000,1,09-Jun-98,Callitriche sp,<0.1%,6w,42,Lowlands (Wales),Gwynedd,WAL
IJFDGL,CS2000,1,09-Jun-98,Oenanthe crocata,0.1-1%,6w,42,Lowlands (Wales),Gwynedd,WAL
RTQIEV,CS2000,1,11-Jun-98,Callitriche sp,<0.1%,5w,41,Lowlands (Wales),Clwyd,WAL
RTQIEV,CS2000,1,11-Jun-98,Phalaris arundinacea,0.1-1%,5w,41,Lowlands (Wales),Clwyd,WAL
RTQIEV,CS2000,1,11-Jun-98,Ranunculus sceleratus,0.1-1%,5w,41,Lowlands (Wales),Clwyd,WAL
RTQIEV,CS2000,1,11-Jun-98,Veronica catenata x anagallis-aquatica,0.1-1%,5w,41,Lowlands (Wales),Clwyd,WAL
VUJWHD,CS2000,1,25-Aug-98,Conocephalum conicum,<0.1%,13e,13,Westerly lowlands (England),Cheshire,ENG
VUJWHD,CS2000,1,25-Aug-98,Eurhynchium swartzii,<0.1%,13e,13,Westerly lowlands (England),Cheshire,ENG
VUJWHD,CS2000,1,25-Aug-98,Lunularia cruciata,<0.1%,13e,13,Westerly lowlands (England),Cheshire,ENG
VUJWHD,CS2000,1,25-Aug-98,Ranunculus fluitans,1-2.5%,13e,13,Westerly lowlands (England),Cheshire,ENG
IOHTXU,CS2000,1,21-Oct-98,No species entered,0,9e,9,Easterly lowlands (England),South Yorkshire,ENG
JDKZQA,CS2000,1,22-Oct-98,No species entered,0,11e,11,Easterly lowlands (England),Nottinghamshire,ENG
DOASNU,CS2000,1,21-Oct-98,Agrostis stolonifera,0.1-1%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
DOASNU,CS2000,1,21-Oct-98,Apium nodiflorum,0.1-1%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
DOASNU,CS2000,1,21-Oct-98,Callitriche sp,1-2.5%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
DOASNU,CS2000,1,21-Oct-98,Glyceria fluitans,1-2.5%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
DOASNU,CS2000,1,21-Oct-98,Phragmites australis,1-2.5%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
DOASNU,CS2000,1,21-Oct-98,Rorippa nasturtium-aquaticum,5-10%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
DOASNU,CS2000,1,21-Oct-98,Rumex hydrolapathum,<0.1%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
TJPYWU,CS2000,1,21-Oct-98,Agrostis stolonifera,<0.1%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
TJPYWU,CS2000,1,21-Oct-98,Callitriche sp,1-2.5%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
TJPYWU,CS2000,1,21-Oct-98,Glyceria fluitans,0.1-1%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
TJPYWU,CS2000,1,21-Oct-98,Rumex hydrolapathum,<0.1%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
TJPYWU,CS2000,1,21-Oct-98,Vaucheria sp,<0.1%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
GQYNWE,CS2000,1,21-Oct-98,No species entered,0,11e,11,Easterly lowlands (England),Lincolnshire,ENG
VCQDRX,CS2000,1,26-Aug-98,Polytrichum commune,<0.1%,18e,20,Uplands (England),South Yorkshire,ENG
NBXWRU,CS2000,1,22-Jun-98,No species entered,0,10e,10,Westerly lowlands (England),South Yorkshire,ENG
OSGDGJ,CS2000,1,22-Oct-98,Callitriche sp,10-25%,9e,9,Easterly lowlands (England),North Lincolnshire Unitary Authority,ENG
OSGDGJ,CS2000,1,22-Oct-98,Cladophora (aggregate),>75%,9e,9,Easterly lowlands (England),North Lincolnshire Unitary Authority,ENG
OSGDGJ,CS2000,1,22-Oct-98,Elodea canadensis,0.1-1%,9e,9,Easterly lowlands (England),North Lincolnshire Unitary Authority,ENG
OSGDGJ,CS2000,1,22-Oct-98,Potamogeton berchtoldii,0.1-1%,9e,9,Easterly lowlands (England),North Lincolnshire Unitary Authority,ENG
OSGDGJ,CS2000,1,22-Oct-98,Spirogyra sp,10-25%,9e,9,Easterly lowlands (England),North Lincolnshire Unitary Authority,ENG
OSGDGJ,CS2000,1,22-Oct-98,Vaucheria sp,>75%,9e,9,Easterly lowlands (England),North Lincolnshire Unitary Authority,ENG
NQYHWK,CS2000,1,23-Jun-98,No species entered,0,17e,16,Uplands (England),West Yorkshire,ENG
SURVKO,CS2000,1,23-Jun-98,Chiloscyphus polyanthos,0.1-1%,10e,10,Westerly lowlands (England),West Yorkshire,ENG
SURVKO,CS2000,1,23-Jun-98,Conocephalum conicum,<0.1%,10e,10,Westerly lowlands (England),West Yorkshire,ENG
SURVKO,CS2000,1,23-Jun-98,Pellia sp,<0.1%,10e,10,Westerly lowlands (England),West Yorkshire,ENG
SURVKO,CS2000,1,23-Jun-98,Rhynchostegium riparioides,0.1-1%,10e,10,Westerly lowlands (England),West Yorkshire,ENG
SURVKO,CS2000,1,23-Jun-98,Vaucheria sp,<0.1%,10e,10,Westerly lowlands (England),West Yorkshire,ENG
SCQIDT,CS2000,1,21-Oct-98,No species entered,0,9e,9,Easterly lowlands (England),North East Lincolnshire Unitary Authority,ENG
HHNXYQ,CS2000,1,01-Jul-98,No species entered,0,18e,20,Uplands (England),Lancashire,ENG
XTIHBS,CS2000,1,18-Jun-98,Cladophora aegagropila,5-10%,10e,10,Westerly lowlands (England),West Yorkshire,ENG
TAJFPX,CS2000,1,20-Oct-98,No species entered,0,9e,9,Easterly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
ZLWHEN,CS2000,1,20-Oct-98,Callitriche sp,0.1-1%,16e,15,Westerly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
ZLWHEN,CS2000,1,20-Oct-98,Elodea canadensis,0.1-1%,16e,15,Westerly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
ZLWHEN,CS2000,1,20-Oct-98,Sparganium erectum,10-25%,16e,15,Westerly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
HGBYWJ,CS2000,1,20-Oct-98,Apium nodiflorum,10-25%,7e,7,Westerly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
HGBYWJ,CS2000,1,20-Oct-98,Glyceria fluitans,1-2.5%,7e,7,Westerly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
HGBYWJ,CS2000,1,20-Oct-98,Lemna minor,5-10%,7e,7,Westerly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
HGBYWJ,CS2000,1,20-Oct-98,Rorippa nasturtium-aquaticum,<0.1%,7e,7,Westerly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
HGBYWJ,CS2000,1,20-Oct-98,Spirogyra sp,<0.1%,7e,7,Westerly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
HGBYWJ,CS2000,1,20-Oct-98,Vaucheria sp,2.5-5%,7e,7,Westerly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
UCUYAE,CS2000,1,02-Jul-98,Cinclidotus fontinaloides,25-50%,16e,15,Westerly lowlands (England),Lancashire,ENG
UCUYAE,CS2000,1,02-Jul-98,Phalaris arundinacea,<0.1%,16e,15,Westerly lowlands (England),Lancashire,ENG
UCUYAE,CS2000,1,02-Jul-98,Vaucheria sp,25-50%,16e,15,Westerly lowlands (England),Lancashire,ENG
HCRUMQ,CS2000,1,20-Jun-98,Glyceria fluitans,5-10%,17e,16,Uplands (England),Lancashire,ENG
HCRUMQ,CS2000,1,20-Jun-98,Phalaris arundinacea,1-2.5%,17e,16,Uplands (England),Lancashire,ENG
HCRUMQ,CS2000,1,20-Jun-98,Veronica beccabunga,5-10%,17e,16,Uplands (England),Lancashire,ENG
RZPWIO,CS2000,1,18-Jun-98,Apium nodiflorum,<0.1%,10e,10,Westerly lowlands (England),West Yorkshire,ENG
RZPWIO,CS2000,1,18-Jun-98,Chiloscyphus polyanthos,5-10%,10e,10,Westerly lowlands (England),West Yorkshire,ENG
RZPWIO,CS2000,1,18-Jun-98,Fontinalis antipyretica,1-2.5%,10e,10,Westerly lowlands (England),West Yorkshire,ENG
RZPWIO,CS2000,1,18-Jun-98,Glyceria fluitans,0.1-1%,10e,10,Westerly lowlands (England),West Yorkshire,ENG
RZPWIO,CS2000,1,18-Jun-98,Phalaris arundinacea,<0.1%,10e,10,Westerly lowlands (England),West Yorkshire,ENG
RZPWIO,CS2000,1,18-Jun-98,Rorippa nasturtium-aquaticum,<0.1%,10e,10,Westerly lowlands (England),West Yorkshire,ENG
BOONVD,CS2000,1,19-Jun-98,Callitriche sp,<0.1%,10e,10,Westerly lowlands (England),North Yorkshire,ENG
BOONVD,CS2000,1,19-Jun-98,Cladophora (aggregate),25-50%,10e,10,Westerly lowlands (England),North Yorkshire,ENG
BOONVD,CS2000,1,19-Jun-98,Potamogeton crispus,<0.1%,10e,10,Westerly lowlands (England),North Yorkshire,ENG
IDAVFQ,CS2000,1,30-Jun-98,Apium nodiflorum,0.1-1%,9e,9,Easterly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
IDAVFQ,CS2000,1,30-Jun-98,Cladophora (aggregate),2.5-5%,9e,9,Easterly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
IDAVFQ,CS2000,1,30-Jun-98,Glyceria maxima,25-50%,9e,9,Easterly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
IDAVFQ,CS2000,1,30-Jun-98,Vaucheria sp,2.5-5%,9e,9,Easterly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
VGSKFD,CS2000,1,03-Nov-98,Agrostis stolonifera,5-10%,16e,15,Westerly lowlands (England),Lancashire,ENG
VGSKFD,CS2000,1,03-Nov-98,Apium nodiflorum,25-50%,16e,15,Westerly lowlands (England),Lancashire,ENG
VGSKFD,CS2000,1,03-Nov-98,Ranunculus sp,1-2.5%,16e,15,Westerly lowlands (England),Lancashire,ENG
COCEEQ,CS2000,1,21-Jun-98,Fontinalis antipyretica,0.1-1%,19e,21,Uplands (England),Lancashire,ENG
THOXDJ,CS2000,1,27-Aug-98,Chiloscyphus polyanthos,10-25%,19e,21,Uplands (England),North Yorkshire,ENG
THOXDJ,CS2000,1,27-Aug-98,Hygrohypnum eugyrium,0.1-1%,19e,21,Uplands (England),North Yorkshire,ENG
THOXDJ,CS2000,1,27-Aug-98,Myosotis scorpioides,1-2.5%,19e,21,Uplands (England),North Yorkshire,ENG
LERYBB,CS2000,1,19-Jun-98,No species entered,0,10e,10,Westerly lowlands (England),North Yorkshire,ENG
MZHVIH,CS2000,1,07-Nov-98,Apium nodiflorum,<0.1%,16e,15,Westerly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
MZHVIH,CS2000,1,07-Nov-98,Callitriche sp,<0.1%,16e,15,Westerly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
HKUCRW,CS2000,1,20-Jun-98,Apium nodiflorum,>75%,16e,15,Westerly lowlands (England),Cumbria,ENG
HKUCRW,CS2000,1,20-Jun-98,Glyceria fluitans,50-75%,16e,15,Westerly lowlands (England),Cumbria,ENG
HKUCRW,CS2000,1,20-Jun-98,Lemna gibba,5-10%,16e,15,Westerly lowlands (England),Cumbria,ENG
WRBZTH,CS2000,1,28-Aug-98,Callitriche sp,1-2.5%,16e,15,Westerly lowlands (England),Lancashire,ENG
WRBZTH,CS2000,1,28-Aug-98,Rhynchostegium riparioides,0.1-1%,16e,15,Westerly lowlands (England),Lancashire,ENG
WRBZTH,CS2000,1,28-Aug-98,Veronica beccabunga,2.5-5%,16e,15,Westerly lowlands (England),Lancashire,ENG
FOXCNS,CS2000,1,14-Aug-98,Dichodontium pellucidum,<0.1%,23e,23,Uplands (England),North Yorkshire,ENG
FOXCNS,CS2000,1,14-Aug-98,Racomitrium aciculare,0.1-1%,23e,23,Uplands (England),North Yorkshire,ENG
FOXCNS,CS2000,1,14-Aug-98,Veronica beccabunga,<0.1%,23e,23,Uplands (England),North Yorkshire,ENG
GTSBAQ,CS2000,1,20-Jun-98,Alisma plantago-aquatica,<0.1%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2000,1,20-Jun-98,Apium nodiflorum,<0.1%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2000,1,20-Jun-98,Calliergon cuspidatum,<0.1%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2000,1,20-Jun-98,Fontinalis antipyretica,<0.1%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2000,1,20-Jun-98,Glyceria fluitans,<0.1%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2000,1,20-Jun-98,Iris pseudacorus,<0.1%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2000,1,20-Jun-98,Myriophyllum spicatum,<0.1%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2000,1,20-Jun-98,Oenanthe crocata,<0.1%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2000,1,20-Jun-98,Phalaris arundinacea,<0.1%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2000,1,20-Jun-98,Potamogeton natans,<0.1%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2000,1,20-Jun-98,Ranunculus sp,<0.1%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2000,1,20-Jun-98,Sparganium erectum,<0.1%,16e,15,Westerly lowlands (England),Cumbria,ENG
KZHPIL,CS2000,1,16-Jul-98,Rorippa nasturtium-aquaticum,<0.1%,16e,15,Westerly lowlands (England),Cumbria,ENG
WBZDEZ,CS2000,1,06-Nov-98,Rhynchostegium riparioides,<0.1%,19e,21,Uplands (England),Cumbria,ENG
DEOWTI,CS2000,1,15-Aug-98,Marchantia polymorpha,0.1-1%,23e,23,Uplands (England),North Yorkshire,ENG
DEOWTI,CS2000,1,15-Aug-98,Philonotis fontana,0.1-1%,23e,23,Uplands (England),North Yorkshire,ENG
DEOWTI,CS2000,1,15-Aug-98,Rhynchostegium riparioides,25-50%,23e,23,Uplands (England),North Yorkshire,ENG
NFQGQH,CS2000,1,18-Jun-98,Batrachospermum sp,0.1-1%,9e,9,Easterly lowlands (England),North Yorkshire,ENG
NFQGQH,CS2000,1,18-Jun-98,Chiloscyphus polyanthos,2.5-5%,9e,9,Easterly lowlands (England),North Yorkshire,ENG
NFQGQH,CS2000,1,18-Jun-98,Cratoneuron commutatum,2.5-5%,9e,9,Easterly lowlands (England),North Yorkshire,ENG
NFQGQH,CS2000,1,18-Jun-98,Fontinalis antipyretica,2.5-5%,9e,9,Easterly lowlands (England),North Yorkshire,ENG
NFQGQH,CS2000,1,18-Jun-98,Pellia sp,<0.1%,9e,9,Easterly lowlands (England),North Yorkshire,ENG
GKPUAI,CS2000,1,05-Nov-98,Juncus bulbosus,0.1-1%,13e,13,Westerly lowlands (England),Cumbria,ENG
GKPUAI,CS2000,1,05-Nov-98,Nardia compressa,5-10%,13e,13,Westerly lowlands (England),Cumbria,ENG
YUFBVU,CS2000,1,17-Nov-98,Callitriche sp,<0.1%,18e,20,Uplands (England),Cumbria,ENG
YUFBVU,CS2000,1,17-Nov-98,Fontinalis antipyretica,10-25%,18e,20,Uplands (England),Cumbria,ENG
YUFBVU,CS2000,1,17-Nov-98,Hygrohypnum ochraceum,1-2.5%,18e,20,Uplands (England),Cumbria,ENG
YUFBVU,CS2000,1,17-Nov-98,Myriophyllum spicatum,0.1-1%,18e,20,Uplands (England),Cumbria,ENG
QTFGFT,CS2000,1,21-Aug-98,Cinclidotus fontinaloides,25-50%,19e,21,Uplands (England),Cumbria,ENG
DUYIHQ,CS2000,1,15-Jul-98,Amblystegium riparium,0.1-1%,19e,21,Uplands (England),Cumbria,ENG
DUYIHQ,CS2000,1,15-Jul-98,Callitriche sp,1-2.5%,19e,21,Uplands (England),Cumbria,ENG
DUYIHQ,CS2000,1,15-Jul-98,Oenanthe crocata,2.5-5%,19e,21,Uplands (England),Cumbria,ENG
DUYIHQ,CS2000,1,15-Jul-98,Phalaris arundinacea,1-2.5%,19e,21,Uplands (England),Cumbria,ENG
DUYIHQ,CS2000,1,15-Jul-98,Sparganium erectum,5-10%,19e,21,Uplands (England),Cumbria,ENG
DZIAED,CS2000,1,13-Aug-98,No species entered,0,13e,13,Westerly lowlands (England),North Yorkshire,ENG
UEZICR,CS2000,1,11-Oct-98,Apium nodiflorum,10-25%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
UEZICR,CS2000,1,11-Oct-98,Rhynchostegium riparioides,<0.1%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
UEZICR,CS2000,1,11-Oct-98,Rorippa nasturtium-aquaticum,1-2.5%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
UEZICR,CS2000,1,11-Oct-98,Veronica beccabunga,0.1-1%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
FLEZYA,CS2000,1,05-Nov-98,Rorippa nasturtium-aquaticum,<0.1%,8e,8,Westerly lowlands (England),Cumbria,ENG
FLEZYA,CS2000,1,05-Nov-98,Veronica beccabunga,10-25%,8e,8,Westerly lowlands (England),Cumbria,ENG
IPLMTS,CS2000,1,04-Nov-98,Apium nodiflorum,5-10%,16e,15,Westerly lowlands (England),Cumbria,ENG
IPLMTS,CS2000,1,04-Nov-98,Veronica beccabunga,5-10%,16e,15,Westerly lowlands (England),Cumbria,ENG
FOXRQT,CS2000,1,04-Nov-98,Hygrohypnum ochraceum,5-10%,22e,22,Uplands (England),Cumbria,ENG
FOXRQT,CS2000,1,04-Nov-98,Rhynchostegium riparioides,2.5-5%,22e,22,Uplands (England),Cumbria,ENG
ZZVEZE,CS2000,1,11-Nov-98,Apium nodiflorum,10-25%,19e,21,Uplands (England),Cumbria,ENG
ZZVEZE,CS2000,1,11-Nov-98,Veronica anagallis-aquatica,<0.1%,19e,21,Uplands (England),Cumbria,ENG
JGYXEU,CS2000,1,12-Nov-98,Scapania undulata,0.1-1%,23e,23,Uplands (England),Cumbria,ENG
TKHLXB,CS2000,1,23-Nov-98,No species entered,0,9e,9,Easterly lowlands (England),Hartlepool Unitary Authority,ENG
VOQWLO,CS2000,1,11-Oct-98,Chiloscyphus polyanthos,<0.1%,13s,26,Lowlands (Scotland),Dumfries & Galloway,SCO
VOQWLO,CS2000,1,11-Oct-98,Rhynchostegium riparioides,<0.1%,13s,26,Lowlands (Scotland),Dumfries & Galloway,SCO
JCDUAM,CS2000,1,13-Oct-98,Agrostis stolonifera,<0.1%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
JCDUAM,CS2000,1,13-Oct-98,Amblystegium riparium,<0.1%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
JCDUAM,CS2000,1,13-Oct-98,Apium nodiflorum,0.1-1%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
JCDUAM,CS2000,1,13-Oct-98,Cladophora aegagropila,<0.1%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
JCDUAM,CS2000,1,13-Oct-98,Glyceria fluitans,1-2.5%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
JCDUAM,CS2000,1,13-Oct-98,Iris pseudacorus,<0.1%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
JCDUAM,CS2000,1,13-Oct-98,Rorippa nasturtium-aquaticum,<0.1%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
AKOMXO,CS2000,1,12-Nov-98,Agrostis stolonifera,0.1-1%,13e,13,Westerly lowlands (England),Cumbria,ENG
AKOMXO,CS2000,1,12-Nov-98,Callitriche sp,1-2.5%,13e,13,Westerly lowlands (England),Cumbria,ENG
AKOMXO,CS2000,1,12-Nov-98,Fontinalis antipyretica,0.1-1%,13e,13,Westerly lowlands (England),Cumbria,ENG
XQPYLJ,CS2000,1,02-Sep-98,Chiloscyphus polyanthos,1-2.5%,18e,20,Uplands (England),Cumbria,ENG
XQPYLJ,CS2000,1,02-Sep-98,Conocephalum conicum,1-2.5%,18e,20,Uplands (England),Cumbria,ENG
XQPYLJ,CS2000,1,02-Sep-98,Rhynchostegium riparioides,1-2.5%,18e,20,Uplands (England),Cumbria,ENG
SZZFDN,CS2000,1,22-Nov-98,Agrostis stolonifera,0.1-1%,22e,22,Uplands (England),Durham,ENG
SZZFDN,CS2000,1,22-Nov-98,Juncus bulbosus,1-2.5%,22e,22,Uplands (England),Durham,ENG
SZZFDN,CS2000,1,22-Nov-98,Sphagnum sp,1-2.5%,22e,22,Uplands (England),Durham,ENG
UUNMAK,CS2000,1,06-Nov-98,No species entered,0,16e,15,Westerly lowlands (England),Durham,ENG
QQYDJR,CS2000,1,13-Oct-98,Phragmites australis,10-25%,27s,35,Lowlands (Scotland),Dumfries & Galloway,SCO
TSIBRE,CS2000,1,10-Oct-98,Agrostis stolonifera,0.1-1%,13s,26,Lowlands (Scotland),Dumfries & Galloway,SCO
TSIBRE,CS2000,1,10-Oct-98,Glyceria fluitans,0.1-1%,13s,26,Lowlands (Scotland),Dumfries & Galloway,SCO
PKSLHM,CS2000,1,14-Oct-98,Agrostis stolonifera,0.1-1%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
PKSLHM,CS2000,1,14-Oct-98,Callitriche sp,2.5-5%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
PKSLHM,CS2000,1,14-Oct-98,Fontinalis antipyretica,<0.1%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
PKSLHM,CS2000,1,14-Oct-98,Glyceria fluitans,2.5-5%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
PKSLHM,CS2000,1,14-Oct-98,Myosotis scorpioides,1-2.5%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
PKSLHM,CS2000,1,14-Oct-98,Myriophyllum alterniflorum,2.5-5%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
PKSLHM,CS2000,1,14-Oct-98,Oenanthe aquatica,2.5-5%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
PKSLHM,CS2000,1,14-Oct-98,Polygonum sp,<0.1%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
PKSLHM,CS2000,1,14-Oct-98,Rhynchostegium riparioides,<0.1%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
PKSLHM,CS2000,1,14-Oct-98,Veronica beccabunga,0.1-1%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
MNNPBO,CS2000,1,14-Oct-98,Agrostis stolonifera,2.5-5%,27s,35,Lowlands (Scotland),Dumfries & Galloway,SCO
MNNPBO,CS2000,1,14-Oct-98,Ranunculus flammula,<0.1%,27s,35,Lowlands (Scotland),Dumfries & Galloway,SCO
CEXQGA,CS2000,1,14-Oct-98,No species entered,0,25e,24,Easterly lowlands (England),Cumbria,ENG
YBYTMW,CS2000,1,13-Oct-98,Glyceria fluitans,10-25%,25e,24,Easterly lowlands (England),Northumberland,ENG
YBYTMW,CS2000,1,13-Oct-98,Juncus bulbosus,0.1-1%,25e,24,Easterly lowlands (England),Northumberland,ENG
YBYTMW,CS2000,1,13-Oct-98,Potamogeton natans,25-50%,25e,24,Easterly lowlands (England),Northumberland,ENG
