"park","plot","visit","genus_species","quadrat","occurrence"
"Litchfield","16","T2","Alysicarpus schomburgkii","14",1
"Litchfield","16","T2","Helicteres darwinensis","14",2
"Litchfield","16","T2","Desmodium pullenii","14",2
"Litchfield","16","T2","Fimbristylis densa","14",1
"Litchfield","16","T2","Austrodolichos errabundus","14",1
"Litchfield","16","T2","Stackhousia intermedia","14",1
"Litchfield","16","T2","Spermacoce leptoloba","14",1
"Litchfield","16","T2","Heteropogon triticeus","14",6
"Litchfield","16","T2","Fimbristylis macrantha","14",1
"Litchfield","16","T2","Eriachne avenacea","14",20
"Litchfield","16","T2","Crotalaria montana","14",1
"Litchfield","16","T2","Cartonema spicatum","15",1
"Litchfield","16","T2","Eriachne avenacea","15",24
"Litchfield","16","T2","Heteropogon triticeus","15",10
"Litchfield","16","T2","Heliotropium ventricosum","15",1
"Litchfield","16","T2","Spermacoce leptoloba","15",2
"Litchfield","16","T2","Crotalaria montana","15",1
"Litchfield","16","T2","Eriachne ciliata","15",1
"Litchfield","16","T2","Fimbristylis macrantha","15",1
"Litchfield","16","T2","Polygala glaucoides","15",1
"Litchfield","16","T2","Sehima nervosum","15",2
"Litchfield","16","T2","Themeda triandra","15",2
"Litchfield","16","T2","Cartonema spicatum","16",1
"Litchfield","16","T2","Helicteres darwinensis","16",2
"Litchfield","16","T2","Sehima nervosum","16",3
"Litchfield","16","T2","Fimbristylis macrantha","16",2
"Litchfield","16","T2","Desmodium pullenii","16",1
"Litchfield","16","T2","Drosera petiolaris","16",1
"Litchfield","16","T2","Eriachne avenacea","16",17
"Litchfield","16","T2","Eriachne ciliata","16",1
"Litchfield","16","T2","Goodenia holtzeana","16",1
"Litchfield","16","T2","Heteropogon triticeus","16",3
"Litchfield","16","T2","Crotalaria montana","16",1
"Litchfield","16","T2","Spermacoce leptoloba","16",1
"Litchfield","16","T2","Heliotropium ventricosum","16",1
"Litchfield","16","T2","Fimbristylis densa","16",1
"Litchfield","16","T2","Cartonema spicatum","17",1
"Litchfield","16","T2","Polygala glaucoides","17",1
"Litchfield","16","T2","Fimbristylis densa","17",1
"Litchfield","16","T2","Spermacoce leptoloba","17",1
"Litchfield","16","T2","Heteropogon triticeus","17",10
"Litchfield","16","T2","Eriachne avenacea","17",25
"Litchfield","16","T2","Crotalaria montana","17",1
"Litchfield","16","T2","Mnesithea formosa","17",1
"Litchfield","16","T2","Tephrosia bifacialis","17",3
"Litchfield","16","T2","Fimbristylis macrantha","18",2
"Litchfield","16","T2","Cartonema spicatum","18",1
"Litchfield","16","T2","Austrodolichos errabundus","18",3
"Litchfield","16","T2","Desmodium brownii","18",1
"Litchfield","16","T2","Fimbristylis densa","18",1
"Litchfield","16","T2","Heliotropium ventricosum","18",1
"Litchfield","16","T2","Heteropogon triticeus","18",7
"Litchfield","16","T2","Mnesithea formosa","18",1
"Litchfield","16","T2","Tephrosia bifacialis","18",10
"Litchfield","16","T2","Sehima nervosum","18",2
"Litchfield","16","T2","Goodenia holtzeana","18",1
"Litchfield","16","T2","Eriachne avenacea","18",15
"Litchfield","16","T2","Polygala glaucoides","19",1
"Litchfield","16","T2","Fimbristylis macrantha","19",1
"Litchfield","16","T2","Heliotropium ventricosum","19",1
"Litchfield","16","T2","Hibbertia brevipedunculata","19",3
"Litchfield","16","T2","Fimbristylis densa","19",1
"Litchfield","16","T2","Eriachne avenacea","19",18
"Litchfield","16","T2","Desmodium brownii","19",1
"Litchfield","16","T2","Cartonema spicatum","19",1
"Litchfield","16","T2","Buchnera linearis","19",1
"Litchfield","16","T2","Austrodolichos errabundus","19",3
"Litchfield","16","T2","Mnesithea formosa","19",1
"Litchfield","16","T2","Sehima nervosum","19",1
"Litchfield","16","T2","Tephrosia bifacialis","19",3
"Litchfield","16","T2","Themeda triandra","19",8
"Litchfield","16","T2","Alloteropsis semialata","19",1
"Litchfield","16","T2","Goodenia holtzeana","19",1
"Litchfield","16","T2","Heteropogon triticeus","19",2
"Litchfield","16","T2","Eriachne avenacea","20",20
"Litchfield","16","T2","Eriachne ciliata","20",1
"Litchfield","16","T2","Heteropogon triticeus","20",5
"Litchfield","16","T2","Polygala glaucoides","20",1
"Litchfield","16","T2","Thysanotus banksii","20",1
"Litchfield","16","T2","Spermacoce leptoloba","20",2
"Litchfield","16","T2","Tephrosia bifacialis","20",1
"Litchfield","16","T2","Haemodorum brevicaule","20",1
"Litchfield","16","T2","Sehima nervosum","20",3
"Litchfield","16","T2","Fimbristylis macrantha","20",1
"Litchfield","16","T2","Stackhousia intermedia","20",1
"Litchfield","16","T2","Alloteropsis semialata","20",3
"Litchfield","16","T2","Austrodolichos errabundus","20",1
"Litchfield","16","T2","Crotalaria montana","20",1
"Litchfield","16","T2","Buchnera linearis","20",1
"Litchfield","16","T2","Eriachne avenacea","21",8
"Litchfield","16","T2","Sauropus glaucus","21",1
"Litchfield","16","T2","Cartonema spicatum","21",1
"Litchfield","16","T2","Haemodorum brevicaule","21",1
"Litchfield","16","T2","Mnesithea formosa","21",1
"Litchfield","16","T2","Spermacoce leptoloba","21",1
"Litchfield","16","T2","Themeda triandra","21",2
"Litchfield","16","T2","Vigna lanceolata","21",1
"Litchfield","16","T2","Heteropogon triticeus","21",3
"Litchfield","16","T2","Austrodolichos errabundus","21",1
"Litchfield","16","T2","Sehima nervosum","22",4
"Litchfield","16","T2","Fimbristylis macrantha","22",1
"Litchfield","16","T2","Heliotropium ventricosum","22",1
"Litchfield","16","T2","Heteropogon triticeus","22",7
"Litchfield","16","T2","Spermacoce leptoloba","22",1
"Litchfield","16","T2","Stackhousia intermedia","22",1
"Litchfield","16","T2","Mnesithea formosa","22",1
"Litchfield","16","T2","Eriachne avenacea","22",18
"Litchfield","16","T2","Crotalaria montana","22",1
"Litchfield","16","T2","Fimbristylis densa","22",1
"Litchfield","16","T2","Austrodolichos errabundus","22",2
"Litchfield","16","T2","Polygala glaucoides","22",1
"Litchfield","16","T2","Vigna lanceolata","22",1
"Litchfield","16","T2","Tephrosia simplicifolia","22",1
"Litchfield","16","T2","Themeda triandra","22",2
"Litchfield","16","T2","Heteropogon triticeus","23",8
"Litchfield","16","T2","Austrodolichos errabundus","23",1
"Litchfield","16","T2","Eriachne avenacea","23",20
"Litchfield","16","T2","Stackhousia intermedia","23",1
"Litchfield","16","T2","Crotalaria montana","23",1
"Litchfield","16","T2","Cartonema spicatum","23",1
"Litchfield","16","T2","Fimbristylis densa","23",1
"Litchfield","16","T2","Spermacoce leptoloba","23",1
"Litchfield","16","T2","Themeda triandra","23",3
"Litchfield","16","T2","Vigna lanceolata","23",1
"Litchfield","16","T2","Sauropus glaucus","23",2
"Litchfield","16","T2","Hibbertia brevipedunculata","24",5
"Litchfield","16","T2","Austrodolichos errabundus","24",2
"Litchfield","16","T2","Eriachne avenacea","24",15
"Litchfield","16","T2","Heteropogon triticeus","24",10
"Litchfield","16","T2","Mnesithea formosa","24",1
"Litchfield","16","T2","Phyllanthus virgatus","24",1
"Litchfield","16","T2","Tephrosia simplicifolia","24",1
"Litchfield","16","T2","Helicteres darwinensis","24",3
"Litchfield","16","T2","Helicteres darwinensis","25",2
"Litchfield","16","T2","Eriachne avenacea","25",10
"Litchfield","16","T2","Desmodium brownii","25",1
"Litchfield","16","T2","Heliotropium ventricosum","25",1
"Litchfield","16","T2","Spermacoce leptoloba","25",1
"Litchfield","16","T2","Tephrosia bifacialis","25",3
"Litchfield","16","T2","Uraria lagopodioides","25",1
"Litchfield","16","T2","Austrodolichos errabundus","25",5
"Litchfield","16","T2","Heteropogon triticeus","25",12
"Litchfield","16","T2","Alysicarpus schomburgkii","25",1
"Litchfield","16","T2","Polygala glaucoides","26",1
"Litchfield","16","T2","Fimbristylis macrantha","26",4
"Litchfield","16","T2","Austrodolichos errabundus","26",2
"Litchfield","16","T2","Euphorbia muelleri","26",1
"Litchfield","16","T2","Crotalaria montana","26",1
"Litchfield","16","T2","Cartonema spicatum","26",1
"Litchfield","16","T2","Eriachne avenacea","26",18
"Litchfield","16","T2","Heliotropium ventricosum","26",1
"Litchfield","16","T2","Heteropogon triticeus","26",3
"Litchfield","16","T2","Fimbristylis densa","26",1
"Litchfield","16","T2","Spermacoce leptoloba","26",1
"Litchfield","16","T2","Sauropus glaucus","26",1
"Litchfield","16","T2","Sehima nervosum","26",3
"Litchfield","16","T2","Tephrosia simplicifolia","26",1
"Litchfield","16","T2","Tephrosia bifacialis","26",1
"Litchfield","16","T2","Heteropogon triticeus","27",4
"Litchfield","16","T2","Phyllanthus virgatus","27",1
"Litchfield","16","T2","Helicteres darwinensis","27",1
"Litchfield","16","T2","Fimbristylis densa","27",1
"Litchfield","16","T2","Euphorbia muelleri","27",2
"Litchfield","16","T2","Eriachne avenacea","27",14
"Litchfield","16","T2","Spermacoce leptoloba","27",1
"Litchfield","16","T2","Sehima nervosum","27",6
"Litchfield","16","T2","Polygala glaucoides","27",1
"Litchfield","16","T2","Fimbristylis macrantha","27",2
"Litchfield","16","T2","Crotalaria montana","27",1
"Litchfield","16","T2","Cartonema spicatum","27",1
"Litchfield","16","T2","Austrodolichos errabundus","27",1
"Litchfield","16","T2","Heliotropium ventricosum","27",1
"Litchfield","16","T2","Tephrosia simplicifolia","27",2
"Litchfield","16","T2","Austrodolichos errabundus","28",1
"Litchfield","16","T2","Mitrasacme connata","28",1
"Litchfield","16","T2","Polygala glaucoides","28",1
"Litchfield","16","T2","Sehima nervosum","28",3
"Litchfield","16","T2","Stackhousia intermedia","28",1
"Litchfield","16","T2","Heliotropium ventricosum","28",1
"Litchfield","16","T2","Fimbristylis macrantha","28",1
"Litchfield","16","T2","Themeda triandra","28",3
"Litchfield","16","T2","Cartonema spicatum","28",1
"Litchfield","16","T2","Crotalaria montana","28",1
"Litchfield","16","T2","Drosera petiolaris","28",1
"Litchfield","16","T2","Eriachne avenacea","28",15
"Litchfield","16","T2","Fimbristylis densa","28",1
"Litchfield","16","T2","Heteropogon triticeus","28",6
"Litchfield","16","T2","Austrodolichos errabundus","29",1
"Litchfield","16","T2","Sehima nervosum","29",2
"Litchfield","16","T2","Spermacoce leptoloba","29",1
"Litchfield","16","T2","Tephrosia simplicifolia","29",1
"Litchfield","16","T2","Thaumastochloa major","29",1
"Litchfield","16","T2","Tephrosia bifacialis","29",3
"Litchfield","16","T2","Crotalaria montana","29",1
"Litchfield","16","T2","Heteropogon triticeus","29",12
"Litchfield","16","T2","Drosera petiolaris","29",1
"Litchfield","16","T2","Eriachne avenacea","29",15
"Litchfield","16","T2","Euphorbia muelleri","29",1
"Litchfield","16","T2","Fimbristylis densa","29",1
"Litchfield","16","T2","Heliotropium ventricosum","29",1
"Litchfield","16","T2","Mnesithea formosa","29",1
"Litchfield","16","T2","Themeda triandra","29",2
"Litchfield","16","T2","Cartonema spicatum","30",1
"Litchfield","16","T2","Austrodolichos errabundus","30",1
"Litchfield","16","T2","Eriachne ciliata","30",1
"Litchfield","16","T2","Eriachne avenacea","30",30
"Litchfield","16","T2","Fimbristylis densa","30",1
"Litchfield","16","T2","Polygala glaucoides","30",1
"Litchfield","16","T2","Fimbristylis macrantha","30",1
"Litchfield","16","T2","Mnesithea formosa","30",1
"Litchfield","16","T2","Spermacoce leptoloba","30",3
"Litchfield","16","T2","Thaumastochloa major","30",1
"Litchfield","16","T2","Tephrosia simplicifolia","30",1
"Litchfield","16","T2","Heteropogon triticeus","30",5
"Litchfield","16","T2","Cartonema spicatum","31",1
"Litchfield","16","T2","Drosera petiolaris","31",1
"Litchfield","16","T2","Haemodorum brevicaule","31",1
"Litchfield","16","T2","Thaumastochloa major","31",1
"Litchfield","16","T2","Spermacoce leptoloba","31",2
"Litchfield","16","T2","Schizachyrium fragile","31",1
"Litchfield","16","T2","Desmodium brownii","31",2
"Litchfield","16","T2","Heteropogon triticeus","31",4
"Litchfield","16","T2","Themeda triandra","31",2
"Litchfield","16","T2","Eriachne ciliata","31",1
"Litchfield","16","T2","Crotalaria montana","31",1
"Litchfield","16","T2","Austrodolichos errabundus","31",1
"Litchfield","16","T2","Alysicarpus schomburgkii","31",1
"Litchfield","16","T2","Eriachne avenacea","31",15
"Litchfield","16","T2","Fimbristylis densa","31",1
"Litchfield","16","T2","Heliotropium ventricosum","31",1
"Litchfield","16","T2","Helicteres darwinensis","32",2
"Litchfield","16","T2","Themeda triandra","32",3
"Litchfield","16","T2","Tephrosia simplicifolia","32",1
"Litchfield","16","T2","Fimbristylis macrantha","32",1
"Litchfield","16","T2","Spermacoce leptoloba","32",1
"Litchfield","16","T2","Heliotropium ventricosum","32",1
"Litchfield","16","T2","Schizachyrium fragile","32",1
"Litchfield","16","T2","Polygala glaucoides","32",1
"Litchfield","16","T2","Austrodolichos errabundus","32",3
"Litchfield","16","T2","Fimbristylis densa","32",1
"Litchfield","16","T2","Euphorbia muelleri","32",1
"Litchfield","16","T2","Eriachne avenacea","32",28
"Litchfield","16","T2","Desmodium pullenii","32",1
"Litchfield","16","T2","Crotalaria montana","32",1
"Litchfield","16","T2","Mnesithea formosa","32",1
"Litchfield","16","T2","Sehima nervosum","32",3
"Litchfield","16","T2","Haemodorum brevicaule","32",1
"Litchfield","16","T2","Mnesithea formosa","33",2
"Litchfield","16","T2","Eriachne ciliata","33",1
"Litchfield","16","T2","Schizachyrium fragile","33",1
"Litchfield","16","T2","Sehima nervosum","33",2
"Litchfield","16","T2","Drosera petiolaris","33",1
"Litchfield","16","T2","Desmodium pullenii","33",1
"Litchfield","16","T2","Heliotropium ventricosum","33",1
"Litchfield","16","T2","Cartonema spicatum","33",1
"Litchfield","16","T2","Helicteres darwinensis","33",3
"Litchfield","16","T2","Spermacoce leptoloba","33",1
"Litchfield","16","T2","Goodenia holtzeana","33",1
"Litchfield","16","T2","Fimbristylis macrantha","33",1
"Litchfield","16","T2","Themeda triandra","33",4
"Litchfield","16","T2","Heteropogon triticeus","33",1
"Litchfield","16","T2","Eriachne avenacea","33",23
"Litchfield","16","T2","Hibbertia brevipedunculata","33",1
"Litchfield","16","T2","Phyllanthus virgatus","33",1
"Litchfield","16","T2","Spermacoce leptoloba","34",1
"Litchfield","16","T2","Fimbristylis macrantha","34",1
"Litchfield","16","T2","Mnesithea formosa","34",1
"Litchfield","16","T2","Thaumastochloa major","34",3
"Litchfield","16","T2","Sehima nervosum","34",5
"Litchfield","16","T2","Sorghum timorense","34",1
"Litchfield","16","T2","Helicteres darwinensis","34",1
"Litchfield","16","T2","Eriachne ciliata","34",1
"Litchfield","16","T2","Eriachne avenacea","34",5
"Litchfield","16","T2","Desmodium brownii","34",1
"Litchfield","16","T2","Cartonema spicatum","34",1
"Litchfield","16","T2","Austrodolichos errabundus","34",2
"Litchfield","16","T2","Heliotropium ventricosum","34",1
"Litchfield","16","T2","Themeda triandra","34",20
"Litchfield","16","T2","Eriachne avenacea","35",9
"Litchfield","16","T2","Polygala glaucoides","35",1
"Litchfield","16","T2","Heteropogon triticeus","35",3
"Litchfield","16","T2","Sorghum timorense","35",1
"Litchfield","16","T2","Schizachyrium fragile","35",2
"Litchfield","16","T2","Sehima nervosum","35",2
"Litchfield","16","T2","Spermacoce leptoloba","35",2
"Litchfield","16","T2","Eriachne ciliata","35",1
"Litchfield","16","T2","Hibbertia brevipedunculata","35",3
"Litchfield","16","T2","Mnesithea formosa","35",1
"Litchfield","16","T2","Cartonema spicatum","35",1
"Litchfield","16","T2","Fimbristylis macrantha","35",2
"Litchfield","16","T2","Alysicarpus schomburgkii","35",1
"Litchfield","16","T2","Austrodolichos errabundus","35",1
"Litchfield","16","T2","Crotalaria montana","35",1
"Litchfield","16","T2","Desmodium brownii","35",2
"Litchfield","16","T2","Desmodium pullenii","35",1
"Litchfield","16","T2","Themeda triandra","36",5
"Litchfield","16","T2","Schizachyrium fragile","36",2
"Litchfield","16","T2","Fimbristylis macrantha","36",1
"Litchfield","16","T2","Eriachne avenacea","36",15
"Litchfield","16","T2","Desmodium pullenii","36",1
"Litchfield","16","T2","Desmodium brownii","36",1
"Litchfield","16","T2","Crotalaria montana","36",1
"Litchfield","16","T2","Austrodolichos errabundus","36",3
"Litchfield","16","T2","Goodenia holtzeana","36",1
"Litchfield","16","T2","Mnesithea formosa","36",1
"Litchfield","16","T2","Alysicarpus schomburgkii","36",1
"Litchfield","16","T2","Spermacoce leptoloba","36",1
"Litchfield","16","T2","Helicteres darwinensis","36",2
"Litchfield","16","T2","Eriachne ciliata","36",1
"Litchfield","16","T2","Sehima nervosum","36",2
"Litchfield","16","T2","Sorghum timorense","36",3
"Litchfield","16","T2","Eriachne ciliata","37",1
"Litchfield","16","T2","Crotalaria montana","37",1
"Litchfield","16","T2","Helicteres darwinensis","37",20
"Litchfield","16","T2","Heteropogon triticeus","37",5
"Litchfield","16","T2","Themeda triandra","37",10
"Litchfield","16","T2","Goodenia holtzeana","37",1
"Litchfield","16","T2","Eriachne avenacea","37",12
"Litchfield","16","T2","Spermacoce leptoloba","37",1
"Litchfield","16","T2","Sehima nervosum","37",3
"Litchfield","16","T2","Polygala glaucoides","37",1
"Litchfield","16","T2","Desmodium pullenii","37",2
"Litchfield","16","T2","Hibbertia brevipedunculata","37",3
"Litchfield","16","T2","Euphorbia muelleri","37",1
"Litchfield","16","T2","Austrodolichos errabundus","37",5
"Litchfield","16","T2","Heteropogon triticeus","38",10
"Litchfield","16","T2","Fimbristylis densa","38",1
"Litchfield","16","T2","Sehima nervosum","38",3
"Litchfield","16","T2","Helicteres darwinensis","38",5
"Litchfield","16","T2","Eriachne avenacea","38",17
"Litchfield","16","T2","Crotalaria montana","38",1
"Litchfield","16","T2","Austrodolichos errabundus","38",5
"Litchfield","16","T2","Heliotropium ventricosum","38",1
"Litchfield","16","T2","Spermacoce leptoloba","38",3
"Litchfield","16","T2","Heteropogon triticeus","39",10
"Litchfield","16","T2","Mnesithea formosa","39",1
"Litchfield","16","T2","Themeda triandra","39",10
"Litchfield","16","T2","Helicteres darwinensis","39",3
"Litchfield","16","T2","Alysicarpus schomburgkii","39",1
"Litchfield","16","T2","Sorghum timorense","39",1
"Litchfield","16","T2","Crotalaria montana","39",1
"Litchfield","16","T2","Eriachne ciliata","39",1
"Litchfield","16","T2","Fimbristylis densa","39",1
"Litchfield","16","T2","Spermacoce leptoloba","39",3
"Litchfield","16","T2","Austrodolichos errabundus","39",2
"Litchfield","16","T2","Fimbristylis macrantha","39",1
"Litchfield","16","T2","Desmodium brownii","39",1
"Litchfield","16","T2","Eriachne avenacea","39",12
"Litchfield","16","T2","Fimbristylis macrantha","40",1
"Litchfield","16","T2","Fimbristylis densa","40",1
"Litchfield","16","T2","Eriachne avenacea","40",15
"Litchfield","16","T2","Drosera petiolaris","40",1
"Litchfield","16","T2","Austrodolichos errabundus","40",1
"Litchfield","16","T2","Alysicarpus schomburgkii","40",1
"Litchfield","16","T2","Goodenia holtzeana","40",1
"Litchfield","16","T2","Mnesithea formosa","40",1
"Litchfield","16","T2","Sehima nervosum","40",3
"Litchfield","16","T2","Heliotropium ventricosum","40",1
"Litchfield","16","T2","Sorghum timorense","40",4
"Litchfield","16","T2","Helicteres darwinensis","40",3
"Litchfield","16","T2","Themeda triandra","40",20
"Litchfield","16","T2","Spermacoce leptoloba","40",1
"Litchfield","16","T3","Themeda triandra","1",10
"Litchfield","16","T3","Sorghum timorense","1",10
"Litchfield","16","T3","Eriachne avenacea","1",1
"Litchfield","16","T3","Drosera petiolaris","1",1
"Litchfield","16","T3","Austrodolichos errabundus","1",1
"Litchfield","16","T3","Alloteropsis semialata","1",10
"Litchfield","16","T3","Hibbertia dilatata","2",1
"Litchfield","16","T3","Alysicarpus schomburgkii","2",1
"Litchfield","16","T3","Austrodolichos errabundus","2",1
"Litchfield","16","T3","Helicteres darwinensis","2",5
"Litchfield","16","T3","Eriachne avenacea","2",10
"Litchfield","16","T3","Fimbristylis densa","2",1
"Litchfield","16","T3","Sorghum timorense","2",15
"Litchfield","16","T3","Buchnera linearis","2",1
"Litchfield","16","T3","Desmodium brownii","2",1
"Litchfield","16","T3","Sorghum timorense","3",5
"Litchfield","16","T3","Eriachne avenacea","3",10
"Litchfield","16","T3","Heteropogon triticeus","3",10
"Litchfield","16","T3","Helicteres darwinensis","3",5
"Litchfield","16","T3","Crotalaria montana","3",1
"Litchfield","16","T3","Austrodolichos errabundus","3",1
"Litchfield","16","T3","Sorghum timorense","4",5
"Litchfield","16","T3","Themeda triandra","4",10
"Litchfield","16","T3","Helicteres darwinensis","4",5
"Litchfield","16","T3","Fimbristylis densa","4",1
"Litchfield","16","T3","Spermacoce leptoloba","4",1
"Litchfield","16","T3","Eriachne avenacea","4",10
"Litchfield","16","T3","Crotalaria montana","4",1
"Litchfield","16","T3","Austrodolichos errabundus","4",1
"Litchfield","16","T3","Alysicarpus schomburgkii","4",1
"Litchfield","16","T3","Themeda triandra","5",10
"Litchfield","16","T3","Spermacoce leptoloba","5",5
"Litchfield","16","T3","Sehima nervosum","5",10
"Litchfield","16","T3","Crotalaria montana","5",1
"Litchfield","16","T3","Alysicarpus schomburgkii","5",1
"Litchfield","16","T3","Austrodolichos errabundus","5",5
"Litchfield","16","T3","Sorghum timorense","5",1
"Litchfield","16","T3","Desmodium brownii","5",1
"Litchfield","16","T3","Heliotropium ventricosum","5",1
"Litchfield","16","T3","Crotalaria montana","6",1
"Litchfield","16","T3","Helicteres darwinensis","6",10
"Litchfield","16","T3","Themeda triandra","6",5
"Litchfield","16","T3","Austrodolichos errabundus","6",5
"Litchfield","16","T3","Cartonema spicatum","6",1
"Litchfield","16","T3","Eriachne avenacea","6",20
"Litchfield","16","T3","Sehima nervosum","6",20
"Litchfield","16","T3","Goodenia holtzeana","7",1
"Litchfield","16","T3","Spermacoce leptoloba","7",1
"Litchfield","16","T3","Heteropogon triticeus","7",5
"Litchfield","16","T3","Crotalaria montana","7",1
"Litchfield","16","T3","Sehima nervosum","7",10
"Litchfield","16","T3","Helicteres darwinensis","7",5
"Litchfield","16","T3","Eriachne avenacea","7",10
"Litchfield","16","T3","Austrodolichos errabundus","7",1
"Litchfield","16","T3","Polygala glaucoides","7",1
"Litchfield","16","T3","Thaumastochloa major","7",1
"Litchfield","16","T3","Austrodolichos errabundus","8",5
"Litchfield","16","T3","Eriachne avenacea","8",10
"Litchfield","16","T3","Sehima nervosum","8",20
"Litchfield","16","T3","Heteropogon triticeus","8",10
"Litchfield","16","T3","Spermacoce leptoloba","8",5
"Litchfield","16","T3","Polygala glaucoides","8",1
"Litchfield","16","T3","Desmodium brownii","9",1
"Litchfield","16","T3","Sauropus glaucus","9",1
"Litchfield","16","T3","Eriachne avenacea","9",10
"Litchfield","16","T3","Heteropogon triticeus","9",10
"Litchfield","16","T3","Crotalaria montana","9",1
"Litchfield","16","T3","Sehima nervosum","9",10
"Litchfield","16","T3","Polygala glaucoides","9",1
"Litchfield","16","T3","Helicteres darwinensis","9",10
"Litchfield","16","T3","Spermacoce leptoloba","9",1
"Litchfield","16","T3","Austrodolichos errabundus","9",1
"Litchfield","16","T3","Heteropogon triticeus","10",1
"Litchfield","16","T3","Crotalaria montana","10",1
"Litchfield","16","T3","Heliotropium ventricosum","10",1
"Litchfield","16","T3","Spermacoce leptoloba","10",1
"Litchfield","16","T3","Sehima nervosum","10",10
"Litchfield","16","T3","Cartonema spicatum","10",1
"Litchfield","16","T3","Austrodolichos errabundus","10",5
"Litchfield","16","T3","Eriachne avenacea","10",15
"Litchfield","16","T3","Austrodolichos errabundus","11",5
"Litchfield","16","T3","Heteropogon triticeus","11",25
"Litchfield","16","T3","Crotalaria montana","11",1
"Litchfield","16","T3","Sehima nervosum","11",10
"Litchfield","16","T3","Eriachne avenacea","11",10
"Litchfield","16","T3","Spermacoce leptoloba","11",1
"Litchfield","16","T3","Alysicarpus schomburgkii","11",1
"Litchfield","16","T3","Euphorbia muelleri","11",1
"Litchfield","16","T3","Fimbristylis densa","12",1
"Litchfield","16","T3","Tephrosia bifacialis","12",5
"Litchfield","16","T3","Desmodium brownii","12",1
"Litchfield","16","T3","Crotalaria montana","12",1
"Litchfield","16","T3","Austrodolichos errabundus","12",5
"Litchfield","16","T3","Sehima nervosum","12",5
"Litchfield","16","T3","Eriachne avenacea","12",10
"Litchfield","16","T3","Desmodium brownii","13",1
"Litchfield","16","T3","Sehima nervosum","13",5
"Litchfield","16","T3","Austrodolichos errabundus","13",1
"Litchfield","16","T3","Crotalaria montana","13",1
"Litchfield","16","T3","Heteropogon triticeus","13",20
"Litchfield","16","T3","Buchnera linearis","13",1
"Litchfield","16","T3","Alysicarpus schomburgkii","13",1
"Litchfield","16","T3","Eriachne avenacea","13",5
"Litchfield","16","T3","Clerodendrum tatei","14",1
"Litchfield","16","T3","Alysicarpus schomburgkii","14",1
"Litchfield","16","T3","Austrodolichos errabundus","14",1
"Litchfield","16","T3","Eriachne avenacea","14",10
"Litchfield","16","T3","Heteropogon triticeus","14",15
"Litchfield","16","T3","Spermacoce leptoloba","14",1
"Litchfield","16","T3","Fimbristylis pauciflora","14",1
"Litchfield","16","T3","Goodenia holtzeana","14",1
"Litchfield","16","T3","Alysicarpus schomburgkii","15",1
"Litchfield","16","T3","Themeda triandra","15",5
"Litchfield","16","T3","Desmodium brownii","15",1
"Litchfield","16","T3","Sehima nervosum","15",10
"Litchfield","16","T3","Heteropogon triticeus","15",5
"Litchfield","16","T3","Heliotropium ventricosum","15",1
"Litchfield","16","T3","Eriachne avenacea","15",5
"Litchfield","16","T3","Cartonema spicatum","15",1
"Litchfield","16","T3","Spermacoce leptoloba","15",1
"Litchfield","16","T3","Euphorbia muelleri","15",1
"Litchfield","16","T3","Eriachne avenacea","16",15
"Litchfield","16","T3","Cartonema spicatum","16",1
"Litchfield","16","T3","Desmodium brownii","16",1
"Litchfield","16","T3","Heteropogon triticeus","16",10
"Litchfield","16","T3","Stackhousia intermedia","16",1
"Litchfield","16","T3","Fimbristylis densa","16",1
"Litchfield","16","T3","Fimbristylis pauciflora","16",1
"Litchfield","16","T3","Spermacoce leptoloba","16",5
"Litchfield","16","T3","Sehima nervosum","16",10
"Litchfield","16","T3","Heliotropium ventricosum","16",1
"Litchfield","16","T3","Helicteres darwinensis","16",1
"Litchfield","16","T3","Tephrosia bifacialis","17",1
"Litchfield","16","T3","Cartonema spicatum","17",1
"Litchfield","16","T3","Crotalaria montana","17",1
"Litchfield","16","T3","Eriachne avenacea","17",15
"Litchfield","16","T3","Goodenia holtzeana","17",1
"Litchfield","16","T3","Stackhousia intermedia","17",1
"Litchfield","16","T3","Themeda triandra","17",10
"Litchfield","16","T3","Alysicarpus schomburgkii","17",1
"Litchfield","16","T3","Heliotropium ventricosum","17",1
"Litchfield","16","T3","Fimbristylis pauciflora","17",1
"Litchfield","16","T3","Heteropogon triticeus","17",15
"Litchfield","16","T3","Austrodolichos errabundus","18",5
"Litchfield","16","T3","Desmodium brownii","18",1
"Litchfield","16","T3","Thaumastochloa major","18",1
"Litchfield","16","T3","Fimbristylis pauciflora","18",1
"Litchfield","16","T3","Heliotropium ventricosum","18",1
"Litchfield","16","T3","Spermacoce leptoloba","18",1
"Litchfield","16","T3","Tephrosia bifacialis","18",5
"Litchfield","16","T3","Heteropogon triticeus","18",10
"Litchfield","16","T3","Sehima nervosum","18",10
"Litchfield","16","T3","Eriachne avenacea","18",5
"Litchfield","16","T3","Cartonema spicatum","18",1
"Litchfield","16","T3","Cartonema spicatum","19",1
"Litchfield","16","T3","Themeda triandra","19",20
"Litchfield","16","T3","Tephrosia bifacialis","19",10
"Litchfield","16","T3","Spermacoce leptoloba","19",1
"Litchfield","16","T3","Sehima nervosum","19",5
"Litchfield","16","T3","Polygala glaucoides","19",1
"Litchfield","16","T3","Heteropogon triticeus","19",5
"Litchfield","16","T3","Heliotropium ventricosum","19",1
