"park","plot","quadrat","visit","percentage_cover","percentage_litter","percentage_rock","canopy_closure_index"
"Kakadu","77","16","T4",40,50,10,"1"
"Kakadu","77","18","T4",60,25,5,"0"
"Kakadu","77","20","T4",50,15,15,"0"
"Kakadu","77","22","T4",35,30,35,"0"
"Kakadu","77","24","T4",15,10,35,"1"
"Kakadu","77","26","T4",50,0,0,"2"
"Kakadu","77","28","T4",30,15,20,"1"
"Kakadu","77","30","T4",70,5,70,"0"
"Kakadu","77","32","T4",90,5,5,"0"
"Kakadu","77","34","T4",60,10,20,"0"
"Kakadu","77","36","T4",70,15,20,"0"
"Kakadu","77","38","T4",20,15,15,"1"
"Kakadu","77","40","T4",30,15,20,"0"
"Kakadu","77","42","T4",50,10,30,"0"
"Kakadu","77","44","T4",40,10,40,"1"
"Kakadu","77","46","T4",20,10,70,"1"
"Kakadu","77","48","T4",30,15,60,"1"
"Kakadu","77","50","T4",15,0,0,"1"
"Kakadu","77","52","T4",15,7,50,"0"
"Kakadu","77","54","T4",35,7,60,"0"
"Kakadu","77","56","T4",20,10,70,"1"
"Kakadu","77","58","T4",20,15,70,"2"
"Kakadu","77","60","T4",30,5,65,"2"
"Kakadu","77","62","T4",30,7,65,"1"
"Kakadu","77","64","T4",40,55,5,"1"
"Kakadu","77","66","T4",50,45,5,"0"
"Kakadu","77","68","T4",30,30,5,"0"
"Kakadu","77","70","T4",40,20,20,"0"
"Kakadu","77","72","T4",NA,NA,NA,NA
"Kakadu","77","74","T4",40,20,20,"0"
"Kakadu","77","76","T4",50,40,10,"1"
"Kakadu","77","78","T4",50,20,10,"1"
"Kakadu","77","0","T5",30,5,20,"0"
"Kakadu","77","2","T5",10,10,20,"1"
"Kakadu","77","4","T5",30,20,20,"1"
"Kakadu","77","6","T5",30,50,15,"0"
"Kakadu","77","8","T5",40,5,10,"0"
"Kakadu","77","10","T5",25,5,15,"0"
"Kakadu","77","12","T5",40,5,20,"0"
"Kakadu","77","14","T5",35,30,30,"1"
"Kakadu","77","16","T5",20,60,10,"1"
"Kakadu","77","18","T5",35,10,15,"0"
"Kakadu","77","20","T5",30,10,40,"0"
"Kakadu","77","22","T5",35,20,50,"0"
"Kakadu","77","24","T5",20,10,25,"1"
"Kakadu","77","26","T5",30,5,15,"2"
"Kakadu","77","28","T5",15,70,20,"2"
"Kakadu","77","30","T5",20,75,5,"1"
"Kakadu","77","32","T5",35,30,30,"0"
"Kakadu","77","34","T5",50,30,25,"0"
"Kakadu","77","36","T5",30,20,30,"0"
"Kakadu","77","38","T5",20,20,30,"0"
"Kakadu","77","40","T5",25,50,15,"1"
"Kakadu","77","42","T5",25,10,50,"1"
"Kakadu","77","44","T5",30,20,20,"1"
"Kakadu","77","46","T5",25,40,10,"1"
"Kakadu","77","48","T5",10,40,10,"1"
"Kakadu","77","50","T5",10,30,50,"1"
"Kakadu","77","52","T5",35,NA,NA,NA
"Kakadu","77","54","T5",45,20,20,"0"
"Kakadu","77","56","T5",20,30,30,"1"
"Kakadu","77","58","T5",55,25,25,"1"
"Kakadu","77","60","T5",20,60,30,"1"
"Kakadu","77","62","T5",40,30,15,"1"
"Kakadu","77","64","T5",20,NA,NA,NA
"Kakadu","77","66","T5",5,5,25,"0"
"Kakadu","77","68","T5",10,10,70,"0"
"Kakadu","77","70","T5",30,5,50,"0"
"Kakadu","77","72","T5",30,5,25,"0"
"Kakadu","77","74","T5",20,5,30,"0"
"Kakadu","77","76","T5",40,5,15,"0"
"Kakadu","77","78","T5",35,5,25,"1"
"Kakadu","79","0","T1",90,80,0,"1"
"Kakadu","79","2","T1",80,80,0,"1"
"Kakadu","79","4","T1",80,70,0,"1"
"Kakadu","79","6","T1",80,80,0,"1"
"Kakadu","79","8","T1",90,80,0,"1"
"Kakadu","79","10","T1",60,40,0,"1"
"Kakadu","79","12","T1",50,40,0,"1"
"Kakadu","79","14","T1",20,15,0,"0"
"Kakadu","79","16","T1",30,20,0,"0"
"Kakadu","79","18","T1",70,60,0,"0"
"Kakadu","79","20","T1",20,10,0,"0"
"Kakadu","79","22","T1",70,60,0,"0"
"Kakadu","79","24","T1",50,50,0,"0"
"Kakadu","79","26","T1",60,55,0,"1"
"Kakadu","79","28","T1",50,50,0,"1"
"Kakadu","79","30","T1",50,50,0,"1"
"Kakadu","79","32","T1",50,40,0,"0"
"Kakadu","79","34","T1",50,40,0,"0"
"Kakadu","79","36","T1",50,30,0,"0"
"Kakadu","79","38","T1",50,40,0,"1"
"Kakadu","79","40","T1",40,10,0,"0"
"Kakadu","79","42","T1",30,30,0,"0"
"Kakadu","79","44","T1",30,20,0,"0"
"Kakadu","79","46","T1",60,40,0,"1"
"Kakadu","79","48","T1",50,40,0,"0"
"Kakadu","79","50","T1",40,30,0,"0"
"Kakadu","79","52","T1",60,50,0,"0"
"Kakadu","79","54","T1",60,60,0,"1"
"Kakadu","79","56","T1",90,90,0,"1"
"Kakadu","79","58","T1",90,90,0,"1"
"Kakadu","79","60","T1",90,90,0,"1"
"Kakadu","79","62","T1",90,90,0,"1"
"Kakadu","79","64","T1",50,50,0,"0"
"Kakadu","79","66","T1",30,30,0,"0"
"Kakadu","79","68","T1",20,10,0,"1"
"Kakadu","79","70","T1",90,90,0,"1"
"Kakadu","79","72","T1",50,50,0,"1"
"Kakadu","79","74","T1",60,60,0,"1"
"Kakadu","79","76","T1",70,70,0,"1"
"Kakadu","79","78","T1",60,55,0,"1"
"Kakadu","79","0","T2",50,50,0,NA
"Kakadu","79","2","T2",20,90,0,NA
"Kakadu","79","4","T2",20,80,0,NA
"Kakadu","79","6","T2",30,70,0,NA
"Kakadu","79","8","T2",10,70,0,NA
"Kakadu","79","10","T2",15,80,0,NA
"Kakadu","79","12","T2",25,40,0,NA
"Kakadu","79","14","T2",20,20,0,NA
"Kakadu","79","16","T2",15,40,0,NA
"Kakadu","79","18","T2",25,50,0,NA
"Kakadu","79","20","T2",15,20,1,NA
"Kakadu","79","22","T2",20,20,1,NA
"Kakadu","79","24","T2",15,60,1,NA
"Kakadu","79","26","T2",10,60,1,NA
"Kakadu","79","28","T2",25,75,1,NA
"Kakadu","79","30","T2",15,30,0,NA
"Kakadu","79","32","T2",45,20,1,NA
"Kakadu","79","34","T2",30,50,0,NA
"Kakadu","79","36","T2",45,50,0,NA
"Kakadu","79","38","T2",25,30,0,NA
"Kakadu","79","40","T2",10,90,0,NA
"Kakadu","79","42","T2",60,30,0,NA
"Kakadu","79","44","T2",10,15,0,NA
"Kakadu","79","46","T2",12,40,0,NA
"Kakadu","79","48","T2",10,70,0,NA
"Kakadu","79","50","T2",7,60,0,NA
"Kakadu","79","52","T2",8,90,0,NA
"Kakadu","79","54","T2",5,95,0,NA
"Kakadu","79","56","T2",3,95,0,NA
"Kakadu","79","58","T2",7,95,0,NA
"Kakadu","79","60","T2",8,90,0,NA
"Kakadu","79","62","T2",15,85,0,NA
"Kakadu","79","64","T2",8,70,0,NA
"Kakadu","79","66","T2",5,80,0,NA
"Kakadu","79","68","T2",5,50,0,NA
"Kakadu","79","70","T2",10,80,0,NA
"Kakadu","79","72","T2",10,85,0,NA
"Kakadu","79","74","T2",5,90,0,NA
"Kakadu","79","76","T2",20,75,0,NA
"Kakadu","79","78","T2",8,90,0,NA
"Kakadu","79","0","T3",45,55,0,"1"
"Kakadu","79","2","T3",20,40,0,"0"
"Kakadu","79","4","T3",50,50,0,"1"
"Kakadu","79","6","T3",55,70,0,"1"
"Kakadu","79","8","T3",30,70,0,"1"
"Kakadu","79","10","T3",50,50,0,"1"
"Kakadu","79","12","T3",40,30,0,"1"
"Kakadu","79","14","T3",15,30,0,"0"
"Kakadu","79","16","T3",20,30,0,"0"
"Kakadu","79","18","T3",20,30,0,"0"
"Kakadu","79","20","T3",15,20,0,"1"
"Kakadu","79","22","T3",10,20,0,"0"
"Kakadu","79","24","T3",30,50,0,"0"
"Kakadu","79","26","T3",35,65,0,"1"
"Kakadu","79","28","T3",40,60,0,"0"
"Kakadu","79","30","T3",30,60,0,"0"
"Kakadu","79","32","T3",30,50,0,"0"
"Kakadu","79","34","T3",10,30,0,"0"
"Kakadu","79","36","T3",25,40,0,"0"
"Kakadu","79","38","T3",30,50,0,"0"
"Kakadu","79","40","T3",25,25,0,"0"
"Kakadu","79","42","T3",5,40,0,"0"
"Kakadu","79","44","T3",5,15,0,"0"
"Kakadu","79","46","T3",5,90,0,"0"
"Kakadu","79","48","T3",5,90,0,"0"
"Kakadu","79","50","T3",15,60,0,"1"
"Kakadu","79","52","T3",10,NA,0,"1"
"Kakadu","79","54","T3",10,70,0,"0"
"Kakadu","79","56","T3",15,85,0,"0"
"Kakadu","79","58","T3",20,80,0,"1"
"Kakadu","79","60","T3",5,95,0,"1"
"Kakadu","79","62","T3",10,90,0,"1"
"Kakadu","79","64","T3",10,70,0,"1"
"Kakadu","79","66","T3",15,50,0,"0"
"Kakadu","79","68","T3",20,40,0,"1"
"Kakadu","79","70","T3",15,50,0,"1"
"Kakadu","79","72","T3",30,60,0,"1"
"Kakadu","79","74","T3",10,60,0,"0"
"Kakadu","79","76","T3",15,70,0,"1"
"Kakadu","79","78","T3",30,70,0,"1"
"Kakadu","79","0","T5",12,80,0,"1"
"Kakadu","79","2","T5",14,10,0,"0"
"Kakadu","79","4","T5",5,10,0,"0"
"Kakadu","79","6","T5",7,10,0,"1"
"Kakadu","79","8","T5",6,5,0,"1"
"Kakadu","79","10","T5",43,40,0,"1"
"Kakadu","79","12","T5",46,20,0,"1"
"Kakadu","79","14","T5",37,40,0,"0"
"Kakadu","79","16","T5",43,40,0,"0"
"Kakadu","79","18","T5",44,55,0,"0"
"Kakadu","79","20","T5",36,70,0,"1"
"Kakadu","79","22","T5",53,20,0,"0"
"Kakadu","79","24","T5",30,50,0,"0"
"Kakadu","79","26","T5",8,40,0,"0"
"Kakadu","79","28","T5",3,40,0,"0"
"Kakadu","79","30","T5",19,10,0,"0"
"Kakadu","79","32","T5",24,30,0,"0"
"Kakadu","79","34","T5",38,15,0,"0"
"Kakadu","79","36","T5",30,10,0,"0"
"Kakadu","79","38","T5",25,40,0,"0"
"Kakadu","79","40","T5",12,25,0,"0"
"Kakadu","79","42","T5",6,10,0,"0"
"Kakadu","79","44","T5",12,20,0,"0"
"Kakadu","79","46","T5",5,5,0,"0"
"Kakadu","79","48","T5",2,10,0,"0"
"Kakadu","79","50","T5",9,15,0,"1"
"Kakadu","79","52","T5",5,15,0,"1"
"Kakadu","79","54","T5",8,50,0,"0"
"Kakadu","79","56","T5",4,40,0,"1"
"Kakadu","79","58","T5",4,5,0,"1"
"Kakadu","79","60","T5",4,40,0,"1"
"Kakadu","79","62","T5",5,10,0,"1"
"Kakadu","79","64","T5",22,15,0,"1"
"Kakadu","79","66","T5",11,30,0,"0"
"Kakadu","79","68","T5",16,10,0,"1"
"Kakadu","79","70","T5",7,10,0,"1"
"Kakadu","79","72","T5",7,10,0,"1"
"Kakadu","79","74","T5",3,10,0,"0"
"Kakadu","79","76","T5",5,5,0,"1"
"Kakadu","79","78","T5",7,10,0,"1"
"Kakadu","80","0","T1",100,0,100,"2"
"Kakadu","80","2","T1",100,0,100,"2"
"Kakadu","80","4","T1",95,0,95,"2"
"Kakadu","80","6","T1",100,0,100,"2"
"Kakadu","80","8","T1",100,0,100,"2"
"Kakadu","80","10","T1",90,0,90,"1"
"Kakadu","80","12","T1",70,0,70,"1"
"Kakadu","80","14","T1",100,0,100,"2"
"Kakadu","80","16","T1",100,0,100,"2"
"Kakadu","80","18","T1",100,0,100,"2"
"Kakadu","80","20","T1",95,0,95,"1"
"Kakadu","80","22","T1",40,0,10,"0"
"Kakadu","80","24","T1",30,0,10,"0"
"Kakadu","80","26","T1",85,0,10,"0"
"Kakadu","80","28","T1",100,0,20,"0"
"Kakadu","80","30","T1",90,0,20,"0"
"Kakadu","80","32","T1",85,0,60,"0"
"Kakadu","80","34","T1",100,0,60,"0"
"Kakadu","80","36","T1",100,0,10,"0"
"Kakadu","80","38","T1",100,0,60,"0"
"Kakadu","80","40","T1",80,0,60,"2"
"Kakadu","80","42","T1",95,0,95,"1"
"Kakadu","80","44","T1",100,0,95,"2"
"Kakadu","80","46","T1",60,0,25,"2"
"Kakadu","80","48","T1",75,0,60,"2"
"Kakadu","80","50","T1",45,0,25,"2"
"Kakadu","80","52","T1",60,0,5,"2"
"Kakadu","80","54","T1",20,0,20,"2"
"Kakadu","80","56","T1",20,0,20,"2"
"Kakadu","80","58","T1",30,0,10,"2"
"Kakadu","80","60","T1",50,0,30,"1"
"Kakadu","80","62","T1",60,0,30,"1"
"Kakadu","80","64","T1",30,0,10,"1"
"Kakadu","80","66","T1",90,0,70,"1"
"Kakadu","80","68","T1",100,0,100,"1"
"Kakadu","80","70","T1",100,0,100,"1"
"Kakadu","80","72","T1",100,0,100,"1"
"Kakadu","80","74","T1",95,0,90,"1"
"Kakadu","80","76","T1",90,0,80,"0"
"Kakadu","80","78","T1",95,0,15,"0"
"Kakadu","80","0","T2",100,5,0,NA
"Kakadu","80","2","T2",80,5,0,NA
"Kakadu","80","4","T2",80,15,0,NA
"Kakadu","80","6","T2",90,10,0,NA
"Kakadu","80","8","T2",90,0,0,NA
"Kakadu","80","10","T2",80,20,0,NA
"Kakadu","80","12","T2",75,10,0,NA
"Kakadu","80","14","T2",70,15,0,NA
"Kakadu","80","16","T2",60,40,0,NA
"Kakadu","80","18","T2",5,60,0,NA
"Kakadu","80","20","T2",5,15,0,NA
"Kakadu","80","22","T2",20,40,0,NA
"Kakadu","80","24","T2",25,25,0,NA
"Kakadu","80","26","T2",1,30,0,NA
"Kakadu","80","28","T2",15,25,0,NA
"Kakadu","80","30","T2",25,80,0,NA
"Kakadu","80","32","T2",20,60,0,NA
"Kakadu","80","34","T2",5,50,0,NA
"Kakadu","80","36","T2",1,70,0,NA
"Kakadu","80","38","T2",10,30,0,NA
"Kakadu","80","40","T2",1,60,0,NA
"Kakadu","80","42","T2",1,60,0,NA
"Kakadu","80","44","T2",1,70,0,NA
"Kakadu","80","46","T2",5,40,0,NA
"Kakadu","80","48","T2",40,30,0,NA
"Kakadu","80","50","T2",10,20,0,NA
"Kakadu","80","52","T2",1,30,0,NA
"Kakadu","80","54","T2",1,40,0,NA
"Kakadu","80","56","T2",1,50,0,NA
"Kakadu","80","58","T2",1,50,0,NA
"Kakadu","80","60","T2",5,30,0,NA
"Kakadu","80","62","T2",15,30,0,NA
"Kakadu","80","64","T2",20,80,0,NA
"Kakadu","80","66","T2",15,80,0,NA
"Kakadu","80","68","T2",20,70,0,NA
"Kakadu","80","70","T2",50,50,0,NA
"Kakadu","80","72","T2",50,100,0,NA
"Kakadu","80","74","T2",25,40,0,NA
"Kakadu","80","76","T2",100,50,0,NA
"Kakadu","80","78","T2",80,10,0,NA
"Kakadu","80","0","T3",100,0,0,"0"
"Kakadu","80","2","T3",100,0,0,"0"
"Kakadu","80","4","T3",90,0,0,"0"
"Kakadu","80","6","T3",100,0,0,"0"
"Kakadu","80","8","T3",90,0,0,"0"
"Kakadu","80","10","T3",10,30,0,"1"
"Kakadu","80","12","T3",2,60,0,"2"
"Kakadu","80","14","T3",1,40,0,"2"
"Kakadu","80","16","T3",5,40,0,"2"
"Kakadu","80","18","T3",0,30,0,"2"
"Kakadu","80","20","T3",0,70,0,"2"
"Kakadu","80","22","T3",1,20,0,"2"
"Kakadu","80","24","T3",20,10,0,"2"
"Kakadu","80","26","T3",0,50,0,"2"
"Kakadu","80","28","T3",0,80,0,"2"
"Kakadu","80","30","T3",15,85,0,"2"
"Kakadu","80","32","T3",5,95,0,"2"
"Kakadu","80","34","T3",0,25,0,"2"
"Kakadu","80","36","T3",1,95,0,"2"
"Kakadu","80","38","T3",0,100,0,"2"
"Kakadu","80","40","T3",1,70,0,"2"
"Kakadu","80","42","T3",0,80,0,"2"
"Kakadu","80","44","T3",1,70,0,"2"
"Kakadu","80","46","T3",0,90,0,"2"
"Kakadu","80","48","T3",0,70,0,"2"
"Kakadu","80","50","T3",1,90,0,"2"
"Kakadu","80","52","T3",0,70,0,"2"
"Kakadu","80","54","T3",2,70,0,"2"
"Kakadu","80","56","T3",0,70,0,"2"
"Kakadu","80","58","T3",0,60,0,"2"
"Kakadu","80","60","T3",0,80,0,"2"
"Kakadu","80","62","T3",0,70,0,"2"
"Kakadu","80","64","T3",2,95,0,"2"
"Kakadu","80","66","T3",5,95,0,"2"
"Kakadu","80","68","T3",1,80,0,"2"
"Kakadu","80","70","T3",1,90,0,"2"
"Kakadu","80","72","T3",1,90,0,"2"
"Kakadu","80","74","T3",15,NA,0,"1"
"Kakadu","80","76","T3",50,50,0,"1"
"Kakadu","80","78","T3",100,0,0,"0"
"Kakadu","81","0","T1",50,0,0,"0"
"Kakadu","81","2","T1",60,0,0,"0"
"Kakadu","81","4","T1",60,0,0,"0"
"Kakadu","81","6","T1",70,0,0,"0"
"Kakadu","81","8","T1",70,0,0,"0"
"Kakadu","81","10","T1",50,0,0,"0"
"Kakadu","81","12","T1",50,0,0,"0"
"Kakadu","81","14","T1",40,0,0,"0"
"Kakadu","81","16","T1",50,0,0,"0"
"Kakadu","81","18","T1",60,0,0,"0"
"Kakadu","81","20","T1",70,0,0,"0"
"Kakadu","81","22","T1",50,0,0,"0"
"Kakadu","81","24","T1",50,0,0,"0"
"Kakadu","81","26","T1",40,0,0,"1"
"Kakadu","81","28","T1",40,0,0,"0"
"Kakadu","81","50","T1",35,0,0,"0"
"Kakadu","81","52","T1",75,0,0,"0"
"Kakadu","81","54","T1",50,0,0,"1"
"Kakadu","81","56","T1",40,0,0,"1"
"Kakadu","81","58","T1",70,0,0,"0"
"Kakadu","81","60","T1",70,0,0,"0"
"Kakadu","81","62","T1",60,0,0,"0"
"Kakadu","81","64","T1",40,0,0,"0"
"Kakadu","81","66","T1",40,0,0,"0"
"Kakadu","81","68","T1",30,0,0,"0"
"Kakadu","81","70","T1",30,0,0,"0"
"Kakadu","81","72","T1",40,0,0,"0"
"Kakadu","81","74","T1",60,0,0,"0"
"Kakadu","81","76","T1",30,0,0,"0"
"Kakadu","81","78","T1",40,0,0,"0"
"Kakadu","81","0","T2",50,0,0,NA
"Kakadu","81","2","T2",55,0,0,NA
"Kakadu","81","4","T2",60,0,0,NA
"Kakadu","81","6","T2",70,0,0,NA
"Kakadu","81","8","T2",80,0,0,NA
"Kakadu","81","10","T2",80,0,0,NA
"Kakadu","81","12","T2",65,0,0,NA
"Kakadu","81","14","T2",50,0,0,NA
"Kakadu","81","16","T2",70,0,0,NA
"Kakadu","81","18","T2",80,0,0,NA
"Kakadu","81","20","T2",70,10,0,NA
"Kakadu","81","22","T2",60,10,0,NA
"Kakadu","81","24","T2",70,0,0,NA
"Kakadu","81","26","T2",55,10,0,NA
"Kakadu","81","28","T2",70,5,0,NA
"Kakadu","81","50","T2",60,5,0,NA
"Kakadu","81","52","T2",55,5,0,NA
"Kakadu","81","54","T2",60,3,0,NA
"Kakadu","81","56","T2",50,20,0,NA
"Kakadu","81","58","T2",50,20,0,NA
"Kakadu","81","60","T2",70,5,0,NA
"Kakadu","81","62","T2",75,0,0,NA
"Kakadu","81","64","T2",70,0,0,NA
"Kakadu","81","66","T2",50,0,0,NA
"Kakadu","81","68","T2",40,0,0,NA
"Kakadu","81","70","T2",35,0,0,NA
"Kakadu","81","72","T2",25,0,0,NA
"Kakadu","81","74","T2",40,5,0,NA
"Kakadu","81","76","T2",25,0,0,NA
"Kakadu","81","78","T2",45,0,0,NA
"Kakadu","81","0","T3",70,0,0,"0"
"Kakadu","81","2","T3",60,0,0,"0"
"Kakadu","81","4","T3",60,0,0,"0"
"Kakadu","81","6","T3",60,0,0,"0"
"Kakadu","81","8","T3",60,20,0,"0"
"Kakadu","81","10","T3",60,0,0,"0"
"Kakadu","81","12","T3",50,0,0,"0"
"Kakadu","81","14","T3",50,5,0,"0"
"Kakadu","81","16","T3",60,10,0,"0"
"Kakadu","81","18","T3",50,10,0,"1"
"Kakadu","81","20","T3",80,5,0,"0"
"Kakadu","81","22","T3",60,10,0,"0"
"Kakadu","81","24","T3",60,5,0,"0"
"Kakadu","81","26","T3",70,10,0,"0"
"Kakadu","81","28","T3",70,5,0,"0"
"Kakadu","81","50","T3",60,10,0,"0"
"Kakadu","81","52","T3",60,5,0,"0"
"Kakadu","81","54","T3",60,10,0,"1"
"Kakadu","81","56","T3",50,20,0,"1"
"Kakadu","81","58","T3",70,10,0,"0"
"Kakadu","81","60","T3",70,10,0,"0"
"Kakadu","81","62","T3",60,0,0,"0"
"Kakadu","81","64","T3",70,0,0,"0"
"Kakadu","81","66","T3",80,0,0,"0"
"Kakadu","81","68","T3",50,0,0,"0"
"Kakadu","81","70","T3",50,5,0,"0"
"Kakadu","81","72","T3",40,0,0,"0"
"Kakadu","81","74","T3",40,5,0,"1"
"Kakadu","81","76","T3",50,0,0,"0"
"Kakadu","81","78","T3",50,0,0,"0"
"Kakadu","81","0","T5",69,2,0,"1"
"Kakadu","81","2","T5",76,10,0,"0"
"Kakadu","81","4","T5",89,3,0,"0"
"Kakadu","81","6","T5",91,3,0,"0"
"Kakadu","81","8","T5",72,2,0,"0"
"Kakadu","81","10","T5",68,5,0,"0"
"Kakadu","81","12","T5",51,5,0,"0"
"Kakadu","81","14","T5",52,5,0,"0"
"Kakadu","81","16","T5",44,10,0,"0"
"Kakadu","81","18","T5",54,10,0,"1"
"Kakadu","81","20","T5",62,10,0,"0"
"Kakadu","81","22","T5",39,10,0,"0"
"Kakadu","81","24","T5",50,10,0,"0"
"Kakadu","81","26","T5",47,10,0,"0"
"Kakadu","81","28","T5",53,10,0,"0"
"Kakadu","81","50","T5",66,15,0,"0"
"Kakadu","81","52","T5",71,5,0,"0"
"Kakadu","81","54","T5",57,15,0,"1"
"Kakadu","81","56","T5",74,10,0,"0"
"Kakadu","81","58","T5",73,10,0,"0"
"Kakadu","81","60","T5",89,10,0,"0"
"Kakadu","81","62","T5",53,10,0,"0"
"Kakadu","81","64","T5",57,10,0,"1"
"Kakadu","81","66","T5",83,10,0,"0"
"Kakadu","81","68","T5",77,10,0,"0"
"Kakadu","81","70","T5",32,5,0,"0"
"Kakadu","81","72","T5",52,5,0,"0"
"Kakadu","81","74","T5",75,10,0,"0"
"Kakadu","81","76","T5",53,20,0,"0"
"Kakadu","81","78","T5",56,10,0,"0"
"Kakadu","82","0","T1",90,0,80,"1"
"Kakadu","82","2","T1",100,0,100,"1"
"Kakadu","82","4","T1",90,0,70,"1"
"Kakadu","82","6","T1",95,0,80,"1"
"Kakadu","82","8","T1",90,0,90,"1"
"Kakadu","82","10","T1",80,0,80,"1"
"Kakadu","82","12","T1",60,0,60,"0"
"Kakadu","82","14","T1",80,0,80,"0"
"Kakadu","82","16","T1",75,0,55,"1"
"Kakadu","82","18","T1",70,0,60,"1"
"Kakadu","82","20","T1",90,0,70,"1"
"Kakadu","82","22","T1",70,0,50,"1"
"Kakadu","82","24","T1",80,0,60,"1"
"Kakadu","82","26","T1",40,0,10,"1"
"Kakadu","82","28","T1",40,0,10,"0"
"Kakadu","82","30","T1",40,0,20,"0"
"Kakadu","82","32","T1",60,0,20,"0"
"Kakadu","82","34","T1",30,0,5,"0"
"Kakadu","82","36","T1",15,0,5,"0"
"Kakadu","82","38","T1",90,0,80,"0"
"Kakadu","82","40","T1",60,0,20,"0"
"Kakadu","82","42","T1",70,0,40,"0"
"Kakadu","82","44","T1",80,0,80,"0"
"Kakadu","82","46","T1",85,0,50,"1"
"Kakadu","82","48","T1",85,0,60,"1"
"Kakadu","82","50","T1",60,0,50,"1"
"Kakadu","82","52","T1",80,0,50,"1"
"Kakadu","82","54","T1",20,0,10,"0"
"Kakadu","82","56","T1",80,0,60,"0"
"Kakadu","82","58","T1",85,0,30,"0"
"Kakadu","82","60","T1",70,0,20,"1"
"Kakadu","82","62","T1",90,0,40,"1"
"Kakadu","82","64","T1",60,0,40,"1"
"Kakadu","82","66","T1",70,0,60,"0"
"Kakadu","82","68","T1",70,0,30,"0"
"Kakadu","82","70","T1",70,0,30,"0"
"Kakadu","82","72","T1",90,0,70,"1"
"Kakadu","82","74","T1",90,0,70,"1"
"Kakadu","82","76","T1",90,0,80,"1"
"Kakadu","82","78","T1",80,0,70,"0"
"Kakadu","82","0","T2",25,75,0,NA
"Kakadu","82","2","T2",35,80,0,NA
"Kakadu","82","4","T2",40,80,0,NA
"Kakadu","82","6","T2",50,90,0,NA
"Kakadu","82","8","T2",30,90,0,NA
"Kakadu","82","10","T2",25,80,0,NA
"Kakadu","82","12","T2",25,60,0,NA
"Kakadu","82","14","T2",30,60,0,NA
"Kakadu","82","16","T2",50,80,0,NA
"Kakadu","82","18","T2",25,50,0,NA
"Kakadu","82","20","T2",50,90,0,NA
"Kakadu","82","22","T2",30,50,0,NA
"Kakadu","82","24","T2",40,80,0,NA
"Kakadu","82","26","T2",20,60,0,NA
"Kakadu","82","28","T2",30,30,0,NA
"Kakadu","82","30","T2",50,30,0,NA
"Kakadu","82","32","T2",50,40,0,NA
"Kakadu","82","34","T2",35,15,0,NA
"Kakadu","82","36","T2",15,15,0,NA
"Kakadu","82","38","T2",20,40,0,NA
"Kakadu","82","40","T2",30,40,0,NA
"Kakadu","82","42","T2",20,15,0,NA
"Kakadu","82","44","T2",30,40,0,NA
"Kakadu","82","46","T2",40,40,0,NA
"Kakadu","82","48","T2",40,60,0,NA
"Kakadu","82","50","T2",30,40,0,NA
"Kakadu","82","52","T2",30,70,0,NA
"Kakadu","82","54","T2",40,40,0,NA
"Kakadu","82","56","T2",40,90,0,NA
"Kakadu","82","58","T2",35,80,0,NA
"Kakadu","82","60","T2",15,15,0,NA
"Kakadu","82","62","T2",50,40,0,NA
"Kakadu","82","64","T2",25,30,0,NA
"Kakadu","82","66","T2",25,70,0,NA
"Kakadu","82","68","T2",25,50,0,NA
"Kakadu","82","70","T2",45,40,0,NA
"Kakadu","82","72","T2",60,90,0,NA
"Kakadu","82","74","T2",40,90,0,NA
"Kakadu","82","76","T2",20,20,0,NA
"Kakadu","82","78","T2",30,30,0,NA
"Kakadu","82","0","T3",40,50,0,"1"
"Kakadu","82","2","T3",25,50,0,"1"
"Kakadu","82","4","T3",25,50,0,"1"
"Kakadu","82","6","T3",40,50,0,"1"
"Kakadu","82","8","T3",35,50,0,"1"
"Kakadu","82","10","T3",35,50,0,"1"
"Kakadu","82","12","T3",25,40,0,"0"
"Kakadu","82","14","T3",25,60,0,"1"
"Kakadu","82","16","T3",30,50,0,"1"
"Kakadu","82","18","T3",50,40,0,"1"
"Kakadu","82","20","T3",30,60,0,"1"
"Kakadu","82","22","T3",25,60,0,"1"
"Kakadu","82","24","T3",30,50,0,"1"
"Kakadu","82","26","T3",25,50,0,"1"
"Kakadu","82","28","T3",25,25,0,"0"
"Kakadu","82","30","T3",25,50,0,"0"
"Kakadu","82","32","T3",30,50,0,"0"
"Kakadu","82","34","T3",35,30,0,"0"
"Kakadu","82","36","T3",20,40,0,"0"
"Kakadu","82","38","T3",25,10,0,"0"
"Kakadu","82","40","T3",40,50,0,"0"
"Kakadu","82","42","T3",30,50,0,"0"
"Kakadu","82","44","T3",30,60,0,"1"
"Kakadu","82","46","T3",30,50,0,"1"
"Kakadu","82","48","T3",35,40,0,"1"
"Kakadu","82","50","T3",30,60,0,"1"
"Kakadu","82","52","T3",25,50,0,"1"
"Kakadu","82","54","T3",40,40,0,"0"
"Kakadu","82","56","T3",40,40,0,"0"
"Kakadu","82","58","T3",30,50,0,"1"
"Kakadu","82","60","T3",30,30,0,"1"
"Kakadu","82","62","T3",50,50,0,"1"
"Kakadu","82","64","T3",25,40,0,"1"
"Kakadu","82","66","T3",30,50,0,"0"
"Kakadu","82","68","T3",25,50,0,"1"
