"park","plot","visit","quadrat","percentage_cover","percentage_litter","percentage_rock","canopy_closure_index"
"Nitmiluk","25","T2","16",NA,10,5,"1"
"Nitmiluk","25","T2","17",NA,1,5,"1"
"Nitmiluk","25","T2","18",NA,1,5,"0"
"Nitmiluk","25","T2","19",NA,1,10,"0"
"Nitmiluk","25","T2","20",NA,1,5,"0"
"Nitmiluk","25","T2","21",NA,1,10,"1"
"Nitmiluk","25","T2","22",NA,5,1,"1"
"Nitmiluk","25","T2","23",NA,10,5,"1"
"Nitmiluk","25","T2","24",NA,10,5,"1"
"Nitmiluk","25","T2","25",NA,10,5,"0"
"Nitmiluk","25","T2","26",NA,10,5,"1"
"Nitmiluk","25","T2","27",NA,5,5,"1"
"Nitmiluk","25","T2","28",NA,10,20,"1"
"Nitmiluk","25","T2","29",NA,5,10,"1"
"Nitmiluk","25","T2","30",NA,1,5,"1"
"Nitmiluk","25","T2","31",NA,1,20,"1"
"Nitmiluk","25","T2","32",NA,10,1,"1"
"Nitmiluk","25","T2","33",NA,10,5,"1"
"Nitmiluk","25","T2","34",NA,1,1,"0"
"Nitmiluk","25","T2","35",NA,5,5,"0"
"Nitmiluk","25","T2","36",NA,5,5,"0"
"Nitmiluk","25","T2","37",NA,5,1,"0"
"Nitmiluk","25","T2","38",NA,5,30,"1"
"Nitmiluk","25","T2","39",NA,10,1,"1"
"Nitmiluk","25","T2","40",NA,10,1,"1"
"Nitmiluk","25","T3","1",30,5,5,"0"
"Nitmiluk","25","T3","2",10,5,0,"0"
"Nitmiluk","25","T3","3",30,5,0,"0"
"Nitmiluk","25","T3","4",40,5,0,"0"
"Nitmiluk","25","T3","5",10,20,70,"1"
"Nitmiluk","25","T3","6",15,10,50,"1"
"Nitmiluk","25","T3","7",15,5,5,"0"
"Nitmiluk","25","T3","8",25,10,5,"1"
"Nitmiluk","25","T3","9",10,20,5,"1"
"Nitmiluk","25","T3","10",15,15,0,"1"
"Nitmiluk","25","T3","11",10,10,0,"1"
"Nitmiluk","25","T3","12",20,5,5,"1"
"Nitmiluk","25","T3","13",15,25,0,"1"
"Nitmiluk","25","T3","14",30,30,5,"1"
"Nitmiluk","25","T3","15",25,5,5,"1"
"Nitmiluk","25","T3","16",25,5,5,"1"
"Nitmiluk","25","T3","17",15,10,0,"1"
"Nitmiluk","25","T3","18",10,10,0,"0"
"Nitmiluk","25","T3","19",15,5,5,"0"
"Nitmiluk","25","T3","20",30,5,0,"0"
"Nitmiluk","25","T3","21",35,5,10,"1"
"Nitmiluk","25","T3","22",50,10,0,"1"
"Nitmiluk","25","T3","23",30,5,0,"1"
"Nitmiluk","25","T3","24",45,5,0,"1"
"Nitmiluk","25","T3","25",30,5,5,"0"
"Nitmiluk","25","T3","26",25,5,0,"1"
"Nitmiluk","25","T3","27",30,5,0,"1"
"Nitmiluk","25","T3","28",20,5,5,"1"
"Nitmiluk","25","T3","29",10,25,10,"1"
"Nitmiluk","25","T3","30",15,10,0,"1"
"Nitmiluk","25","T3","31",20,5,15,"1"
"Nitmiluk","25","T3","32",40,10,0,"0"
"Nitmiluk","25","T3","33",25,5,0,"0"
"Nitmiluk","25","T3","34",20,5,0,"0"
"Nitmiluk","25","T3","35",40,5,0,"0"
"Nitmiluk","25","T3","36",40,10,10,"0"
"Nitmiluk","25","T3","37",30,5,0,"0"
"Nitmiluk","25","T3","38",20,5,30,"1"
"Nitmiluk","25","T3","39",30,5,0,"1"
"Nitmiluk","25","T3","40",10,5,0,"1"
"Nitmiluk","25","T4","1",40,100,0,"0"
"Nitmiluk","25","T4","2",15,30,0,"0"
"Nitmiluk","25","T4","3",25,50,0,"1"
"Nitmiluk","25","T4","4",30,30,0,"1"
"Nitmiluk","25","T4","5",30,10,70,"1"
"Nitmiluk","25","T4","6",20,50,50,"1"
"Nitmiluk","25","T4","7",55,100,0,"1"
"Nitmiluk","25","T4","8",40,80,0,"1"
"Nitmiluk","25","T4","9",30,40,0,"1"
"Nitmiluk","25","T4","10",20,10,0,"1"
"Nitmiluk","25","T4","11",10,15,0,"1"
"Nitmiluk","25","T4","12",15,50,0,"1"
"Nitmiluk","25","T4","13",16,30,0,"1"
"Nitmiluk","25","T4","14",15,20,0,"1"
"Nitmiluk","25","T4","15",25,20,0,"1"
"Nitmiluk","25","T4","16",20,15,0,"1"
"Nitmiluk","25","T4","17",25,10,0,"0"
"Nitmiluk","25","T4","18",20,10,0,"0"
"Nitmiluk","25","T4","19",15,50,0,"0"
"Nitmiluk","25","T4","20",20,5,0,"0"
"Nitmiluk","25","T4","21",20,5,0,"1"
"Nitmiluk","25","T4","22",20,5,0,"1"
"Nitmiluk","25","T4","23",25,5,0,"1"
"Nitmiluk","25","T4","24",20,5,0,"1"
"Nitmiluk","25","T4","25",26,5,0,"0"
"Nitmiluk","25","T4","26",16,5,0,"0"
"Nitmiluk","25","T4","27",14,5,0,"0"
"Nitmiluk","25","T4","28",10,5,0,"1"
"Nitmiluk","25","T4","29",10,5,0,"1"
"Nitmiluk","25","T4","30",10,5,30,"0"
"Nitmiluk","25","T4","31",12,5,10,"1"
"Nitmiluk","25","T4","32",20,60,0,"0"
"Nitmiluk","25","T4","33",25,15,0,"0"
"Nitmiluk","25","T4","34",60,10,0,"0"
"Nitmiluk","25","T4","35",60,20,0,"0"
"Nitmiluk","25","T4","36",NA,NA,NA,NA
"Nitmiluk","25","T4","37",35,10,0,"0"
"Nitmiluk","25","T4","38",35,30,10,"1"
"Nitmiluk","25","T4","39",55,10,0,"1"
"Nitmiluk","25","T4","40",25,10,0,"1"
"Nitmiluk","25","T5","1",45,45,0,"0"
"Nitmiluk","25","T5","2",20,30,0,"0"
"Nitmiluk","25","T5","3",30,20,0,"0"
"Nitmiluk","25","T5","4",30,30,0,"1"
"Nitmiluk","25","T5","5",20,10,0,"1"
"Nitmiluk","25","T5","6",25,30,0,"1"
"Nitmiluk","25","T5","7",70,25,0,"1"
"Nitmiluk","25","T5","8",40,35,5,"1"
"Nitmiluk","25","T5","9",40,10,0,"0"
"Nitmiluk","25","T5","10",25,15,0,"1"
"Nitmiluk","25","T5","11",15,20,0,"1"
"Nitmiluk","25","T5","12",25,40,2,"1"
"Nitmiluk","25","T5","13",20,40,5,"1"
"Nitmiluk","25","T5","14",35,60,1,"1"
"Nitmiluk","25","T5","15",45,60,1,"1"
"Nitmiluk","25","T5","16",20,45,1,"1"
"Nitmiluk","25","T5","17",30,5,1,"0"
"Nitmiluk","25","T5","18",25,10,2,"0"
"Nitmiluk","25","T5","19",20,10,0,"0"
"Nitmiluk","25","T5","20",40,15,0,"0"
"Nitmiluk","25","T5","21",35,10,0,"1"
"Nitmiluk","25","T5","22",40,10,0,"1"
"Nitmiluk","25","T5","23",40,5,0,"1"
"Nitmiluk","25","T5","24",30,1,0,"0"
"Nitmiluk","25","T5","25",30,15,5,"0"
"Nitmiluk","25","T5","26",35,20,5,"0"
"Nitmiluk","25","T5","27",25,20,5,"0"
"Nitmiluk","25","T5","28",10,35,5,"1"
"Nitmiluk","25","T5","29",20,30,20,"1"
"Nitmiluk","25","T5","30",30,50,1,"1"
"Nitmiluk","25","T5","31",15,15,10,"1"
"Nitmiluk","25","T5","32",20,0,0,"0"
"Nitmiluk","25","T5","33",15,60,5,"0"
"Nitmiluk","25","T5","34",65,30,0,"0"
"Nitmiluk","25","T5","35",60,35,0,"0"
"Nitmiluk","25","T5","36",45,30,0,"0"
"Nitmiluk","25","T5","37",35,35,0,"1"
"Nitmiluk","25","T5","38",35,25,40,"1"
"Nitmiluk","25","T5","39",55,30,0,"1"
"Nitmiluk","25","T5","40",45,30,0,"1"
"Nitmiluk","26","T1","1",70,1,0,"0"
"Nitmiluk","26","T1","2",60,1,10,"0"
"Nitmiluk","26","T1","3",60,1,0,"0"
"Nitmiluk","26","T1","4",50,5,0,"0"
"Nitmiluk","26","T1","5",50,5,0,"0"
"Nitmiluk","26","T1","6",50,10,0,"1"
"Nitmiluk","26","T1","8",50,15,0,"1"
"Nitmiluk","26","T1","9",50,5,0,"0"
"Nitmiluk","26","T1","10",55,10,0,"0"
"Nitmiluk","26","T1","11",50,1,0,"0"
"Nitmiluk","26","T1","12",55,1,0,"1"
"Nitmiluk","26","T1","13",50,5,0,"2"
"Nitmiluk","26","T1","14",45,1,0,"0"
"Nitmiluk","26","T1","15",40,1,0,"0"
"Nitmiluk","26","T1","16",70,1,0,"1"
"Nitmiluk","26","T1","17",80,10,0,"1"
"Nitmiluk","26","T1","18",80,10,0,"1"
"Nitmiluk","26","T1","19",90,50,0,"1"
"Nitmiluk","26","T1","20",70,20,0,"1"
"Nitmiluk","26","T1","21",100,100,0,"1"
"Nitmiluk","26","T1","22",50,1,0,"1"
"Nitmiluk","26","T1","23",50,1,0,"1"
"Nitmiluk","26","T1","24",40,1,0,"0"
"Nitmiluk","26","T1","25",60,1,0,"0"
"Nitmiluk","26","T1","26",50,1,0,"0"
"Nitmiluk","26","T1","27",95,90,0,"1"
"Nitmiluk","26","T1","28",50,10,0,"1"
"Nitmiluk","26","T1","29",70,10,0,"0"
"Nitmiluk","26","T1","30",60,1,0,"1"
"Nitmiluk","26","T1","31",60,5,0,"1"
"Nitmiluk","26","T1","32",60,5,0,"1"
"Nitmiluk","26","T1","33",50,5,0,"0"
"Nitmiluk","26","T1","34",80,10,0,"1"
"Nitmiluk","26","T1","35",90,10,0,"1"
"Nitmiluk","26","T1","36",70,1,0,"2"
"Nitmiluk","26","T1","37",80,10,0,"1"
"Nitmiluk","26","T1","38",40,5,0,"0"
"Nitmiluk","26","T1","39",90,5,0,"0"
"Nitmiluk","26","T1","40",80,5,0,"1"
"Nitmiluk","26","T2","1",NA,50,0,"0"
"Nitmiluk","26","T2","2",NA,10,0,"0"
"Nitmiluk","26","T2","3",NA,25,0,"0"
"Nitmiluk","26","T2","4",NA,90,0,"0"
"Nitmiluk","26","T2","5",NA,25,0,"0"
"Nitmiluk","26","T2","6",NA,10,0,"1"
"Nitmiluk","26","T2","7",0,30,0,"1"
"Nitmiluk","26","T2","8",NA,30,0,"1"
"Nitmiluk","26","T2","9",NA,5,0,"1"
"Nitmiluk","26","T2","10",NA,10,0,"0"
"Nitmiluk","26","T2","11",NA,NA,NA,NA
"Nitmiluk","26","T2","12",NA,15,0,"1"
"Nitmiluk","26","T2","13",NA,10,0,"1"
"Nitmiluk","26","T2","14",NA,15,0,"0"
"Nitmiluk","26","T2","15",NA,5,0,"1"
"Nitmiluk","26","T2","16",NA,25,0,"1"
"Nitmiluk","26","T2","17",NA,10,0,"1"
"Nitmiluk","26","T2","18",NA,25,0,"1"
"Nitmiluk","26","T2","19",NA,90,0,"1"
"Nitmiluk","26","T2","20",NA,30,0,"1"
"Nitmiluk","26","T2","21",NA,30,0,"1"
"Nitmiluk","26","T2","22",NA,95,0,"1"
"Nitmiluk","26","T2","23",NA,10,0,"1"
"Nitmiluk","26","T2","24",NA,10,0,"0"
"Nitmiluk","26","T2","25",NA,15,0,"1"
"Nitmiluk","26","T2","26",NA,25,0,"0"
"Nitmiluk","26","T2","27",NA,25,0,"1"
"Nitmiluk","26","T2","28",NA,45,0,"1"
"Nitmiluk","26","T2","29",NA,25,0,"0"
"Nitmiluk","26","T2","30",NA,25,0,"1"
"Nitmiluk","26","T2","31",NA,25,0,"1"
"Nitmiluk","26","T2","32",NA,30,0,"1"
"Nitmiluk","26","T2","33",NA,35,0,"0"
"Nitmiluk","26","T2","34",NA,15,0,"1"
"Nitmiluk","26","T2","35",NA,15,0,"1"
"Nitmiluk","26","T2","36",NA,25,0,"1"
"Nitmiluk","26","T2","37",NA,40,0,"1"
"Nitmiluk","26","T2","38",NA,50,0,"0"
"Nitmiluk","26","T2","39",NA,20,0,"0"
"Nitmiluk","26","T2","40",NA,5,0,"1"
"Nitmiluk","26","T3","1",25,50,0,"0"
"Nitmiluk","26","T3","2",15,50,0,"0"
"Nitmiluk","26","T3","3",35,45,0,"0"
"Nitmiluk","26","T3","4",30,40,0,"0"
"Nitmiluk","26","T3","5",30,50,0,"0"
"Nitmiluk","26","T3","6",35,40,0,"1"
"Nitmiluk","26","T3","7",40,35,0,"1"
"Nitmiluk","26","T3","8",30,40,0,"1"
"Nitmiluk","26","T3","9",25,30,0,"0"
"Nitmiluk","26","T3","10",30,40,0,"0"
"Nitmiluk","26","T3","11",15,50,0,"0"
"Nitmiluk","26","T3","12",30,40,0,"0"
"Nitmiluk","26","T3","13",25,50,0,"1"
"Nitmiluk","26","T3","14",20,40,0,"0"
"Nitmiluk","26","T3","15",30,3,0,"1"
"Nitmiluk","26","T3","16",30,35,0,"1"
"Nitmiluk","26","T3","17",30,40,0,"1"
"Nitmiluk","26","T3","18",40,40,0,"1"
"Nitmiluk","26","T3","19",10,70,0,"1"
"Nitmiluk","26","T3","20",10,50,0,"1"
"Nitmiluk","26","T3","21",30,50,0,"1"
"Nitmiluk","26","T3","22",25,60,0,"1"
"Nitmiluk","26","T3","23",25,50,0,"0"
"Nitmiluk","26","T3","24",30,40,0,"0"
"Nitmiluk","26","T3","25",35,40,0,"1"
"Nitmiluk","26","T3","26",35,50,0,"0"
"Nitmiluk","26","T3","27",35,50,0,"1"
"Nitmiluk","26","T3","28",35,40,0,"1"
"Nitmiluk","26","T3","29",20,35,0,"0"
"Nitmiluk","26","T3","30",25,50,0,"1"
"Nitmiluk","26","T3","31",15,30,0,"1"
"Nitmiluk","26","T3","32",25,40,0,"0"
"Nitmiluk","26","T3","33",30,35,0,"0"
"Nitmiluk","26","T3","34",25,70,0,"1"
"Nitmiluk","26","T3","35",25,50,0,"1"
"Nitmiluk","26","T3","36",10,70,0,"1"
"Nitmiluk","26","T3","37",15,50,0,"1"
"Nitmiluk","26","T3","38",20,40,0,"0"
"Nitmiluk","26","T3","39",35,40,0,"0"
"Nitmiluk","26","T3","40",15,35,0,"1"
"Nitmiluk","26","T4","1",50,2,0,"0"
"Nitmiluk","26","T4","2",55,10,0,"0"
"Nitmiluk","26","T4","3",60,10,0,"0"
"Nitmiluk","26","T4","4",70,10,0,"0"
"Nitmiluk","26","T4","5",20,50,0,"0"
"Nitmiluk","26","T4","6",40,25,0,"1"
"Nitmiluk","26","T4","7",25,40,0,"2"
"Nitmiluk","26","T4","8",42,10,0,"2"
"Nitmiluk","26","T4","9",35,5,0,"2"
"Nitmiluk","26","T4","10",60,5,0,"0"
"Nitmiluk","26","T4","11",70,5,0,"0"
"Nitmiluk","26","T4","12",70,5,0,"0"
"Nitmiluk","26","T4","13",55,25,0,"1"
"Nitmiluk","26","T4","14",55,5,0,"0"
"Nitmiluk","26","T4","15",54,NA,NA,"0"
"Nitmiluk","26","T4","16",40,5,0,"1"
"Nitmiluk","26","T4","17",40,30,0,"2"
"Nitmiluk","26","T4","18",70,5,0,"2"
"Nitmiluk","26","T4","19",45,20,0,"2"
"Nitmiluk","26","T4","20",55,15,0,"2"
"Nitmiluk","26","T4","21",70,5,0,"1"
"Nitmiluk","26","T4","22",40,10,0,"0"
"Nitmiluk","26","T4","23",50,10,0,"0"
"Nitmiluk","26","T4","24",24,60,5,"0"
"Nitmiluk","26","T4","25",20,35,0,"0"
"Nitmiluk","26","T4","26",20,40,0,"0"
"Nitmiluk","26","T4","27",70,5,0,"0"
"Nitmiluk","26","T4","28",26,15,0,"1"
"Nitmiluk","26","T4","29",40,5,0,"0"
"Nitmiluk","26","T4","30",50,5,0,"0"
"Nitmiluk","26","T4","31",35,5,0,"2"
"Nitmiluk","26","T4","32",35,20,0,"0"
"Nitmiluk","26","T4","33",35,5,0,"0"
"Nitmiluk","26","T4","34",30,5,0,"1"
"Nitmiluk","26","T4","35",20,0,0,"0"
"Nitmiluk","26","T4","36",25,5,0,"0"
"Nitmiluk","26","T4","37",40,10,0,"0"
"Nitmiluk","26","T4","38",40,15,0,"0"
"Nitmiluk","26","T4","39",45,15,0,"0"
"Nitmiluk","26","T4","40",60,5,0,"1"
"Nitmiluk","26","T5","1",10,40,0,"0"
"Nitmiluk","26","T5","2",10,30,0,"0"
"Nitmiluk","26","T5","3",20,30,0,"0"
"Nitmiluk","26","T5","4",25,40,0,"0"
"Nitmiluk","26","T5","5",10,30,0,"0"
"Nitmiluk","26","T5","6",20,60,0,"2"
"Nitmiluk","26","T5","7",30,60,0,"2"
"Nitmiluk","26","T5","8",25,20,0,"2"
"Nitmiluk","26","T5","9",30,50,0,"2"
"Nitmiluk","26","T5","10",30,60,0,"2"
"Nitmiluk","26","T5","11",25,40,0,"2"
"Nitmiluk","26","T5","12",20,50,0,"2"
"Nitmiluk","26","T5","13",15,40,0,"2"
"Nitmiluk","26","T5","14",15,50,0,"2"
"Nitmiluk","26","T5","15",30,30,0,"2"
"Nitmiluk","26","T5","16",15,40,0,"2"
"Nitmiluk","26","T5","17",30,30,0,"2"
"Nitmiluk","26","T5","18",30,40,0,NA
"Nitmiluk","26","T5","19",10,70,0,"2"
"Nitmiluk","26","T5","20",20,50,0,"2"
"Nitmiluk","26","T5","21",25,70,0,"2"
"Nitmiluk","26","T5","22",10,80,0,"2"
"Nitmiluk","26","T5","23",10,70,0,"2"
"Nitmiluk","26","T5","24",10,50,0,"2"
"Nitmiluk","26","T5","25",20,50,0,"2"
"Nitmiluk","26","T5","26",15,40,0,"2"
"Nitmiluk","26","T5","27",25,50,0,"2"
"Nitmiluk","26","T5","28",25,40,0,"2"
"Nitmiluk","26","T5","29",25,50,NA,"2"
"Nitmiluk","26","T5","30",15,60,0,"2"
"Nitmiluk","26","T5","31",20,50,0,"2"
"Nitmiluk","26","T5","32",30,50,0,"2"
"Nitmiluk","26","T5","33",15,NA,NA,NA
"Nitmiluk","26","T5","34",25,50,0,"2"
"Nitmiluk","26","T5","35",25,40,0,"2"
"Nitmiluk","26","T5","36",20,30,0,"0"
"Nitmiluk","26","T5","37",20,60,0,"0"
"Nitmiluk","26","T5","38",15,40,0,"0"
"Nitmiluk","26","T5","39",10,NA,NA,NA
"Nitmiluk","26","T5","40",5,50,0,"2"
"Nitmiluk","27","T1","1",5,1,0,"0"
"Nitmiluk","27","T1","2",20,5,0,"1"
"Nitmiluk","27","T1","3",10,1,0,"0"
"Nitmiluk","27","T1","4",20,5,0,"0"
"Nitmiluk","27","T1","5",10,1,0,"0"
"Nitmiluk","27","T1","6",5,1,0,"0"
"Nitmiluk","27","T1","7",30,1,0,"0"
"Nitmiluk","27","T1","8",20,1,0,"0"
"Nitmiluk","27","T1","9",15,1,0,"0"
"Nitmiluk","27","T1","10",15,0,0,"0"
"Nitmiluk","27","T1","11",20,1,0,"1"
"Nitmiluk","27","T1","12",20,1,0,"0"
"Nitmiluk","27","T1","13",15,1,0,"0"
"Nitmiluk","27","T1","14",10,1,0,"0"
"Nitmiluk","27","T1","15",15,0,0,"1"
"Nitmiluk","27","T1","16",10,1,0,"0"
"Nitmiluk","27","T1","17",25,10,0,"0"
"Nitmiluk","27","T1","18",15,5,0,"0"
"Nitmiluk","27","T1","19",40,20,0,"1"
"Nitmiluk","27","T1","20",70,30,0,"2"
"Nitmiluk","27","T1","21",10,1,0,"0"
"Nitmiluk","27","T1","22",15,5,0,"0"
"Nitmiluk","27","T1","23",45,15,0,"1"
"Nitmiluk","27","T1","24",15,10,0,"0"
"Nitmiluk","27","T1","25",20,10,0,"0"
"Nitmiluk","27","T1","26",35,20,0,"0"
"Nitmiluk","27","T1","27",15,1,0,"0"
"Nitmiluk","27","T1","28",15,1,0,"1"
"Nitmiluk","27","T1","29",30,15,0,"1"
"Nitmiluk","27","T1","30",20,5,0,"0"
"Nitmiluk","27","T1","31",20,5,0,"0"
"Nitmiluk","27","T1","32",15,5,0,"0"
"Nitmiluk","27","T1","33",20,5,0,"0"
"Nitmiluk","27","T1","34",35,5,0,"0"
"Nitmiluk","27","T1","35",20,1,0,"1"
"Nitmiluk","27","T1","36",35,1,0,"0"
"Nitmiluk","27","T1","37",20,1,0,"0"
"Nitmiluk","27","T1","38",15,1,0,"0"
"Nitmiluk","27","T1","39",10,0,0,"1"
"Nitmiluk","27","T1","40",15,1,0,"0"
"Nitmiluk","27","T2","1",NA,2,0,"0"
"Nitmiluk","27","T2","2",NA,1,0,"0"
"Nitmiluk","27","T2","3",NA,2,0,"0"
"Nitmiluk","27","T2","4",NA,1,0,"1"
"Nitmiluk","27","T2","5",NA,1,0,"0"
"Nitmiluk","27","T2","6",NA,1,0,"0"
"Nitmiluk","27","T2","7",NA,10,0,"0"
"Nitmiluk","27","T2","8",NA,5,0,"0"
"Nitmiluk","27","T2","9",NA,10,0,"0"
"Nitmiluk","27","T2","10",NA,3,0,"1"
"Nitmiluk","27","T2","11",NA,15,0,"1"
"Nitmiluk","27","T2","12",NA,3,0,"1"
"Nitmiluk","27","T2","13",NA,5,0,"1"
"Nitmiluk","27","T2","14",NA,5,0,"1"
"Nitmiluk","27","T2","15",NA,15,0,"1"
"Nitmiluk","27","T2","16",NA,10,0,"1"
"Nitmiluk","27","T2","17",NA,15,0,"1"
"Nitmiluk","27","T2","18",NA,5,0,"0"
"Nitmiluk","27","T2","19",NA,35,0,"1"
"Nitmiluk","27","T2","20",NA,45,0,"1"
"Nitmiluk","27","T2","21",NA,10,0,"0"
"Nitmiluk","27","T2","22",NA,10,0,"0"
"Nitmiluk","27","T2","23",NA,25,0,"1"
"Nitmiluk","27","T2","24",NA,15,0,"0"
"Nitmiluk","27","T2","25",NA,5,0,"0"
"Nitmiluk","27","T2","26",NA,5,0,"0"
"Nitmiluk","27","T2","27",NA,15,0,"0"
"Nitmiluk","27","T2","28",NA,5,0,"1"
"Nitmiluk","27","T2","29",NA,1,0,"1"
"Nitmiluk","27","T2","30",NA,7,0,"1"
"Nitmiluk","27","T2","31",NA,5,0,"0"
"Nitmiluk","27","T2","32",NA,25,0,"0"
"Nitmiluk","27","T2","33",NA,10,0,"0"
"Nitmiluk","27","T2","34",NA,30,0,"1"
"Nitmiluk","27","T2","35",NA,40,0,"1"
"Nitmiluk","27","T2","36",NA,25,0,"1"
"Nitmiluk","27","T2","37",NA,5,0,"0"
"Nitmiluk","27","T2","38",NA,5,0,"0"
"Nitmiluk","27","T2","39",NA,3,0,"1"
"Nitmiluk","27","T2","40",NA,30,0,"0"
"Nitmiluk","27","T3","1",25,1,0,"0"
"Nitmiluk","27","T3","2",30,1,0,"1"
"Nitmiluk","27","T3","3",30,1,0,"1"
"Nitmiluk","27","T3","4",35,5,0,"1"
"Nitmiluk","27","T3","5",30,5,0,"1"
"Nitmiluk","27","T3","6",25,10,1,"0"
"Nitmiluk","27","T3","7",25,5,0,"0"
"Nitmiluk","27","T3","8",20,5,0,"0"
"Nitmiluk","27","T3","9",20,1,0,"0"
"Nitmiluk","27","T3","10",20,5,0,"0"
"Nitmiluk","27","T3","11",30,5,0,"0"
"Nitmiluk","27","T3","12",25,15,0,"1"
"Nitmiluk","27","T3","13",25,1,0,"1"
"Nitmiluk","27","T3","14",30,1,0,"0"
"Nitmiluk","27","T3","15",30,5,0,"1"
"Nitmiluk","27","T3","16",25,10,0,"1"
"Nitmiluk","27","T3","17",30,5,0,"1"
"Nitmiluk","27","T3","18",15,5,0,"0"
"Nitmiluk","27","T3","19",20,30,0,"0"
"Nitmiluk","27","T3","20",15,35,0,"1"
"Nitmiluk","27","T3","21",25,10,0,"0"
"Nitmiluk","27","T3","22",15,15,0,"0"
"Nitmiluk","27","T3","23",10,5,0,"0"
"Nitmiluk","27","T3","24",25,30,0,"0"
"Nitmiluk","27","T3","25",15,5,0,"0"
"Nitmiluk","27","T3","26",20,25,0,"0"
"Nitmiluk","27","T3","27",20,25,0,"0"
"Nitmiluk","27","T3","28",15,3,0,"1"
"Nitmiluk","27","T3","29",10,2,0,"1"
"Nitmiluk","27","T3","30",20,5,0,"0"
"Nitmiluk","27","T3","31",15,55,0,"0"
"Nitmiluk","27","T3","32",10,2,0,"0"
"Nitmiluk","27","T3","33",30,5,0,"0"
"Nitmiluk","27","T3","34",30,25,0,"0"
"Nitmiluk","27","T3","35",30,20,0,"1"
"Nitmiluk","27","T3","36",30,10,0,"0"
"Nitmiluk","27","T3","37",30,2,0,"0"
"Nitmiluk","27","T3","38",30,1,0,"0"
"Nitmiluk","27","T3","39",30,1,0,"1"
"Nitmiluk","27","T3","40",35,10,0,"0"
"Nitmiluk","27","T4","1",35,1,0,"0"
"Nitmiluk","27","T4","2",30,1,0,"1"
"Nitmiluk","27","T4","3",35,1,0,"1"
"Nitmiluk","27","T4","4",30,NA,NA,NA
"Nitmiluk","27","T4","5",30,1,0,"0"
"Nitmiluk","27","T4","6",25,5,0,"0"
"Nitmiluk","27","T4","7",30,1,0,"0"
"Nitmiluk","27","T4","8",30,1,0,"0"
"Nitmiluk","27","T4","9",30,1,0,"0"
"Nitmiluk","27","T4","10",30,1,0,"0"
"Nitmiluk","27","T4","11",35,1,0,"1"
"Nitmiluk","27","T4","12",30,5,0,"1"
"Nitmiluk","27","T4","13",25,NA,NA,NA
"Nitmiluk","27","T4","14",30,1,0,"0"
"Nitmiluk","27","T4","15",30,NA,NA,NA
"Nitmiluk","27","T4","16",30,5,0,"0"
"Nitmiluk","27","T4","17",25,5,0,"0"
"Nitmiluk","27","T4","18",25,5,0,"0"
"Nitmiluk","27","T4","19",25,5,0,"0"
"Nitmiluk","27","T4","20",35,15,0,"1"
"Nitmiluk","27","T4","21",25,5,0,"0"
"Nitmiluk","27","T4","22",25,10,0,"0"
"Nitmiluk","27","T4","23",15,5,0,"0"
"Nitmiluk","27","T4","24",30,5,0,"0"
"Nitmiluk","27","T4","25",25,5,0,"0"
"Nitmiluk","27","T4","26",25,5,0,"0"
"Nitmiluk","27","T4","27",30,5,0,"0"
"Nitmiluk","27","T4","28",25,5,0,"1"
"Nitmiluk","27","T4","29",25,5,0,"1"
"Nitmiluk","27","T4","30",30,5,0,"0"
"Nitmiluk","27","T4","31",35,10,0,"0"
"Nitmiluk","27","T4","32",30,5,0,"0"
"Nitmiluk","27","T4","33",35,5,0,"0"
"Nitmiluk","27","T4","34",40,5,0,"1"
"Nitmiluk","27","T4","35",40,15,0,"1"
"Nitmiluk","27","T4","36",50,10,0,"1"
"Nitmiluk","27","T4","37",35,NA,NA,NA
"Nitmiluk","27","T4","38",40,NA,NA,NA
"Nitmiluk","27","T4","39",35,5,0,"1"
"Nitmiluk","27","T4","40",40,5,0,"0"
"Nitmiluk","27","T5","1",40,1,0,"0"
"Nitmiluk","27","T5","1",40,1,0,"0"
"Nitmiluk","27","T5","2",40,1,0,"1"
"Nitmiluk","27","T5","2",40,1,0,"1"
"Nitmiluk","27","T5","3",45,5,0,"1"
"Nitmiluk","27","T5","3",45,5,0,"1"
"Nitmiluk","27","T5","4",35,0,0,"1"
"Nitmiluk","27","T5","4",35,0,0,"1"
"Nitmiluk","27","T5","5",35,5,0,"0"
"Nitmiluk","27","T5","5",35,5,0,"0"
"Nitmiluk","27","T5","6",40,5,0,"0"
"Nitmiluk","27","T5","6",40,5,0,"0"
"Nitmiluk","27","T5","7",40,35,0,"0"
"Nitmiluk","27","T5","7",40,35,0,"0"
"Nitmiluk","27","T5","8",55,5,0,"0"
"Nitmiluk","27","T5","8",55,5,0,"0"
"Nitmiluk","27","T5","9",30,5,0,"0"
"Nitmiluk","27","T5","9",30,5,0,"0"
"Nitmiluk","27","T5","10",35,5,0,"1"
"Nitmiluk","27","T5","10",35,5,0,"1"
"Nitmiluk","27","T5","11",35,15,0,"1"
"Nitmiluk","27","T5","11",35,15,0,"1"
"Nitmiluk","27","T5","12",40,5,0,"0"
"Nitmiluk","27","T5","12",40,5,0,"0"
"Nitmiluk","27","T5","13",25,5,0,"0"
"Nitmiluk","27","T5","13",25,5,0,"0"
"Nitmiluk","27","T5","14",35,5,0,"0"
"Nitmiluk","27","T5","14",35,5,0,"0"
