"id","visit_code","veg_species","structural_layer","comments"
"16350","012-2-2-1","Microlaena stipoides var. stipoides","Understorey",""
"16351","012-2-2-2","Casuarina glauca","Mid Storey",""
"16352","012-2-2-2","Parsonsia straminea","Mid Storey",""
"16353","012-2-2-2","Myoporum acuminatum","Mid Storey",""
"16354","012-2-2-2","Casuarina glauca","Overstorey",""
"16355","012-2-2-2","Parsonsia straminea","Overstorey",""
"16356","012-2-2-2","Stephania japonica var. discolor","Understorey",""
"16357","012-2-2-2","Lobelia alata","Understorey",""
"16358","012-2-2-2","Juncus kraussii subsp. australiensis","Understorey",""
"16359","012-2-2-2","Gahnia clarkei","Understorey",""
"16360","012-2-2-2","Ficinia nodusa","Understorey",""
"16361","012-2-2-2","Commelina cyanea","Understorey",""
"16362","012-2-2-2","Cyperus polystachyos","Understorey",""
"16363","012-2-2-2","Selliera radicans","Understorey",""
"16364","012-2-2-2","Rumex sp.","Understorey",""
"16365","012-2-2-2","Casuarina glauca","Understorey",""
"16366","012-2-2-2","Baumea juncea","Understorey",""
"16367","012-2-2-2","Urtica incisa","Understorey",""
"16368","012-2-2-2","Geranium homeanum","Understorey",""
"16369","012-2-2-2","Centella cordifolia","Understorey",""
"16370","012-2-2-2","Microlaena stipoides var. stipoides","Understorey",""
"16371","012-2-2-2","Goodenia bellidifolia subsp. bellidifolia","Understorey",""
"16377","012-2-4-1","Pittosporum undulatum","Mid Storey",""
"16378","012-2-4-1","Casuarina glauca","Mid Storey",""
"16379","012-2-4-1","Eucalyptus botryoides","Overstorey",""
"16380","012-2-4-1","Casuarina glauca","Overstorey",""
"16381","012-2-4-1","Banksia integrifolia","Overstorey",""
"16382","012-2-4-1","Stephania japonica var. discolor","Understorey",""
"16383","012-2-4-1","Pteridium esculentum","Understorey",""
"16384","012-2-4-1","Oplismenus aemulus","Understorey",""
"16385","012-2-4-1","Microlaena stipoides var. stipoides","Understorey",""
"16386","012-2-4-1","Marsdenia rostrata","Understorey",""
"16387","012-2-4-1","Lomandra longifolia","Understorey",""
"16388","012-2-4-1","Imperata cylindrica var. major","Understorey",""
"16389","012-2-4-1","Hibbertia scandens","Understorey",""
"16390","012-2-4-1","Geranium homeanum","Understorey",""
"16391","012-2-4-1","Eustrephus latifolius","Understorey",""
"16392","012-2-4-1","Dichondra repens","Understorey",""
"16393","012-2-4-1","Desmodium varians","Understorey",""
"16394","012-2-4-1","Cyperus gracilis","Understorey",""
"16395","012-2-4-1","Chrysanthemoides monilifera","Understorey",""
"16396","012-2-4-1","Breynia oblongifolia","Understorey",""
"16397","012-2-4-1","Baumea juncea","Understorey",""
"16398","012-2-4-1","Pittosporum revolutum","Understorey",""
"16399","012-2-4-1","Commelina cyanea","Understorey",""
"16400","012-2-4-1","Senecio sp.","Understorey",""
"16401","012-2-4-1","Hydrocotyle bonariensis","Understorey",""
"16402","012-2-4-1","Ficinia nodusa","Understorey",""
"16403","012-2-4-1","Solanum stelligerum","Understorey",""
"16404","012-2-4-1","Pittosporum undulatum","Understorey",""
"16405","012-2-4-1","Notelaea ovata","Understorey",""
"16406","012-2-4-1","Claoxylon australe","Understorey",""
"16407","012-2-4-2","Marsdenia rostrata","Mid Storey",""
"16408","012-2-4-2","Casuarina glauca","Mid Storey",""
"16409","012-2-4-2","Casuarina glauca","Overstorey",""
"16410","012-2-4-2","Viola hederacea","Understorey",""
"16411","012-2-4-2","Stephania japonica var. discolor","Understorey",""
"16412","012-2-4-2","Oxalis articulata","Understorey",""
"16413","012-2-4-2","Microlaena stipoides var. stipoides","Understorey",""
"16414","012-2-4-2","Marsdenia rostrata","Understorey",""
"16415","012-2-4-2","Lomandra longifolia","Understorey",""
"16416","012-2-4-2","Hibbertia scandens","Understorey",""
"16417","012-2-4-2","Geranium homeanum","Understorey",""
"16418","012-2-4-2","Dichondra repens","Understorey",""
"16419","012-2-4-2","Desmodium varians","Understorey",""
"16420","012-2-4-2","Cirsium vulgare","Understorey",""
"16421","012-2-4-2","Chrysanthemoides monilifera","Understorey",""
"16422","012-2-4-2","Baumea juncea","Understorey",""
"16423","012-2-4-2","Anagallis arvensis","Understorey",""
"16424","012-2-4-2","Hydrocotyle bonariensis","Understorey",""
"16425","012-2-4-2","Oplismenus aemulus","Understorey",""
"16426","012-2-4-2","Glycine tabacina","Understorey",""
"16427","012-2-4-2","Veronica calycina","Understorey",""
"16428","012-2-4-2","Pittosporum undulatum","Understorey",""
"16429","012-2-4-2","Claoxylon australe","Understorey",""
"16430","012-2-4-2","Poranthera microphylla","Understorey",""
"16431","012-2-4-2","Solanum pungetium","Understorey",""
"16433","012-2-4-2","Asteraceae sp.","Understorey",""
"16434","012-2-4-2","Solanum stelligerum","Understorey",""
"16435","012-2-4-2","Solanum prinophyllum","Understorey",""
"16436","012-2-4-2","Entolasia marginata","Understorey",""
"16437","012-2-7-1","Eucalyptus botryoides","Mid Storey",""
"16438","012-2-7-1","Marsdenia rostrata","Mid Storey",""
"16439","012-2-7-1","Eucalyptus botryoides","Overstorey",""
"16440","012-2-7-1","Casuarina glauca","Overstorey",""
"16441","012-2-7-1","Stephania japonica var. discolor","Understorey",""
"16442","012-2-7-1","Pteridium esculentum","Understorey",""
"16443","012-2-7-1","Pittosporum undulatum","Understorey",""
"16444","012-2-7-1","Oplismenus imbecillis","Understorey",""
"16445","012-2-7-1","Marsdenia rostrata","Understorey",""
"16446","012-2-7-1","Hydrocotyle bonariensis","Understorey",""
"16447","012-2-7-1","Hibbertia scandens","Understorey",""
"16448","012-2-7-1","Geranium homeanum","Understorey",""
"16449","012-2-7-1","Eustrephus latifolius","Understorey",""
"16450","012-2-7-1","Dichondra repens","Understorey",""
"16451","012-2-7-1","Desmodium varians","Understorey",""
"16452","012-2-7-1","Cyperus gracilis","Understorey",""
"16453","012-2-7-1","Commelina cyanea","Understorey",""
"16454","012-2-7-1","Chrysanthemoides monilifera","Understorey",""
"16455","012-2-7-1","Senecio minimus","Understorey",""
"16456","012-2-7-1","Lomandra longifolia","Understorey",""
"16457","012-2-7-1","Urtica incisa","Understorey",""
"16458","012-2-7-1","Solanum nigrum","Understorey",""
"16459","012-2-7-1","Veronica calycina","Understorey",""
"16460","012-2-7-1","Solanum stelligerum","Understorey",""
"16461","012-2-7-1","Omalanthus populifolius","Understorey",""
"16462","012-2-7-1","Anagallis arvensis","Understorey",""
"16463","012-2-7-1","Pterostylis sp.","Understorey",""
"16464","012-2-7-1","Microlaena stipoides var. stipoides","Understorey",""
"16465","012-2-7-1","Lagenifera stipitata","Understorey",""
"16466","012-2-7-1","Schelhammera undulata","Understorey",""
"16467","012-2-7-1","Poranthera microphylla","Understorey",""
"16468","012-2-7-1","Breynia oblongifolia","Understorey",""
"16470","012-2-7-1","Solanum prinophyllum","Understorey",""
"16471","012-2-7-1","Notelaea ovata","Understorey",""
"16472","012-2-7-1","Glycine tabacina","Understorey",""
"16473","012-2-7-1","Baumea juncea","Understorey",""
"16474","012-2-7-1","Gahnia clarkei","Understorey",""
"16475","012-2-7-2","Marsdenia rostrata","Mid Storey",""
"16476","012-2-7-2","Casuarina glauca","Mid Storey",""
"16477","012-2-7-2","Casuarina glauca","Overstorey",""
"16478","012-2-7-2","Stephania japonica var. discolor","Understorey",""
"16479","012-2-7-2","Solanum stelligerum","Understorey",""
"16480","012-2-7-2","Pteridium esculentum","Understorey",""
"16481","012-2-7-2","Pittosporum undulatum","Understorey",""
"16482","012-2-7-2","Parsonsia straminea","Understorey",""
"16483","012-2-7-2","Oxalis articulata","Understorey",""
"16484","012-2-7-2","Oplismenus imbecillis","Understorey",""
"16485","012-2-7-2","Marsdenia rostrata","Understorey",""
"16486","012-2-7-2","Hydrocotyle bonariensis","Understorey",""
"16487","012-2-7-2","Geranium homeanum","Understorey",""
"16488","012-2-7-2","Commelina cyanea","Understorey",""
"16489","012-2-7-2","Chrysanthemoides monilifera","Understorey",""
"16490","012-2-7-2","Pittosporum revolutum","Understorey",""
"16491","012-2-7-2","Baumea juncea","Understorey",""
"16492","012-2-7-2","Viola hederacea","Understorey",""
"16493","012-2-7-2","Pratia purpurascens","Understorey",""
"16494","012-2-7-2","Juncus continuus","Understorey",""
"16495","012-2-7-2","Cyperus gracilis","Understorey",""
"16496","012-2-7-2","Oplismenus aemulus","Understorey",""
"16497","012-2-7-2","Microlaena stipoides var. stipoides","Understorey",""
"16498","012-2-7-2","Senecio minimus","Understorey",""
"16499","012-2-7-2","Lagenifera stipitata","Understorey",""
"16500","012-2-7-2","Dichondra repens","Understorey",""
"16501","012-2-7-2","Veronica calycina","Understorey",""
"16502","012-2-7-2","Solanum prinophyllum","Understorey",""
"16503","012-2-7-2","Senecio sp.","Understorey","like bipinatesectus but softly hairy"
"16504","012-2-8-1","Myoporum acuminatum","Mid Storey",""
"16505","012-2-8-1","Melaleuca ericifolia","Mid Storey",""
"16506","012-2-8-1","Casuarina glauca","Mid Storey",""
"16507","012-2-8-1","Gahnia clarkei","Mid Storey",""
"16508","012-2-8-1","Casuarina glauca","Overstorey",""
"16509","012-2-8-1","Viola hederacea","Understorey",""
"16510","012-2-8-1","Pteridium esculentum","Understorey",""
"16511","012-2-8-1","Melaleuca ericifolia","Understorey",""
"16512","012-2-8-1","Juncus kraussii subsp. australiensis","Understorey",""
"16513","012-2-8-1","Gahnia clarkei","Understorey",""
"16514","012-2-8-1","Baumea juncea","Understorey",""
"16515","012-2-8-1","Oplismenus aemulus","Understorey",""
"16516","012-2-8-2","Myoporum acuminatum","Mid Storey",""
"16517","012-2-8-2","Melaleuca ericifolia","Mid Storey",""
"16518","012-2-8-2","Gahnia clarkei","Mid Storey",""
"16519","012-2-8-2","Acacia longifolia","Mid Storey",""
"16520","012-2-8-2","Casuarina glauca","Mid Storey",""
"16521","012-2-8-2","Viola hederacea","Understorey",""
"16522","012-2-8-2","Solanum nigrum","Understorey",""
"16523","012-2-8-2","Senecio sp.","Understorey",""
"16524","012-2-8-2","Pteridium esculentum","Understorey",""
"16525","012-2-8-2","Melaleuca ericifolia","Understorey",""
"16526","012-2-8-2","Gahnia clarkei","Understorey",""
"16527","012-2-8-2","Entolasia marginata","Understorey",""
"16528","012-2-8-2","Dianella caerulea","Understorey",""
"16529","012-2-8-2","Baumea juncea","Understorey",""
"16530","012-2-8-2","Ficinia nodusa","Understorey",""
"16531","012-2-8-2","Microlaena stipoides var. stipoides","Understorey",""
"16532","012-2-8-2","Leptospermum polygalifolium","Understorey",""
"16533","012-2-8-2","Calochlaena dubia","Understorey",""
"16534","012-2-8-2","Parsonsia straminea","Understorey",""
"16535","012-2-8-2","Stenotaphrum secundatum","Understorey",""
"16536","012-2-8-2","Senna pendula var. glabrata","Understorey","removed"
"16537","012-2-8-2","Casuarina glauca","Understorey",""
"16538","012-2-8-2","Oplismenus aemulus","Understorey",""
"16539","012-2-8-2","Themeda australis","Understorey",""
"16540","012-2-8-2","Veronica calycina","Understorey",""
"16541","012-2-8-2","Hibbertia scandens","Understorey",""
"16542","012-4-1-1","Marsdenia rostrata","Mid Storey",""
"16543","012-4-1-1","Acacia implexa","Mid Storey",""
"16544","012-4-1-1","Eucalyptus botryoides","Overstorey",""
"16545","012-4-1-1","Zieria smithii","Understorey",""
"16546","012-4-1-1","Veronica calycina","Understorey",""
"16547","012-4-1-1","Schelhammera undulata","Understorey",""
"16548","012-4-1-1","Sarcopetalum harveyanum","Understorey",""
"16550","012-4-1-1","Pteridium esculentum","Understorey",""
"16551","012-4-1-1","Pittosporum undulatum","Understorey",""
"16553","012-4-1-1","Parsonsia straminea","Understorey",""
"16554","012-4-1-1","Oplismenus aemulus","Understorey",""
"16555","012-4-1-1","Microlaena stipoides var. stipoides","Understorey",""
"16556","012-4-1-1","Marsdenia rostrata","Understorey",""
"16557","012-4-1-1","Imperata cylindrica var. major","Understorey",""
"16558","012-4-1-1","Hibbertia scandens","Understorey",""
"16559","012-4-1-1","Gonocarpus teucrioides","Understorey",""
"16560","012-4-1-1","Gahnia clarkei","Understorey",""
"16561","012-4-1-1","Entolasia marginata","Understorey",""
"16562","012-4-1-1","Desmodium varians","Understorey",""
"16563","012-4-1-1","Commelina cyanea","Understorey",""
"16564","012-4-1-1","Billardiera scandens","Understorey",""
"16565","012-4-1-1","Viola hederacea","Understorey",""
"16566","012-4-1-1","Ficinia nodusa","Understorey",""
"16567","012-4-1-1","Glycine clandestina","Understorey",""
"16568","012-4-1-1","Cissus hypoglauca","Understorey",""
"16569","012-4-1-1","Stephania japonica var. discolor","Understorey",""
"16570","012-4-1-1","Claoxylon australe","Understorey",""
"16571","012-4-1-1","Morinda jasminoides","Understorey",""
"16572","012-4-1-1","Acacia longifolia","Mid Storey",""
"16573","012-4-1-1","Acmena smithii","Mid Storey",""
"16574","012-4-1-1","Cissus hypoglauca","Mid Storey",""
"16575","012-4-1-2","Trema aspera","Mid Storey",""
"16576","012-4-1-2","Marsdenia rostrata","Mid Storey",""
"16577","012-4-1-2","Eucalyptus botryoides","Mid Storey",""
"16578","012-4-1-2","Acmena smithii","Mid Storey",""
"16579","012-4-1-2","Pteridium esculentum","Mid Storey",""
"16580","012-4-1-2","Myoporum acuminatum","Mid Storey",""
"16581","012-4-1-2","Cassine australis","Mid Storey",""
"16582","012-4-1-2","Cissus hypoglauca","Mid Storey",""
"16583","012-4-1-2","Parsonsia straminea","Mid Storey",""
"16584","012-4-1-2","Desmodium brachypodum","Mid Storey",""
"16585","012-4-1-2","Parsonsia straminea","Overstorey",""
"16586","012-4-1-2","Eucalyptus botryoides","Overstorey",""
"16587","012-4-1-2","Pteridium esculentum","Understorey",""
"16589","012-4-1-2","Pittosporum undulatum","Understorey",""
"16590","012-4-1-2","Parsonsia straminea","Understorey",""
"16591","012-4-1-2","Oplismenus imbecillis","Understorey",""
"16592","012-4-1-2","Myoporum acuminatum","Understorey",""
"16593","012-4-1-2","Microlaena stipoides var. stipoides","Understorey",""
"16594","012-4-1-2","Marsdenia rostrata","Understorey",""
"16595","012-4-1-2","Imperata cylindrica var. major","Understorey",""
"16596","012-4-1-2","Hibbertia scandens","Understorey",""
"16598","012-4-1-2","Gahnia clarkei","Understorey",""
"16599","012-4-1-2","Entolasia marginata","Understorey",""
"16600","012-4-1-2","Dichondra repens","Understorey",""
"16601","012-4-1-2","Commelina cyanea","Understorey",""
"16602","012-4-1-2","Oplismenus aemulus","Understorey",""
"16603","012-4-1-2","Viola hederacea","Understorey",""
"16604","012-4-1-2","Cassine australis","Understorey",""
"16605","012-4-1-2","Cissus hypoglauca","Understorey",""
"16606","012-4-1-2","Canna indica","Understorey",""
"16607","012-4-24-1","Zieria smithii","Mid Storey",""
"16608","012-4-24-1","Synoum glandulosum","Mid Storey",""
"16609","012-4-24-1","Eustrephus latifolius","Mid Storey",""
"16610","012-4-24-1","Eucalyptus botryoides","Overstorey",""
"16611","012-4-24-1","Banksia integrifolia","Overstorey",""
"16612","012-4-24-1","Zieria smithii","Understorey",""
"16613","012-4-24-1","Viola hederacea","Understorey",""
"16614","012-4-24-1","Synoum glandulosum","Understorey",""
"16615","012-4-24-1","Stephania japonica var. discolor","Understorey",""
"16616","012-4-24-1","Sarcopetalum harveyanum","Understorey",""
"16617","012-4-24-1","Pteridium esculentum","Understorey",""
"16618","012-4-24-1","Marsdenia rostrata","Understorey",""
"16619","012-4-24-1","Lomandra longifolia","Understorey",""
"16620","012-4-24-1","Imperata cylindrica var. major","Understorey",""
"16621","012-4-24-1","Hibbertia scandens","Understorey",""
"16622","012-4-24-1","Glycine clandestina","Understorey",""
"16623","012-4-24-1","Eustrephus latifolius","Understorey",""
"16624","012-4-24-1","Dianella caerulea","Understorey",""
"16625","012-4-24-1","Desmodium varians","Understorey",""
"16626","012-4-24-1","Clematis aristata","Understorey",""
"16627","012-4-24-1","Breynia oblongifolia","Understorey",""
"16628","012-4-24-1","Acmena smithii","Understorey",""
"16629","012-4-24-1","Acacia longifolia","Understorey",""
"16630","012-4-24-1","Tylophora barbata","Understorey",""
"16631","012-4-24-1","Dichondra repens","Understorey",""
"16632","012-4-24-1","Pterostylis sp.","Understorey",""
"16633","012-4-24-1","Corybas sp.","Understorey",""
"16634","012-4-24-1","Galium propinquum","Understorey",""
"16635","012-4-24-1","Marsdenia suaveolens","Understorey",""
"16636","012-4-24-1","Poa sp.","Understorey",""
"16637","012-4-24-1","Lepidosperma concavum","Understorey",""
"16638","012-4-24-1","Helichrysum elatum","Understorey",""
"16639","012-4-24-1","Oplismenus aemulus","Understorey",""
"16640","012-4-24-1","Oplismenus imbecillis","Understorey",""
"16641","012-4-24-1","Schelhammera undulata","Understorey",""
"16642","012-4-24-1","Billardiera scandens","Understorey",""
"16643","012-4-24-1","Entolasia marginata","Understorey",""
"16645","012-4-24-1","Notelaea ovata","Understorey",""
"16646","012-4-24-1","Smilax glyciphylla","Understorey",""
"16647","012-4-24-1","Comesperma volubile","Understorey",""
"16648","012-4-24-2","Acmena smithii","Mid Storey",""
"16649","012-4-24-2","Platycerium bifurcatum subsp. bifurcatum","Mid Storey",""
"16650","012-4-24-2","Endiandra sieberi","Overstorey",""
"16651","012-4-24-2","Eucalyptus botryoides","Overstorey",""
"16652","012-4-24-2","Viola hederacea","Understorey",""
"16653","012-4-24-2","Galium australe","Understorey",""
"16654","012-4-24-2","Sarcopetalum harveyanum","Understorey",""
"16655","012-4-24-2","Oplismenus imbecillis","Understorey",""
"16656","012-4-24-2","Marsdenia rostrata","Understorey",""
"16657","012-4-24-2","Lomandra longifolia","Understorey",""
"16658","012-4-24-2","Lepidosperma concavum","Understorey",""
"16659","012-4-24-2","Imperata cylindrica var. major","Understorey",""
"16660","012-4-24-2","Hibbertia scandens","Understorey",""
"16661","012-4-24-2","Eustrephus latifolius","Understorey",""
"16662","012-4-24-2","Acmena smithii","Understorey",""
"16663","012-4-24-2","Tylophora barbata","Understorey",""
"16664","012-4-24-2","Marsdenia suaveolens","Understorey",""
"16665","012-4-24-2","Notelaea ovata","Understorey",""
"16666","012-4-24-2","Pyrrosia rupestris","Understorey",""
"16667","012-4-24-2","Schelhammera undulata","Understorey",""
"16668","012-4-24-2","Synoum glandulosum","Understorey",""
"16669","012-4-24-2","Elaeocarpus reticulatus","Understorey",""
"16670","012-4-24-2","Smilax glyciphylla","Understorey",""
"16671","012-4-24-2","Acacia longifolia","Understorey",""
"16672","012-4-24-2","Poa sp.","Understorey",""
"16673","012-4-24-2","Corybas sp.","Understorey",""
"16674","012-4-24-2","Pterostylis sp.","Understorey",""
"16675","012-4-24-2","Desmodium varians","Understorey",""
"16676","012-4-33-1","Eustrephus latifolius","Mid Storey",""
"16677","012-4-33-1","Ceratopetalum gummiferum","Mid Storey",""
"16678","012-4-33-1","Glochidion ferdinandi","Mid Storey",""
"16679","012-4-33-1","Cassine australis","Mid Storey",""
"16680","012-4-33-1","Notelaea ovata","Mid Storey",""
"16681","012-4-33-1","Tristaniopsis collina","Mid Storey",""
"16682","012-4-33-1","Syzygium paniculatum","Mid Storey",""
"16683","012-4-33-1","Syzygium paniculatum","Overstorey",""
"16684","012-4-33-1","Eucalyptus pilularis","Overstorey",""
"16685","012-4-33-1","Endiandra sieberi","Overstorey",""
"16686","012-4-33-1","Ceratopetalum gummiferum","Overstorey",""
"16687","012-4-33-1","Stephania japonica var. discolor","Understorey",""
"16688","012-4-33-1","Smilax glyciphylla","Understorey",""
"16689","012-4-33-1","Lomandra longifolia","Understorey",""
"16690","012-4-33-1","Lepidosperma concavum","Understorey",""
"16691","012-4-33-1","Eustrephus latifolius","Understorey",""
"16692","012-4-33-1","Dianella caerulea","Understorey",""
"16693","012-4-33-1","Desmodium varians","Understorey",""
"16694","012-4-33-1","Clematis aristata","Understorey",""
"16695","012-4-33-1","Cissus hypoglauca","Understorey",""
"16696","012-4-33-1","Marsdenia rostrata","Understorey",""
"16698","012-4-33-1","Notelaea ovata","Understorey",""
"16699","012-4-33-1","Glochidion ferdinandi","Understorey",""
"16700","012-4-33-1","Schelhammera undulata","Understorey",""
"16701","012-4-33-1","Dichondra repens","Understorey",""
"16702","012-4-33-1","Smilax australis","Understorey",""
"16703","012-4-33-1","Viola hederacea","Understorey",""
"16704","012-4-33-1","Pterostylis sp.","Understorey",""
"16705","012-4-33-1","Hibbertia dentata","Understorey",""
"16706","012-4-33-1","Cassine australis","Understorey",""
"16707","012-4-33-1","Tristaniopsis collina","Understorey",""
"16708","012-4-33-1","Galium propinquum","Understorey",""
"16710","012-4-33-1","Pyrrosia rupestris","Understorey",""
"16711","012-4-33-1","Acianthus sp.","Understorey",""
"16712","012-4-33-1","Corybas sp.","Understorey",""
"16713","012-4-33-1","Oplismenus aemulus","Understorey",""
"16714","012-4-33-1","Marsdenia suaveolens","Understorey",""
"16715","012-4-33-1","Pandorea pandorana","Understorey",""
"16716","012-4-33-1","Elaeocarpus reticulatus","Understorey",""
"16717","012-4-33-1","Eucalyptus sp.","Understorey",""
"16718","012-4-33-1","Ceratopetalum gummiferum","Understorey",""
"16719","012-4-33-1","Sarcopetalum harveyanum","Understorey",""
"16720","012-4-33-1","Omalanthus populifolius","Understorey",""
"16721","012-4-33-1","Syzygium paniculatum","Understorey",""
"16722","012-4-33-2","Eustrephus latifolius","Mid Storey",""
"16723","012-4-33-2","Notelaea ovata","Mid Storey",""
"16724","012-4-33-2","Syzygium paniculatum","Mid Storey",""
"16725","012-4-33-2","Smilax australis","Mid Storey",""
"16726","012-4-33-2","Glochidion ferdinandi","Mid Storey",""
"16727","012-4-33-2","Eucalyptus pilularis","Overstorey",""
"16728","012-4-33-2","Endiandra sieberi","Overstorey",""
"16729","012-4-33-2","Corymbia gummifera","Overstorey",""
"16730","012-4-33-2","Ceratopetalum gummiferum","Overstorey",""
"16731","012-4-33-2","Lomandra longifolia","Understorey",""
"16732","012-4-33-2","Imperata cylindrica var. major","Understorey",""
"16733","012-4-33-2","Hibbertia scandens","Understorey",""
"16734","012-4-33-2","Glycine clandestina","Understorey",""
"16735","012-4-33-2","Eustrephus latifolius","Understorey",""
"16736","012-4-33-2","Elaeocarpus reticulatus","Understorey",""
"16737","012-4-33-2","Dianella caerulea","Understorey",""
"16738","012-4-33-2","Cissus hypoglauca","Understorey",""
"16739","012-4-33-2","Schelhammera undulata","Understorey",""
"16740","012-4-33-2","Viola hederacea","Understorey",""
"16741","012-4-33-2","Lepidosperma concavum","Understorey",""
"16742","012-4-33-2","Syzygium paniculatum","Understorey",""
"16744","012-4-33-2","Desmodium varians","Understorey",""
"16745","012-4-33-2","Oplismenus aemulus","Understorey",""
"16746","012-4-33-2","Corybas sp.","Understorey",""
"16747","012-4-33-2","Smilax australis","Understorey",""
"16748","012-4-33-2","Smilax glyciphylla","Understorey",""
"16749","012-4-33-2","Oplismenus imbecillis","Understorey",""
"16750","012-4-33-2","Livistona australis","Understorey",""
"16751","012-4-33-2","Galium propinquum","Understorey",""
"16752","012-4-33-2","Sarcopetalum harveyanum","Understorey",""
"16753","012-4-33-2","Glochidion ferdinandi","Understorey",""
"16754","012-4-4-1","Persoonia linearis","Mid Storey",""
"16755","012-4-4-1","Leptospermum polygalifolium","Mid Storey",""
"16756","012-4-4-1","Acacia longifolia","Mid Storey",""
"16757","012-4-4-1","Eucalyptus pilularis","Overstorey",""
"16758","012-4-4-1","Eucalyptus botryoides","Overstorey",""
"16759","012-4-4-1","Pteridium esculentum","Understorey",""
"16760","012-4-4-1","Oxalis perennans","Understorey",""
"16761","012-4-4-1","Microlaena stipoides var. stipoides","Understorey",""
"16762","012-4-4-1","Lomandra longifolia","Understorey",""
"16763","012-4-4-1","Leucopogon lanceolatus","Understorey",""
"16765","012-4-4-1","Imperata cylindrica var. major","Understorey",""
"16766","012-4-4-1","Hibbertia scandens","Understorey",""
"16767","012-4-4-1","Hibbertia dentata","Understorey",""
"16768","012-4-4-1","Helichrysum elatum","Understorey",""
"16769","012-4-4-1","Glycine tabacina","Understorey",""
"16770","012-4-4-1","Glycine clandestina","Understorey",""
"16771","012-4-4-1","Gahnia clarkei","Understorey","in stump"
"16772","012-4-4-1","Eustrephus latifolius","Understorey",""
"16773","012-4-4-1","Entolasia marginata","Understorey",""
"16774","012-4-4-1","Dianella caerulea","Understorey",""
"16775","012-4-4-1","Desmodium varians","Understorey",""
"16776","012-4-4-1","Clematis aristata","Understorey",""
"16777","012-4-4-1","Cissus hypoglauca","Understorey",""
"16778","012-4-4-1","Acianthus sp.","Understorey",""
"16779","012-4-4-1","Acacia longifolia","Understorey",""
"16780","012-4-4-1","Leptospermum polygalifolium","Understorey",""
"16781","012-4-4-1","Pandorea pandorana","Understorey",""
"16782","012-4-4-1","Lepidosperma concavum","Understorey",""
"16783","012-4-4-1","Entolasia stricta","Understorey",""
"16784","012-4-4-1","Schelhammera undulata","Understorey",""
"16785","012-4-4-1","Synoum glandulosum","Understorey",""
"16786","012-4-4-1","Hibbertia empetrifolia","Understorey",""
"16787","012-4-4-1","Stephania japonica var. discolor","Understorey",""
"16788","012-4-4-1","Themeda australis","Understorey",""
"16789","012-4-4-1","Pratia purpurascens","Understorey",""
"16790","012-4-4-1","Acacia sp.","Understorey","seedling"
"16791","012-4-4-1","Persoonia linearis","Understorey",""
"16792","012-4-4-1","Galium propinquum","Understorey",""
"16793","012-4-4-1","Kennedia rubicunda","Understorey",""
"16794","012-4-4-1","Desmodium rhytidophyllum","Understorey",""
"16795","012-4-4-1","Hardenbergia violacea","Understorey",""
"16796","012-4-4-1","Opercularia aspera","Understorey",""
"16797","012-4-4-1","Oplismenus aemulus","Understorey",""
"16798","012-4-4-1","Phebalium squamulosum","Understorey",""
"16799","012-4-4-2","Acmena smithii","Mid Storey",""
"16800","012-4-4-2","Elaeocarpus reticulatus","Mid Storey",""
"16801","012-4-4-2","Cissus hypoglauca","Mid Storey",""
"16802","012-4-4-2","Syncarpia glomulifera","Overstorey",""
"16803","012-4-4-2","Todea barbara","Understorey",""
"16804","012-4-4-2","Smilax glyciphylla","Understorey",""
"16805","012-4-4-2","Smilax australis","Understorey",""
"16806","012-4-4-2","Pteridium esculentum","Understorey",""
"16807","012-4-4-2","Phragmites australis","Understorey",""
"16808","012-4-4-2","Persoonia linearis","Understorey",""
"16809","012-4-4-2","Microlaena stipoides var. stipoides","Understorey",""
"16810","012-4-4-2","Lomandra longifolia","Understorey",""
"16811","012-4-4-2","Leucopogon lanceolatus","Understorey",""
"16812","012-4-4-2","Lepidosperma concavum","Understorey",""
"16813","012-4-4-2","Imperata cylindrica var. major","Understorey",""
"16814","012-4-4-2","Hibbertia dentata","Understorey",""
"16815","012-4-4-2","Helichrysum elatum","Understorey",""
"16816","012-4-4-2","Hardenbergia violacea","Understorey",""
"16817","012-4-4-2","Glycine tabacina","Understorey",""
"16818","012-4-4-2","Glycine clandestina","Understorey",""
"16819","012-4-4-2","Gahnia clarkei","Understorey",""
"16820","012-4-4-2","Eustrephus latifolius","Understorey",""
"16821","012-4-4-2","Dianella caerulea","Understorey",""
"16822","012-4-4-2","Desmodium varians","Understorey",""
"16823","012-4-4-2","Clematis aristata","Understorey",""
"16824","012-4-4-2","Cissus hypoglauca","Understorey",""
"16825","012-4-4-2","Blechnum cartilagineum","Understorey",""
"16826","012-4-4-2","Acianthus sp.","Understorey",""
"16827","012-4-4-2","Acacia longifolia","Understorey",""
"16828","012-4-4-2","Schelhammera undulata","Understorey",""
"16829","012-4-4-2","Syncarpia glomulifera","Understorey",""
"16830","012-4-4-2","Morinda jasminoides","Understorey",""
"16831","012-4-4-2","Breynia oblongifolia","Understorey",""
"16832","012-4-4-2","Callicoma serratifolia","Understorey",""
"16833","012-4-4-2","Themeda australis","Understorey",""
"16834","012-4-4-2","Galium propinquum","Understorey",""
"16835","012-4-4-2","Omalanthus populifolius","Understorey",""
"16837","012-4-4-2","Kennedia rubicunda","Understorey",""
