"year","month_year","site_name","site_code","site_grid","trip_no","nights","no_traps","total_trap_nights","species","recapt_same_trip","captures","captures_100tn","family"
2003,"May.03","Shitty Site","SH","SH5","83",3,36,108,"No captures",NA,1,0.925925926,""
2003,"May.03","Shitty Site","SH","SH4","83",3,36,108,"Sminthopsis hirtipes",NA,1,0.925925926,"Dasyuridae"
2003,"May.03","Shitty Site","SH","SH4","83",3,36,108,"No captures",NA,2,1.851851852,""
2003,"May.03","Field River North","FRN","FRN2","83",3,36,108,"No captures",NA,2,1.851851852,""
2003,"May.03","Field River North","FRN","FRN1","83",3,36,108,"No captures",NA,3,2.777777778,""
2003,"May.03","Carlo","CS","CS5","83",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2003,"May.03","Carlo","CS","CS2","83",3,36,108,"No captures",NA,1,0.925925926,""
2003,"May.03","Carlo","CS","CS2","83",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2003,"May.03","Carlo","CS","CS5","83",3,36,108,"Ningaui ridei",NA,2,1.851851852,"Dasyuridae"
2003,"May.03","Main Camp","MC","MC10","83",2,36,72,"Pseudomys hermannsburgensis",NA,1,1.388888889,"Muridae"
2003,"May.03","Main Camp","MC","MC10","83",2,36,72,"Ningaui ridei",NA,2,2.777777778,"Dasyuridae"
2003,"May.03","Field River South","FRS","FRS2","83",3,36,108,"No captures",NA,4,3.703703704,""
2003,"May.03","Field River South","FRS","FRS2","83",3,36,108,"Dasycercus cristicauda",NA,2,1.851851852,"Dasyuridae"
2003,"Jun.03","Tobermorey West","TBW","TBW4","84",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2003,"Jun.03","Tobermorey West","TBW","TBW4","84",3,36,108,"No captures",NA,2,1.851851852,""
2003,"Jun.03","Tobermorey West","TBW","TBW3","84",3,36,108,"Sminthopsis hirtipes",NA,1,0.925925926,"Dasyuridae"
2003,"Jun.03","Tobermorey West","TBW","TBW3","84",3,36,108,"No captures",NA,2,1.851851852,""
2003,"Jun.03","Cravens Peak","CP","CP2","84",3,36,108,"Sminthopsis youngsoni",NA,2,1.851851852,"Dasyuridae"
2003,"Jun.03","Cravens Peak","CP","CP2","84",3,36,108,"No captures",NA,1,0.925925926,""
2003,"Jun.03","South Site","SS","SS3","84",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
2003,"Jun.03","Tobermorey East","TBE","TBE1","84",3,36,108,"No captures",NA,1,0.925925926,""
2003,"Jun.03","South Site","SS","SS3","84",3,36,108,"Sminthopsis hirtipes",NA,1,0.925925926,"Dasyuridae"
2003,"Jun.03","Cravens Peak","CP","CP1","84",3,36,108,"No captures",NA,1,0.925925926,""
2003,"Jun.03","Tobermorey East","TBE","TBE2","84",3,36,108,"Sminthopsis youngsoni",NA,2,1.851851852,"Dasyuridae"
2003,"Jun.03","Tobermorey East","TBE","TBE2","84",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2003,"Jun.03","South Site","SS","SS4","84",3,36,108,"No captures",NA,1,0.925925926,""
2003,"Jun.03","South Site","SS","SS4","84",3,36,108,"Sminthopsis youngsoni",NA,4,3.703703704,"Dasyuridae"
2003,"Jun.03","Tobermorey East","TBE","TBE2","84",3,36,108,"No captures",NA,1,0.925925926,""
2003,"Jun.03","Tobermorey East","TBE","TBE1","84",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
2003,"Jun.03","Tobermorey East","TBE","TBE2","84",3,36,108,"Dasycercus cristicauda",NA,2,1.851851852,"Dasyuridae"
2003,"Jun.03","Cravens Peak","CP","CP1","84",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
2003,"Jun.03","Cravens Peak","CP","CP1","84",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2003,"Jun.03","Tobermorey East","TBE","TBE1","84",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2003,"Jun.03","South Site","SS","SS3","84",3,36,108,"No captures",NA,1,0.925925926,""
2003,"Jun.03","Kunnamuka Swamp East","KSE","KSE2","84",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2003,"Jun.03","Main Camp","MC","MC2","84",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2003,"Jun.03","Main Camp","MC","MC2","84",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2003,"Jun.03","Main Camp","MC","MC1","84",3,36,108,"Ningaui ridei",NA,2,1.851851852,"Dasyuridae"
2003,"Jun.03","Main Camp","MC","MC1","84",3,36,108,"Sminthopsis youngsoni",NA,2,1.851851852,"Dasyuridae"
2003,"Jun.03","Kunnamuka Swamp East","KSE","KSE2","84",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2003,"Jun.03","Main Camp","MC","MC4","84",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
2003,"Jun.03","Main Camp","MC","MC2","84",3,36,108,"Notomys alexis",NA,1,0.925925926,"Muridae"
2003,"Jun.03","Main Camp","MC","MC4","84",3,36,108,"Pseudomys desertor",NA,1,0.925925926,"Muridae"
2003,"Jun.03","Kunnamuka Swamp East","KSE","KSE2","84",3,36,108,"No captures",NA,2,1.851851852,""
2003,"Jun.03","Main Camp","MC","MC4","84",3,36,108,"Notomys alexis",NA,3,2.777777778,"Muridae"
2003,"Dec.03","Kunnamuka Swamp East","KSE","KSE2","85",3,36,108,"No captures",NA,1,0.925925926,""
2003,"Dec.03","Tobermorey East","TBE","TBE2","85",3,36,108,"Sminthopsis youngsoni",NA,6,5.555555556,"Dasyuridae"
2003,"Dec.03","Field River South","FRS","FRS2","85",3,36,108,"No captures",NA,1,0.925925926,""
2003,"Dec.03","Tobermorey East","TBE","TBE2","85",3,36,108,"No captures",NA,1,0.925925926,""
2003,"Dec.03","Main Camp","MC","MC1","85",3,36,108,"No captures",NA,1,0.925925926,""
2003,"Dec.03","Kunnamuka Swamp East","KSE","KSE2","85",3,36,108,"Sminthopsis hirtipes",NA,1,0.925925926,"Dasyuridae"
2003,"Dec.03","Main Camp","MC","MC1","85",3,36,108,"Pseudomys desertor",NA,1,0.925925926,"Muridae"
2003,"Dec.03","Main Camp","MC","MC1","85",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2003,"Dec.03","Kunnamuka Swamp East","KSE","KSE2","85",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2003,"Dec.03","Main Camp","MC","MC10","85",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
2003,"Dec.03","Tobermorey West","TBW","TBW3","85",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2003,"Dec.03","Field River South","FRS","FRS2","85",3,36,108,"Dasycercus cristicauda",NA,1,0.925925926,"Dasyuridae"
2003,"Dec.03","Tobermorey West","TBW","TBW4","85",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
2003,"Dec.03","Tobermorey West","TBW","TBW4","85",3,36,108,"No captures",NA,1,0.925925926,""
2003,"Dec.03","Tobermorey West","TBW","TBW4","85",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2003,"Dec.03","Plum Pudding","PP","PP0","85",2,36,72,"No captures",NA,1,1.388888889,""
2003,"Dec.03","Tobermorey East","TBE","TBE1","85",3,36,108,"No captures",NA,3,2.777777778,""
2003,"Dec.03","Tobermorey West","TBW","TBW3","85",3,36,108,"No captures",NA,2,1.851851852,""
2003,"Dec.03","Cravens Peak","CP","CP2","85",3,36,108,"No captures",NA,2,1.851851852,""
2003,"Dec.03","Plum Pudding","PP","PP0","85",2,36,72,"Pseudomys hermannsburgensis",NA,2,2.777777778,"Muridae"
2003,"Dec.03","Main Camp","MC","MC1","85",3,36,108,"Ningaui ridei",NA,2,1.851851852,"Dasyuridae"
2003,"Dec.03","Cravens Peak","CP","CP2","85",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2003,"Dec.03","Main Camp","MC","MC10","85",3,36,108,"Pseudomys desertor",NA,1,0.925925926,"Muridae"
2003,"Dec.03","Plum Pudding","PP","PP1","85",2,36,72,"No captures",NA,2,2.777777778,""
2003,"Dec.03","Main Camp","MC","MC4","85",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2003,"Dec.03","Main Camp","MC","MC4","85",3,36,108,"Pseudomys desertor",NA,1,0.925925926,"Muridae"
2003,"Dec.03","Main Camp","MC","MC4","85",3,36,108,"Notomys alexis",NA,1,0.925925926,"Muridae"
2003,"Dec.03","Main Camp","MC","MC4","85",3,36,108,"No captures",NA,1,0.925925926,""
2003,"Dec.03","Field River North","FRN","FRN1","85",3,36,108,"No captures",NA,3,2.777777778,""
2003,"Dec.03","Main Camp","MC","MC2","85",3,36,108,"No captures",NA,1,0.925925926,""
2003,"Dec.03","Field River North","FRN","FRN2","85",3,36,108,"No captures",NA,2,1.851851852,""
2003,"Dec.03","Main Camp","MC","MC2","85",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
2003,"Dec.03","Main Camp","MC","MC10","85",3,36,108,"Pseudomys hermannsburgensis",NA,3,2.777777778,"Muridae"
2003,"Dec.03","Field River North","FRN","FRN2","85",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2003,"Dec.03","Main Camp","MC","MC11","85",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
2003,"Dec.03","Cravens Peak","CP","CP1","85",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
2003,"Dec.03","Cravens Peak","CP","CP1","85",3,36,108,"No captures",NA,2,1.851851852,""
2003,"Dec.03","Main Camp","MC","MC11","85",3,36,108,"No captures",NA,2,1.851851852,""
2003,"Dec.03","Main Camp","MC","MC2","85",3,36,108,"Dasycercus cristicauda",NA,1,0.925925926,"Dasyuridae"
2004,"Feb.04","Field River North","FRN","FRN1","86",3,36,108,"Sminthopsis youngsoni",NA,3,2.777777778,"Dasyuridae"
2004,"Feb.04","Main Camp","MC","MC4","86",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2004,"Feb.04","Field River South","FRS","FRS2","86",3,36,108,"Dasycercus cristicauda",NA,1,0.925925926,"Dasyuridae"
2004,"Feb.04","Field River North","FRN","FRN1","86",3,36,108,"No captures",NA,2,1.851851852,""
2004,"Feb.04","Field River North","FRN","FRN2","86",3,36,108,"No captures",NA,2,1.851851852,""
2004,"Feb.04","Field River North","FRN","FRN2","86",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2004,"Feb.04","Field River North","FRN","FRN2","86",3,36,108,"Sminthopsis youngsoni",NA,2,1.851851852,"Dasyuridae"
2004,"Feb.04","Field River North","FRN","FRN1","86",3,36,108,"Pseudomys hermannsburgensis",NA,3,2.777777778,"Muridae"
2004,"Feb.04","Field River South","FRS","FRS2","86",3,36,108,"No captures",NA,2,1.851851852,""
2004,"Feb.04","Main Camp","MC","MC2","86",3,36,108,"No captures",NA,2,1.851851852,""
2004,"Feb.04","Main Camp","MC","MC4","86",3,36,108,"Sminthopsis youngsoni",NA,2,1.851851852,"Dasyuridae"
2004,"Feb.04","Main Camp","MC","MC4","86",3,36,108,"Ningaui ridei",NA,3,2.777777778,"Dasyuridae"
2004,"Feb.04","Main Camp","MC","MC2","86",3,36,108,"Pseudomys hermannsburgensis",NA,2,1.851851852,"Muridae"
2004,"Feb.04","Main Camp","MC","MC1","86",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
2004,"Feb.04","Main Camp","MC","MC1","86",3,36,108,"Sminthopsis youngsoni",NA,3,2.777777778,"Dasyuridae"
2004,"May.04","Shitty Site","SH","SH4","87",3,36,108,"No captures",NA,3,2.777777778,""
2004,"May.04","Shitty Site","SH","SH5","87",3,36,108,"No captures",NA,3,2.777777778,""
2004,"May.04","South Site","SS","SS3","87",3,36,108,"Ningaui ridei",NA,3,2.777777778,"Dasyuridae"
2004,"May.04","South Site","SS","SS4","87",3,36,108,"No captures",NA,2,1.851851852,""
2004,"May.04","South Site","SS","SS4","87",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2004,"May.04","Field River South","FRS","FRS2","87",3,36,108,"No captures",NA,3,2.777777778,""
2004,"May.04","Carlo","CS","CS5","87",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2004,"May.04","Carlo","CS","CS5","87",3,36,108,"No captures",NA,2,1.851851852,""
2004,"May.04","Carlo","CS","CS2","87",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
2004,"May.04","Carlo","CS","CS2","87",3,36,108,"No captures",NA,2,1.851851852,""
2004,"Aug.04","Main Camp","MC","MC2","88",3,36,108,"Ningaui ridei",NA,3,2.777777778,"Dasyuridae"
2004,"Aug.04","Tobermorey West","TBW","TBW4","88",3,36,108,"No captures",NA,2,1.851851852,""
2004,"Aug.04","Tobermorey West","TBW","TBW4","88",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2004,"Aug.04","Main Camp","MC","MC2","88",3,36,108,"Sminthopsis youngsoni",NA,2,1.851851852,"Dasyuridae"
2004,"Aug.04","Main Camp","MC","MC2","88",3,36,108,"No captures",NA,1,0.925925926,""
2004,"Aug.04","Plum Pudding","PP","PP1","88",3,36,108,"No captures",NA,1,0.925925926,""
2004,"Aug.04","Tobermorey West","TBW","TBW4","88",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2004,"Aug.04","Main Camp","MC","MC10","88",2,36,72,"No captures",NA,1,1.388888889,""
2004,"Aug.04","Plum Pudding","PP","PP1","88",3,36,108,"Ningaui ridei",NA,2,1.851851852,"Dasyuridae"
2004,"Aug.04","Main Camp","MC","MC10","88",2,36,72,"Sminthopsis youngsoni",NA,3,4.166666667,"Dasyuridae"
2004,"Aug.04","Main Camp","MC","MC10","88",2,36,72,"Pseudomys desertor",NA,1,1.388888889,"Muridae"
2004,"Aug.04","Main Camp","MC","MC2","88",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2004,"Aug.04","Shitty Site","SH","SH5","88",3,36,108,"No captures",NA,3,2.777777778,""
2004,"Aug.04","South Site","SS","SS4","88",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2004,"Aug.04","South Site","SS","SS3","88",3,36,108,"Sminthopsis hirtipes",NA,3,2.777777778,"Dasyuridae"
2004,"Aug.04","South Site","SS","SS3","88",3,36,108,"No captures",NA,1,0.925925926,""
2004,"Aug.04","South Site","SS","SS4","88",3,36,108,"Sminthopsis hirtipes",NA,1,0.925925926,"Dasyuridae"
2004,"Aug.04","Tobermorey East","TBE","TBE1","88",3,36,108,"No captures",NA,2,1.851851852,""
2004,"Aug.04","Plum Pudding","PP","PP0","88",3,36,108,"No captures",NA,2,1.851851852,""
2004,"Aug.04","Tobermorey East","TBE","TBE2","88",3,36,108,"No captures",NA,1,0.925925926,""
2004,"Aug.04","Plum Pudding","PP","PP0","88",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2004,"Aug.04","Tobermorey East","TBE","TBE2","88",3,36,108,"Pseudomys hermannsburgensis",NA,2,1.851851852,"Muridae"
2004,"Aug.04","Shitty Site","SH","SH4","88",3,36,108,"No captures",NA,3,2.777777778,""
2004,"Aug.04","Tobermorey East","TBE","TBE2","88",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2004,"Aug.04","Tobermorey West","TBW","TBW3","88",3,36,108,"No captures",NA,2,1.851851852,""
2004,"Aug.04","Tobermorey West","TBW","TBW3","88",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2004,"Aug.04","South Site","SS","SS4","88",3,36,108,"No captures",NA,1,0.925925926,""
2004,"Aug.04","Tobermorey East","TBE","TBE1","88",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2004,"Aug.04","Field River North","FRN","FRN1","88",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2004,"Aug.04","Carlo","CS","CS2","88",3,36,108,"Ningaui ridei",NA,3,2.777777778,"Dasyuridae"
2004,"Aug.04","Carlo","CS","CS2","88",3,36,108,"No captures",NA,1,0.925925926,""
2004,"Aug.04","Carlo","CS","CS5","88",3,36,108,"No captures",NA,3,2.777777778,""
2004,"Aug.04","Cravens Peak","CP","CP1","88",3,36,108,"Sminthopsis youngsoni",NA,2,1.851851852,"Dasyuridae"
2004,"Aug.04","Cravens Peak","CP","CP2","88",3,36,108,"No captures",NA,3,2.777777778,""
2004,"Aug.04","Field River North","FRN","FRN1","88",3,36,108,"No captures",NA,1,0.925925926,""
2004,"Aug.04","Field River North","FRN","FRN1","88",3,36,108,"Sminthopsis youngsoni",NA,2,1.851851852,"Dasyuridae"
2004,"Aug.04","Field River North","FRN","FRN2","88",3,36,108,"No captures",NA,2,1.851851852,""
2004,"Aug.04","Field River North","FRN","FRN2","88",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2004,"Aug.04","Field River South","FRS","FRS2","88",3,36,108,"Dasycercus cristicauda",NA,1,0.925925926,"Dasyuridae"
2004,"Aug.04","Field River South","FRS","FRS2","88",3,36,108,"No captures",NA,1,0.925925926,""
2004,"Aug.04","Field River South","FRS","FRS2","88",3,36,108,"Sminthopsis hirtipes",NA,1,0.925925926,"Dasyuridae"
2004,"Aug.04","Kunnamuka Swamp East","KSE","KSE2","88",3,36,108,"No captures",NA,3,2.777777778,""
2004,"Aug.04","Main Camp","MC","MC1","88",3,36,108,"Sminthopsis youngsoni",NA,6,5.555555556,"Dasyuridae"
2004,"Aug.04","Main Camp","MC","MC1","88",3,36,108,"No captures",NA,1,0.925925926,""
2004,"Nov.04","South Site","SS","SS3","89",3,36,108,"No captures",NA,2,1.851851852,""
2004,"Nov.04","South Site","SS","SS3","89",3,36,108,"Sminthopsis hirtipes",NA,2,1.851851852,"Dasyuridae"
2004,"Nov.04","Main Camp","MC","MC10","89",3,36,108,"No captures",NA,1,0.925925926,""
2004,"Nov.04","Main Camp","MC","MC10","89",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
2004,"Nov.04","Cravens Peak","CP","CP2","89",3,36,108,"No captures",NA,1,0.925925926,""
2004,"Nov.04","South Site","SS","SS4","89",3,36,108,"No captures",NA,2,1.851851852,""
2004,"Nov.04","South Site","SS","SS4","89",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2004,"Nov.04","Cravens Peak","CP","CP2","89",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
2004,"Nov.04","Kunnamuka Swamp East","KSE","KSE2","89",3,36,108,"Ningaui ridei",NA,4,3.703703704,"Dasyuridae"
2004,"Nov.04","Tobermorey East","TBE","TBE1","89",3,36,108,"No captures",NA,1,0.925925926,""
2004,"Nov.04","Cravens Peak","CP","CP2","89",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2004,"Nov.04","Field River North","FRN","FRN1","89",3,36,108,"Mus musculus",NA,1,0.925925926,"Muridae"
2004,"Nov.04","Tobermorey East","TBE","TBE2","89",3,36,108,"No captures",NA,1,0.925925926,""
2004,"Nov.04","Cravens Peak","CP","CP2","89",3,36,108,"Dasycercus cristicauda",NA,1,0.925925926,"Dasyuridae"
2004,"Nov.04","Tobermorey East","TBE","TBE2","89",3,36,108,"Pseudomys hermannsburgensis",NA,2,1.851851852,"Muridae"
2004,"Nov.04","Carlo","CS","CS5","89",3,36,108,"No captures",NA,3,2.777777778,""
2004,"Nov.04","Main Camp","MC","MC1","89",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
2004,"Nov.04","Tobermorey West","TBW","TBW3","89",3,36,108,"Ningaui ridei",NA,2,1.851851852,"Dasyuridae"
2004,"Nov.04","Tobermorey West","TBW","TBW3","89",3,36,108,"No captures",NA,1,0.925925926,""
2004,"Nov.04","Tobermorey West","TBW","TBW3","89",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2004,"Nov.04","Carlo","CS","CS2","89",3,36,108,"No captures",NA,2,1.851851852,""
2004,"Nov.04","Carlo","CS","CS2","89",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
2004,"Nov.04","Main Camp","MC","MC1","89",3,36,108,"Sminthopsis youngsoni",NA,4,3.703703704,"Dasyuridae"
2004,"Nov.04","Tobermorey West","TBW","TBW4","89",3,36,108,"No captures",NA,3,2.777777778,""
2004,"Nov.04","Main Camp","MC","MC1","89",3,36,108,"Sminthopsis hirtipes",NA,1,0.925925926,"Dasyuridae"
2004,"Nov.04","Plum Pudding","PP","PP1","89",3,36,108,"Ningaui ridei",NA,4,3.703703704,"Dasyuridae"
2004,"Nov.04","Main Camp","MC","MC1","89",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2004,"Nov.04","Cravens Peak","CP","CP1","89",3,36,108,"No captures",NA,3,2.777777778,""
2004,"Nov.04","Main Camp","MC","MC2","89",3,36,108,"Pseudomys hermannsburgensis",NA,3,2.777777778,"Muridae"
2004,"Nov.04","Kunnamuka Swamp East","KSE","KSE2","89",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2004,"Nov.04","Kunnamuka Swamp East","KSE","KSE2","89",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2004,"Nov.04","Main Camp","MC","MC4","89",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2004,"Nov.04","Main Camp","MC","MC4","89",3,36,108,"Pseudomys hermannsburgensis",NA,5,4.62962963,"Muridae"
2004,"Nov.04","Field River South","FRS","FRS2","89",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
2004,"Nov.04","Plum Pudding","PP","PP0","89",3,36,108,"No captures",NA,1,0.925925926,""
2004,"Nov.04","Field River South","FRS","FRS2","89",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2004,"Nov.04","Main Camp","MC","MC2","89",3,36,108,"Notomys alexis",NA,1,0.925925926,"Muridae"
2004,"Nov.04","Field River North","FRN","FRN1","89",3,36,108,"No captures",NA,1,0.925925926,""
2004,"Nov.04","Main Camp","MC","MC2","89",3,36,108,"No captures",NA,1,0.925925926,""
2004,"Nov.04","Tobermorey East","TBE","TBE1","89",3,36,108,"Sminthopsis youngsoni",NA,3,2.777777778,"Dasyuridae"
2004,"Nov.04","Main Camp","MC","MC2","89",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
2004,"Nov.04","Field River South","FRS","FRS2","89",3,36,108,"Sminthopsis hirtipes",NA,1,0.925925926,"Dasyuridae"
2004,"Nov.04","Kunnamuka Swamp East","KSE","KSE2","89",3,36,108,"No captures",NA,1,0.925925926,""
2004,"Nov.04","Field River South","FRS","FRS2","89",3,36,108,"Notomys alexis",NA,1,0.925925926,"Muridae"
2004,"Nov.04","Field River North","FRN","FRN2","89",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2004,"Nov.04","Plum Pudding","PP","PP0","89",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2004,"Nov.04","Shitty Site","SH","SH5","89",3,36,108,"No captures",NA,2,1.851851852,""
2004,"Nov.04","Shitty Site","SH","SH5","89",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2004,"Nov.04","Shitty Site","SH","SH4","89",3,36,108,"No captures",NA,3,2.777777778,""
2004,"Nov.04","Main Camp","MC","MC11","89",3,36,108,"Ningaui ridei",NA,3,2.777777778,"Dasyuridae"
2004,"Nov.04","Field River North","FRN","FRN2","89",3,36,108,"Sminthopsis hirtipes",NA,2,1.851851852,"Dasyuridae"
2004,"Nov.04","Plum Pudding","PP","PP1","89",3,36,108,"No captures",NA,1,0.925925926,""
2004,"Nov.04","Main Camp","MC","MC11","89",3,36,108,"Sminthopsis youngsoni",NA,5,4.62962963,"Dasyuridae"
2004,"Nov.04","Field River North","FRN","FRN1","89",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2004,"Nov.04","Plum Pudding","PP","PP0","89",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2004,"Nov.04","Main Camp","MC","MC11","89",3,36,108,"No captures",NA,1,0.925925926,""
2005,"Feb.05","Main Camp","MC","MC11","90",3,36,108,"Sminthopsis youngsoni",NA,3,2.777777778,"Dasyuridae"
2005,"Feb.05","Main Camp","MC","MC10","90",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2005,"Feb.05","Main Camp","MC","MC11","90",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2005,"Feb.05","Main Camp","MC","MC11","90",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
2005,"Feb.05","Main Camp","MC","MC10","90",3,36,108,"Ningaui ridei",NA,2,1.851851852,"Dasyuridae"
2005,"Feb.05","Main Camp","MC","MC1","90",3,36,108,"Sminthopsis youngsoni",NA,2,1.851851852,"Dasyuridae"
2005,"Feb.05","Main Camp","MC","MC1","90",3,36,108,"Ningaui ridei",NA,2,1.851851852,"Dasyuridae"
2005,"Feb.05","Main Camp","MC","MC2","90",3,36,108,"No captures",NA,2,1.851851852,""
2005,"Feb.05","Field River South","FRS","FRS2","90",3,36,108,"No captures",NA,2,1.851851852,""
2005,"Feb.05","Main Camp","MC","MC4","90",3,36,108,"Sminthopsis youngsoni",NA,3,2.777777778,"Dasyuridae"
2005,"Feb.05","Field River North","FRN","FRN2","90",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2005,"Feb.05","Field River South","FRS","FRS2","90",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2005,"Feb.05","Main Camp","MC","MC2","90",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2005,"Feb.05","Main Camp","MC","MC2","90",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
2005,"Feb.05","Main Camp","MC","MC4","90",3,36,108,"Dasycercus cristicauda",NA,1,0.925925926,"Dasyuridae"
2005,"Feb.05","South Site","SS","SS3","90",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2005,"Feb.05","Main Camp","MC","MC4","90",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
2005,"Feb.05","South Site","SS","SS4","90",3,36,108,"Sminthopsis hirtipes",NA,1,0.925925926,"Dasyuridae"
2005,"Feb.05","South Site","SS","SS4","90",3,36,108,"No captures",NA,2,1.851851852,""
2005,"Feb.05","Shitty Site","SH","SH4","90",3,36,108,"No captures",NA,3,2.777777778,""
2005,"Feb.05","Shitty Site","SH","SH5","90",3,36,108,"No captures",NA,3,2.777777778,""
2005,"Feb.05","South Site","SS","SS3","90",3,36,108,"No captures",NA,1,0.925925926,""
2005,"Feb.05","Field River North","FRN","FRN2","90",3,36,108,"No captures",NA,2,1.851851852,""
2005,"Feb.05","Field River North","FRN","FRN1","90",3,36,108,"No captures",NA,3,2.777777778,""
