"lakeid","year4","sta","depth","taxon","rep","number_indiv"
"BM",1984,1,18.00,"MYSIS",5,0
"BM",1985,1,18.00,"LEPTODORA",3,8
"BM",1985,1,18.00,"MYSIS",1,0
"BM",1985,1,18.00,"MYSIS",5,0
"BM",1986,1,19.00,"LEPTODORA",4,0
"BM",1986,1,19.00,"MYSIS",4,0
"BM",1987,1,18.00,"LEPTODORA",2,2
"BM",1987,1,18.00,"LEPTODORA",5,3
"BM",1987,1,18.00,"MYSIS",5,0
"BM",1988,1,19.00,"LEPTODORA",3,38
"BM",1989,1,18.00,"LEPTODORA",1,0
"BM",1989,1,18.00,"LEPTODORA",4,0
"BM",1989,1,18.00,"MYSIS",4,0
"BM",1990,1,16.00,"LEPTODORA",2,10
"BM",1990,1,16.00,"LEPTODORA",5,4
"BM",1991,1,18.00,"LEPTODORA",1,431
"BM",1991,1,18.00,"LEPTODORA",4,344
"BM",1991,1,18.00,"MYSIS",4,0
"BM",1992,1,18.00,"LEPTODORA",1,19
"BM",1992,1,18.00,"LEPTODORA",5,46
"BM",1992,1,18.00,"MYSIS",5,0
"BM",1993,1,19.00,"LEPTODORA",2,196
"BM",1993,1,19.00,"MYSIS",1,0
"BM",1993,1,19.00,"MYSIS",5,0
"BM",1994,1,19.00,"LEPTODORA",3,4
"BM",1994,1,19.00,"MYSIS",1,0
"BM",1994,1,19.00,"MYSIS",5,0
"BM",1995,1,19.00,"MYSIS",2,0
"BM",1996,1,19.00,"LEPTODORA",1,54
"BM",1996,1,19.00,"LEPTODORA",4,147
"BM",1996,1,19.00,"MYSIS",4,0
"BM",1997,1,19.00,"LEPTODORA",2,0
"BM",1997,1,19.00,"LEPTODORA",5,0
"BM",1997,1,19.00,"MYSIS",5,0
"BM",1999,1,19.00,"LEPTODORA",3,30
"BM",1999,1,19.00,"LEPTODORA",5,46
"BM",1999,1,19.00,"MYSIS",5,0
"BM",2000,1,19.00,"LEPTODORA",2,11
"BM",2000,1,19.00,"MYSIS",1,0
"BM",2000,1,19.00,"MYSIS",4,0
"BM",2001,1,19.00,"LEPTODORA",2,56
"BM",2001,1,19.00,"LEPTODORA",5,150
"BM",2002,1,18.00,"LEPTODORA",1,10
"BM",2002,1,18.00,"LEPTODORA",4,34
"CB",1983,1,2.50,"LEPTODORA",3,0
"CB",1983,1,2.50,"MYSIS",2,0
"CB",1984,1,1.50,"LEPTODORA",1,62
"CB",1984,1,1.50,"LEPTODORA",5,2
"CB",1984,1,1.50,"MYSIS",5,0
"CB",1985,1,2.00,"LEPTODORA",2,67
"CB",1985,1,2.00,"MYSIS",1,0
"CB",1986,1,2.00,"LEPTODORA",3,11
"CB",1986,1,2.00,"MYSIS",2,0
"CB",1987,1,2.00,"LEPTODORA",1,33
"CB",1987,1,2.00,"LEPTODORA",4,3
"CB",1987,1,2.00,"MYSIS",3,0
"CB",1988,1,1.25,"LEPTODORA",2,0
"CB",1988,1,1.25,"MYSIS",5,0
"CB",1989,1,3.00,"LEPTODORA",3,0
"CB",1989,1,3.00,"MYSIS",1,0
"CB",1989,1,3.00,"MYSIS",5,0
"CB",1990,1,3.00,"LEPTODORA",3,0
"CB",1990,1,3.00,"MYSIS",1,0
"CB",1990,1,3.00,"MYSIS",5,0
"CB",1991,1,2.00,"LEPTODORA",3,0
"CB",1991,1,2.00,"MYSIS",1,0
"CB",1992,1,2.00,"LEPTODORA",2,3
"CB",1992,1,2.00,"MYSIS",1,0
"CB",1992,1,2.00,"MYSIS",5,0
"CB",1993,1,2.00,"LEPTODORA",3,4
"CB",1993,1,2.00,"MYSIS",1,0
"CB",1993,1,2.00,"MYSIS",5,0
"CB",1994,1,2.00,"LEPTODORA",3,0
"CB",1994,1,2.00,"MYSIS",1,0
"CB",1994,1,2.00,"MYSIS",5,0
"CB",1995,1,2.00,"MYSIS",2,0
"CB",1996,1,2.10,"LEPTODORA",1,0
"TR",2007,7,25.00,"LEPTODORA",2,135
"TR",2007,7,25.00,"LEPTODORA",3,98
"TR",2007,2,32.00,"MYSIS",1,0
"TR",2007,2,32.00,"MYSIS",2,0
"TR",2007,2,32.00,"MYSIS",3,0
"TR",2007,2,32.00,"MYSIS",4,0
"TR",2007,2,32.00,"MYSIS",5,0
"TR",2007,2,32.00,"CHAOBORUS LARVAE",1,80
"TR",2007,2,32.00,"CHAOBORUS LARVAE",2,119
"CR",2007,1,19.00,"CHAOBORUS LARVAE",3,0
"CR",2007,1,19.00,"CHAOBORUS LARVAE",4,0
"CR",2007,1,19.00,"CHAOBORUS LARVAE",5,3
"CR",2007,1,19.00,"CHAOBORUS PUPAE",1,0
"CR",2007,1,19.00,"CHAOBORUS PUPAE",2,0
"CR",2007,1,19.00,"CHAOBORUS PUPAE",3,0
"CR",2007,1,19.00,"CHAOBORUS PUPAE",4,0
"CR",2007,1,19.00,"CHAOBORUS PUPAE",5,0
"CR",2007,1,19.00,"LEPTODORA",1,521
"CR",2007,1,19.00,"LEPTODORA",2,647
"CR",2007,1,19.00,"LEPTODORA",3,652
"CR",2007,1,19.00,"LEPTODORA",4,486
"CR",2007,1,19.00,"LEPTODORA",5,867
"SP",2007,1,18.00,"MYSIS",1,0
"SP",2007,1,18.00,"MYSIS",2,0
"SP",2007,1,18.00,"MYSIS",3,0
"SP",2007,1,18.00,"MYSIS",4,0
"SP",2007,1,18.00,"MYSIS",5,0
"SP",2007,1,18.00,"CHAOBORUS LARVAE",1,21
"SP",2007,1,18.00,"CHAOBORUS LARVAE",2,5
"SP",2007,1,18.00,"CHAOBORUS LARVAE",3,1
"SP",2007,1,18.00,"CHAOBORUS LARVAE",4,3
"SP",2007,1,18.00,"CHAOBORUS LARVAE",5,1
"SP",2007,1,18.00,"CHAOBORUS PUPAE",1,1
"SP",2007,1,18.00,"CHAOBORUS PUPAE",2,0
"SP",2007,1,18.00,"CHAOBORUS PUPAE",3,1
"SP",2007,1,18.00,"CHAOBORUS PUPAE",4,1
"SP",2007,1,18.00,"CHAOBORUS PUPAE",5,3
"SP",2007,1,18.00,"LEPTODORA",1,85
"SP",2007,1,18.00,"LEPTODORA",2,90
"SP",2007,1,18.00,"LEPTODORA",3,81
"SP",2007,1,18.00,"LEPTODORA",4,59
"SP",2007,1,18.00,"LEPTODORA",5,81
"CR",2007,1,19.00,"MYSIS",3,0
"CR",2007,1,19.00,"MYSIS",4,0
"CR",2007,1,19.00,"MYSIS",5,0
"CR",2007,1,19.00,"CHAOBORUS LARVAE",1,0
"CR",2007,1,19.00,"CHAOBORUS LARVAE",2,0
"BM",2006,1,18.00,"LEPTODORA",2,111
"AL",2006,1,7.00,"MYSIS",1,0
"AL",2006,1,7.00,"MYSIS",2,0
"AL",2006,1,7.00,"MYSIS",3,0
"AL",2006,1,7.00,"MYSIS",4,0
"AL",2006,1,7.00,"MYSIS",5,0
"AL",2006,1,7.00,"CHAOBORUS LARVAE",1,608
"AL",2006,1,7.00,"CHAOBORUS LARVAE",2,1082
"AL",2006,1,7.00,"CHAOBORUS LARVAE",3,686
"AL",2006,1,7.00,"CHAOBORUS LARVAE",4,590
"AL",2006,1,7.00,"CHAOBORUS LARVAE",5,777
"AL",2006,1,7.00,"CHAOBORUS PUPAE",1,18
"AL",2006,1,7.00,"CHAOBORUS PUPAE",2,48
"AL",2006,1,7.00,"CHAOBORUS PUPAE",3,9
"AL",2006,1,7.00,"CHAOBORUS PUPAE",4,12
"AL",2006,1,7.00,"CHAOBORUS PUPAE",5,38
"AL",2006,1,7.00,"LEPTODORA",1,27
"AL",2006,1,7.00,"LEPTODORA",2,39
"AL",2006,1,7.00,"LEPTODORA",3,9
"AL",2006,1,7.00,"LEPTODORA",4,12
"AL",2006,1,7.00,"LEPTODORA",5,23
"BM",2006,1,18.00,"MYSIS",1,0
"BM",2006,1,18.00,"MYSIS",2,0
"BM",2006,1,18.00,"MYSIS",3,0
"BM",2006,1,18.00,"MYSIS",4,0
"BM",2006,1,18.00,"MYSIS",5,0
"BM",2006,1,18.00,"CHAOBORUS LARVAE",1,278
"BM",2006,1,18.00,"CHAOBORUS LARVAE",2,333
"BM",2006,1,18.00,"CHAOBORUS LARVAE",3,273
"BM",2006,1,18.00,"CHAOBORUS LARVAE",4,258
"BM",2006,1,18.00,"CHAOBORUS LARVAE",5,378
"BM",2006,1,18.00,"CHAOBORUS PUPAE",1,100
"BM",2006,1,18.00,"CHAOBORUS PUPAE",2,56
"BM",2006,1,18.00,"CHAOBORUS PUPAE",3,41
"BM",2006,1,18.00,"CHAOBORUS PUPAE",4,84
"BM",2006,1,18.00,"CHAOBORUS PUPAE",5,166
"BM",2006,1,18.00,"LEPTODORA",1,136
"BM",2006,1,18.00,"LEPTODORA",3,223
"BM",2006,1,18.00,"LEPTODORA",4,118
"BM",2006,1,18.00,"LEPTODORA",5,181
"CR",2006,1,18.00,"MYSIS",1,0
"CR",2006,1,18.00,"MYSIS",2,0
"CR",2006,1,18.00,"MYSIS",3,0
"CR",2006,1,18.00,"MYSIS",4,0
"CR",2006,1,18.00,"MYSIS",5,0
"CR",2006,1,18.00,"CHAOBORUS LARVAE",1,0
"CR",2006,1,18.00,"CHAOBORUS LARVAE",2,0
"CR",2006,1,18.00,"CHAOBORUS LARVAE",3,0
"CR",2006,1,18.00,"CHAOBORUS LARVAE",4,0
"CR",2006,1,18.00,"CHAOBORUS LARVAE",5,1
"CR",2006,1,18.00,"CHAOBORUS PUPAE",1,0
"CR",2006,1,18.00,"CHAOBORUS PUPAE",2,0
"CR",2006,1,18.00,"CHAOBORUS PUPAE",3,0
"CR",2006,1,18.00,"CHAOBORUS PUPAE",4,0
"CR",2006,1,18.00,"CHAOBORUS PUPAE",5,0
"CR",2006,1,18.00,"LEPTODORA",1,50
"CR",2006,1,18.00,"LEPTODORA",2,92
"CR",2006,1,18.00,"LEPTODORA",3,50
"CR",2006,1,18.00,"LEPTODORA",4,108
"CR",2006,1,18.00,"LEPTODORA",5,91
"SP",2006,1,18.00,"MYSIS",1,0
"SP",2006,1,18.00,"MYSIS",2,0
"SP",2006,1,18.00,"MYSIS",3,0
"SP",2006,1,18.00,"MYSIS",4,0
"SP",2006,1,18.00,"MYSIS",5,0
"SP",2006,1,18.00,"CHAOBORUS LARVAE",1,17
"SP",2006,1,18.00,"CHAOBORUS LARVAE",2,11
"SP",2006,1,18.00,"CHAOBORUS LARVAE",3,1
"SP",2006,1,18.00,"CHAOBORUS LARVAE",4,1
"SP",2006,1,18.00,"CHAOBORUS LARVAE",5,4
"SP",2006,1,18.00,"CHAOBORUS PUPAE",1,1
"SP",2006,1,18.00,"CHAOBORUS PUPAE",2,6
"SP",2006,1,18.00,"CHAOBORUS PUPAE",3,2
"SP",2006,1,18.00,"CHAOBORUS PUPAE",4,0
"SP",2006,1,18.00,"CHAOBORUS PUPAE",5,0
"SP",2006,1,18.00,"LEPTODORA",1,11
"SP",2006,1,18.00,"LEPTODORA",2,20
"SP",2006,1,18.00,"LEPTODORA",3,6
"SP",2006,1,18.00,"LEPTODORA",4,11
"SP",2006,1,18.00,"LEPTODORA",5,18
"CB",2006,1,2.00,"MYSIS",1,0
"CB",2006,1,2.00,"MYSIS",2,0
"CB",2006,1,2.00,"MYSIS",3,0
"CB",2006,1,2.00,"MYSIS",4,0
"CB",2006,1,2.00,"MYSIS",5,0
"CB",2006,1,2.00,"CHAOBORUS LARVAE",1,175
"CB",2006,1,2.00,"CHAOBORUS LARVAE",2,134
"CB",2006,1,2.00,"CHAOBORUS LARVAE",3,195
"CB",2006,1,2.00,"CHAOBORUS LARVAE",4,180
"CB",2006,1,2.00,"CHAOBORUS LARVAE",5,114
"CB",2006,1,2.00,"CHAOBORUS PUPAE",1,1
"CB",2006,1,2.00,"CHAOBORUS PUPAE",2,4
"CB",2006,1,2.00,"CHAOBORUS PUPAE",3,1
"CB",2006,1,2.00,"CHAOBORUS PUPAE",4,3
"CB",2006,1,2.00,"CHAOBORUS PUPAE",5,1
"CB",2006,1,2.00,"LEPTODORA",1,0
"CB",2006,1,2.00,"LEPTODORA",2,0
"CB",2006,1,2.00,"LEPTODORA",3,0
"CB",2006,1,2.00,"LEPTODORA",4,0
"CB",2006,1,2.00,"LEPTODORA",5,0
"TB",2006,1,6.00,"MYSIS",1,0
"TB",2006,1,6.00,"MYSIS",2,0
"TB",2006,1,6.00,"MYSIS",3,0
"TB",2006,1,6.00,"MYSIS",4,0
"TB",2006,1,6.00,"MYSIS",5,0
"TB",2006,1,6.00,"CHAOBORUS LARVAE",1,2
"TB",2006,1,6.00,"CHAOBORUS LARVAE",2,0
"TB",2006,1,6.00,"CHAOBORUS LARVAE",3,3
"TB",2006,1,6.00,"CHAOBORUS LARVAE",4,0
"TB",2006,1,6.00,"CHAOBORUS LARVAE",5,1
"TB",2006,1,6.00,"CHAOBORUS PUPAE",1,1
"TB",2006,1,6.00,"CHAOBORUS PUPAE",2,0
"TB",2006,1,6.00,"CHAOBORUS PUPAE",3,0
"TB",2006,1,6.00,"CHAOBORUS PUPAE",4,0
"TB",2006,1,6.00,"CHAOBORUS PUPAE",5,0
"TB",2006,1,6.00,"LEPTODORA",1,0
"TB",2006,1,6.00,"LEPTODORA",2,0
"TB",2006,1,6.00,"LEPTODORA",3,0
"TB",2006,1,6.00,"LEPTODORA",4,0
"TB",2006,1,6.00,"LEPTODORA",5,0
"TR",2006,4,10.00,"MYSIS",1,3
"TR",2006,4,10.00,"MYSIS",2,0
"TR",2006,4,10.00,"MYSIS",3,0
"TR",2006,4,10.00,"CHAOBORUS LARVAE",1,23
"TR",2006,4,10.00,"CHAOBORUS LARVAE",2,18
"TR",2006,4,10.00,"CHAOBORUS LARVAE",3,39
"TR",2006,4,10.00,"CHAOBORUS PUPAE",1,31
"TR",2006,4,10.00,"CHAOBORUS PUPAE",2,11
"TR",2006,4,10.00,"CHAOBORUS PUPAE",3,15
"TR",2006,4,10.00,"LEPTODORA",1,258
"TR",2006,4,10.00,"LEPTODORA",2,144
"TR",2006,4,10.00,"LEPTODORA",3,288
"TR",2006,5,15.00,"MYSIS",1,42
"TR",2006,5,15.00,"MYSIS",2,120
"TR",2006,5,15.00,"MYSIS",3,173
"TR",2006,5,15.00,"CHAOBORUS LARVAE",1,3
"TR",2006,5,15.00,"CHAOBORUS LARVAE",2,2
"TR",2006,5,15.00,"CHAOBORUS LARVAE",3,0
"TR",2006,5,15.00,"CHAOBORUS PUPAE",1,10
"TR",2006,5,15.00,"CHAOBORUS PUPAE",2,1
"TR",2006,5,15.00,"CHAOBORUS PUPAE",3,4
"TR",2006,5,15.00,"LEPTODORA",1,786
"TR",2006,5,15.00,"LEPTODORA",2,589
"TR",2006,5,15.00,"LEPTODORA",3,854
"TR",2006,6,20.00,"MYSIS",1,26
"TR",2006,6,20.00,"MYSIS",2,41
"TR",2006,6,20.00,"MYSIS",3,15
"TR",2006,6,20.00,"CHAOBORUS LARVAE",1,17
"TR",2006,6,20.00,"CHAOBORUS LARVAE",2,22
"TR",2006,6,20.00,"CHAOBORUS LARVAE",3,13
"TR",2006,6,20.00,"CHAOBORUS PUPAE",1,7
"TR",2006,6,20.00,"CHAOBORUS PUPAE",2,4
"TR",2006,6,20.00,"CHAOBORUS PUPAE",3,2
"TR",2006,6,20.00,"LEPTODORA",1,159
"TR",2006,6,20.00,"LEPTODORA",2,94
"TR",2006,6,20.00,"LEPTODORA",3,104
"TR",2006,7,25.00,"MYSIS",1,10
"TR",2006,7,25.00,"MYSIS",2,14
"TR",2006,7,25.00,"MYSIS",3,8
"TR",2006,7,25.00,"CHAOBORUS LARVAE",1,26
"TR",2006,7,25.00,"CHAOBORUS LARVAE",2,31
"TR",2006,7,25.00,"CHAOBORUS LARVAE",3,20
"TR",2006,7,25.00,"CHAOBORUS PUPAE",1,13
"TR",2006,7,25.00,"CHAOBORUS PUPAE",2,33
"TR",2006,7,25.00,"CHAOBORUS PUPAE",3,18
"TR",2006,7,25.00,"LEPTODORA",1,223
"TR",2006,7,25.00,"LEPTODORA",2,235
"TR",2006,7,25.00,"LEPTODORA",3,218
"TR",2006,2,30.00,"MYSIS",1,0
"TR",2006,2,30.00,"MYSIS",2,0
"TR",2006,2,30.00,"MYSIS",3,0
"TR",2006,2,30.00,"MYSIS",4,0
"TR",2006,2,30.00,"MYSIS",5,0
"TR",2006,2,30.00,"CHAOBORUS LARVAE",1,18
"TR",2006,2,30.00,"CHAOBORUS LARVAE",2,15
"TR",2006,2,30.00,"CHAOBORUS LARVAE",3,16
"TR",2006,2,30.00,"CHAOBORUS LARVAE",4,17
"TR",2006,2,30.00,"CHAOBORUS LARVAE",5,16
"TR",2006,2,30.00,"CHAOBORUS PUPAE",1,25
"TR",2006,2,30.00,"CHAOBORUS PUPAE",2,25
"TR",2006,2,30.00,"CHAOBORUS PUPAE",3,19
"TR",2006,2,30.00,"CHAOBORUS PUPAE",4,29
"TR",2006,2,30.00,"CHAOBORUS PUPAE",5,37
"TR",2006,2,30.00,"LEPTODORA",1,233
"TR",2006,2,30.00,"LEPTODORA",2,163
"TR",2006,2,30.00,"LEPTODORA",3,297
"TR",2006,2,30.00,"LEPTODORA",4,189
"TR",2006,2,30.00,"LEPTODORA",5,196
"AL",2007,1,7.00,"MYSIS",1,0
"AL",2007,1,7.00,"MYSIS",2,0
"AL",2007,1,7.00,"MYSIS",3,0
"AL",2007,1,7.00,"MYSIS",4,0
"AL",2007,1,7.00,"MYSIS",5,0
"TR",2008,6,20.00,"CHAOBORUS LARVAE",2,56
"TR",2008,6,20.00,"CHAOBORUS LARVAE",3,85
"TR",2008,6,20.00,"CHAOBORUS PUPAE",1,18
"TR",2008,6,20.00,"CHAOBORUS PUPAE",2,16
"TR",2008,6,20.00,"CHAOBORUS PUPAE",3,7
"TR",2008,6,20.00,"LEPTODORA",1,122
"TR",2008,6,20.00,"LEPTODORA",2,100
"TR",2008,6,20.00,"LEPTODORA",3,161
"TR",2008,7,25.00,"MYSIS",1,60
"TR",2008,7,25.00,"MYSIS",2,65
"TR",2008,7,25.00,"MYSIS",3,72
"TR",2008,7,25.00,"CHAOBORUS LARVAE",1,59
"TR",2008,7,25.00,"CHAOBORUS LARVAE",2,67
"TR",2008,7,25.00,"CHAOBORUS LARVAE",3,50
"TR",2008,7,25.00,"CHAOBORUS PUPAE",1,57
"TR",2008,7,25.00,"CHAOBORUS PUPAE",2,64
"TR",2008,7,25.00,"CHAOBORUS PUPAE",3,32
"TR",2008,7,25.00,"LEPTODORA",1,136
"TR",2008,7,25.00,"LEPTODORA",2,143
"TR",2008,7,25.00,"LEPTODORA",3,79
"TR",2008,2,32.00,"MYSIS",1,7
"TR",2008,2,32.00,"MYSIS",2,77
"TR",2008,2,32.00,"MYSIS",3,17
"TR",2008,2,32.00,"MYSIS",4,55
"TR",2008,2,32.00,"MYSIS",5,15
"TR",2008,2,32.00,"CHAOBORUS LARVAE",1,95
"TR",2008,2,32.00,"CHAOBORUS LARVAE",2,108
"TR",2008,2,32.00,"CHAOBORUS LARVAE",3,68
"TR",2008,2,32.00,"CHAOBORUS LARVAE",4,60
"TR",2008,2,32.00,"CHAOBORUS LARVAE",5,94
"TR",2008,2,32.00,"CHAOBORUS PUPAE",1,68
"TR",2008,2,32.00,"CHAOBORUS PUPAE",2,27
"TR",2008,2,32.00,"CHAOBORUS PUPAE",3,29
"TR",2008,2,32.00,"CHAOBORUS PUPAE",4,25
"TR",2008,2,32.00,"CHAOBORUS PUPAE",5,24
"TR",2008,2,32.00,"LEPTODORA",1,87
"TR",2008,2,32.00,"LEPTODORA",2,98
"TR",2008,2,32.00,"LEPTODORA",3,82
"TR",2008,2,32.00,"LEPTODORA",4,88
"TR",2008,2,32.00,"LEPTODORA",5,88
"AL",2009,1,6.00,"MYSIS",1,0
"AL",2009,1,6.00,"MYSIS",2,0
"AL",2009,1,6.00,"MYSIS",3,0
"AL",2009,1,6.00,"MYSIS",4,0
"AL",2009,1,6.00,"MYSIS",5,0
"AL",2009,1,6.00,"CHAOBORUS LARVAE",1,1477
"AL",2009,1,6.00,"CHAOBORUS LARVAE",2,1311
"AL",2009,1,6.00,"CHAOBORUS LARVAE",3,1452
"AL",2009,1,6.00,"CHAOBORUS LARVAE",4,1673
"AL",2009,1,6.00,"CHAOBORUS LARVAE",5,853
"AL",2009,1,6.00,"CHAOBORUS PUPAE",1,1
"AL",2009,1,6.00,"CHAOBORUS PUPAE",2,4
"AL",2009,1,6.00,"CHAOBORUS PUPAE",3,3
"AL",2009,1,6.00,"CHAOBORUS PUPAE",4,4
"AL",2009,1,6.00,"CHAOBORUS PUPAE",5,2
"AL",2009,1,6.00,"LEPTODORA",1,97
"AL",2009,1,6.00,"LEPTODORA",2,47
"AL",2009,1,6.00,"LEPTODORA",3,51
"AL",2009,1,6.00,"LEPTODORA",4,104
"AL",2009,1,6.00,"LEPTODORA",5,43
"BM",2009,1,17.00,"MYSIS",1,0
"BM",2009,1,17.00,"MYSIS",2,0
"BM",2009,1,17.00,"MYSIS",3,0
"BM",2009,1,17.00,"MYSIS",4,0
"BM",2009,1,17.00,"MYSIS",5,0
"BM",2009,1,17.00,"CHAOBORUS LARVAE",1,199
"BM",2009,1,17.00,"CHAOBORUS LARVAE",2,92
"BM",2009,1,17.00,"CHAOBORUS LARVAE",3,269
"BM",2009,1,17.00,"CHAOBORUS LARVAE",4,205
"BM",2009,1,17.00,"CHAOBORUS LARVAE",5,195
"BM",2009,1,17.00,"CHAOBORUS PUPAE",1,27
"BM",2009,1,17.00,"CHAOBORUS PUPAE",2,10
"BM",2009,1,17.00,"CHAOBORUS PUPAE",3,28
"BM",2009,1,17.00,"CHAOBORUS PUPAE",4,30
"BM",2009,1,17.00,"CHAOBORUS PUPAE",5,27
"BM",2009,1,17.00,"LEPTODORA",1,0
"BM",2009,1,17.00,"LEPTODORA",2,0
"BM",2009,1,17.00,"LEPTODORA",3,1
"BM",2009,1,17.00,"LEPTODORA",4,0
"BM",2009,1,17.00,"LEPTODORA",5,2
"CR",2009,1,17.00,"MYSIS",1,0
"CR",2009,1,17.00,"MYSIS",2,0
"CR",2009,1,17.00,"MYSIS",3,0
"CR",2009,1,17.00,"MYSIS",4,0
"CR",2009,1,17.00,"MYSIS",5,0
"CR",2009,1,17.00,"CHAOBORUS LARVAE",1,0
"CR",2009,1,17.00,"CHAOBORUS LARVAE",2,1
"CR",2009,1,17.00,"CHAOBORUS LARVAE",3,0
"CR",2009,1,17.00,"CHAOBORUS LARVAE",4,0
"CR",2009,1,17.00,"CHAOBORUS LARVAE",5,0
"CR",2009,1,17.00,"CHAOBORUS PUPAE",1,0
"CR",2009,1,17.00,"CHAOBORUS PUPAE",2,0
"CR",2009,1,17.00,"CHAOBORUS PUPAE",3,0
"CR",2009,1,17.00,"CHAOBORUS PUPAE",4,0
"CR",2009,1,17.00,"CHAOBORUS PUPAE",5,0
"CR",2009,1,17.00,"LEPTODORA",1,30
"CR",2009,1,17.00,"LEPTODORA",2,18
"CR",2009,1,17.00,"LEPTODORA",3,49
"CR",2009,1,17.00,"LEPTODORA",4,44
"CR",2009,1,17.00,"LEPTODORA",5,88
"SP",2009,1,16.00,"MYSIS",1,0
"SP",2009,1,16.00,"MYSIS",2,0
"SP",2009,1,16.00,"MYSIS",3,0
"SP",2009,1,16.00,"MYSIS",4,0
"SP",2009,1,16.00,"MYSIS",5,0
"SP",2009,1,16.00,"CHAOBORUS LARVAE",1,1
"SP",2009,1,16.00,"CHAOBORUS LARVAE",2,2
"SP",2009,1,16.00,"CHAOBORUS LARVAE",3,1
"SP",2009,1,16.00,"CHAOBORUS LARVAE",4,2
"SP",2009,1,16.00,"CHAOBORUS LARVAE",5,1
"SP",2009,1,16.00,"CHAOBORUS PUPAE",1,0
"SP",2009,1,16.00,"CHAOBORUS PUPAE",2,0
"SP",2009,1,16.00,"CHAOBORUS PUPAE",3,0
"SP",2009,1,16.00,"CHAOBORUS PUPAE",4,0
"SP",2009,1,16.00,"CHAOBORUS PUPAE",5,0
"SP",2009,1,16.00,"LEPTODORA",1,17
"SP",2009,1,16.00,"LEPTODORA",2,33
"SP",2009,1,16.00,"LEPTODORA",3,33
"SP",2009,1,16.00,"LEPTODORA",4,18
"SP",2009,1,16.00,"LEPTODORA",5,15
"CB",2009,1,2.00,"MYSIS",1,0
"CB",2009,1,2.00,"MYSIS",2,0
"CB",2009,1,2.00,"MYSIS",3,0
"CB",2009,1,2.00,"MYSIS",4,0
"CB",2009,1,2.00,"MYSIS",5,0
"CB",2009,1,2.00,"CHAOBORUS LARVAE",1,27
"CB",2009,1,2.00,"CHAOBORUS LARVAE",2,26
"CB",2009,1,2.00,"CHAOBORUS LARVAE",3,33
"CB",2009,1,2.00,"CHAOBORUS LARVAE",4,16
"CB",2009,1,2.00,"CHAOBORUS LARVAE",5,18
"CB",2009,1,2.00,"CHAOBORUS PUPAE",1,15
"CB",2009,1,2.00,"CHAOBORUS PUPAE",2,4
"CB",2009,1,2.00,"CHAOBORUS PUPAE",3,13
"CB",2009,1,2.00,"CHAOBORUS PUPAE",4,8
"CB",2009,1,2.00,"CHAOBORUS PUPAE",5,4
"CB",2009,1,2.00,"LEPTODORA",1,33
"CB",2009,1,2.00,"LEPTODORA",2,13
"CB",2009,1,2.00,"LEPTODORA",3,5
"CB",2009,1,2.00,"LEPTODORA",4,4
"CB",2009,1,2.00,"LEPTODORA",5,1
"TB",2009,1,6.00,"MYSIS",1,0
"TB",2009,1,6.00,"MYSIS",2,0
"TB",2009,1,6.00,"MYSIS",3,0
"TB",2009,1,6.00,"MYSIS",4,0
"TB",2009,1,6.00,"MYSIS",5,0
"TB",2009,1,6.00,"CHAOBORUS LARVAE",1,3
"TB",2009,1,6.00,"CHAOBORUS LARVAE",2,1
"TB",2009,1,6.00,"CHAOBORUS LARVAE",3,1
"TB",2009,1,6.00,"CHAOBORUS LARVAE",4,0
"TB",2009,1,6.00,"CHAOBORUS LARVAE",5,0
"TB",2009,1,6.00,"CHAOBORUS PUPAE",1,3
"TB",2009,1,6.00,"CHAOBORUS PUPAE",2,0
"TB",2009,1,6.00,"CHAOBORUS PUPAE",3,1
"TB",2009,1,6.00,"CHAOBORUS PUPAE",4,0
"TB",2009,1,6.00,"CHAOBORUS PUPAE",5,0
"TB",2009,1,6.00,"LEPTODORA",1,0
"TB",2009,1,6.00,"LEPTODORA",2,0
"TB",2009,1,6.00,"LEPTODORA",3,0
"TB",2009,1,6.00,"LEPTODORA",4,0
"TB",2009,1,6.00,"LEPTODORA",5,0
"TR",2009,4,10.00,"MYSIS",1,19
"TR",2009,4,10.00,"MYSIS",2,0
"TR",2009,4,10.00,"MYSIS",3,0
"TR",2009,4,10.00,"CHAOBORUS LARVAE",1,72
"TR",2009,4,10.00,"CHAOBORUS LARVAE",2,45
"TR",2009,4,10.00,"CHAOBORUS LARVAE",3,30
"TR",2009,4,10.00,"CHAOBORUS PUPAE",1,181
"TR",2009,4,10.00,"CHAOBORUS PUPAE",2,27
"TR",2009,4,10.00,"CHAOBORUS PUPAE",3,23
"TR",2009,4,10.00,"LEPTODORA",1,631
"TR",2009,4,10.00,"LEPTODORA",2,429
"TR",2009,4,10.00,"LEPTODORA",3,442
"TR",2009,5,15.00,"MYSIS",1,37
"TR",2009,5,15.00,"MYSIS",2,13
"TR",2009,5,15.00,"MYSIS",3,0
"TR",2009,5,15.00,"CHAOBORUS LARVAE",1,55
"TR",2009,5,15.00,"CHAOBORUS LARVAE",2,48
"TR",2009,5,15.00,"CHAOBORUS LARVAE",3,65
"TR",2009,5,15.00,"CHAOBORUS PUPAE",1,27
"TR",2009,5,15.00,"CHAOBORUS PUPAE",2,78
"TR",2009,5,15.00,"CHAOBORUS PUPAE",3,46
"TR",2009,5,15.00,"LEPTODORA",1,554
"TR",2009,5,15.00,"LEPTODORA",2,444
