SQUARE,YEAR,SITE_ID,SURVEY_DATE,PLANT_NAME,PROPORTION,LC07,LC07_NUM,EZ_DESC_07,COUNTY07,COUNTRY
URCWKY,CS2007,1,21-Jun-07,Sparganium erectum,5-10%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
CIHYIY,CS2007,1,05-Jul-07,Phragmites australis,50-75%,4e,4,Easterly lowlands (England),Lincolnshire,ENG
XDUEWA,CS2007,1,16-Aug-07,Apium nodiflorum,5-10%,7w,43,Lowlands (Wales),Gwynedd,WAL
XDUEWA,CS2007,1,16-Aug-07,Rorippa nasturtium-aquaticum,10-25%,7w,43,Lowlands (Wales),Gwynedd,WAL
SADWLS,CS2007,1,18-Jun-07,Agrostis stolonifera,<0.1%,18w,45,Uplands (Wales),Gwynedd,WAL
SADWLS,CS2007,1,18-Jun-07,Eurhynchium praelongum,50-75%,18w,45,Uplands (Wales),Gwynedd,WAL
CRIEFB,CS2007,2,06-Sep-07,No species entered,<0.1%,5w,41,Lowlands (Wales),Clwyd,WAL
HYILAM,CS2007,1,12-Jun-07,Cladophora aegagropila,<0.1%,11e,11,Easterly lowlands (England),Derby Unitary Authority,ENG
HYILAM,CS2007,1,12-Jun-07,Enteromorpha intestinalis,<0.1%,11e,11,Easterly lowlands (England),Derby Unitary Authority,ENG
HYILAM,CS2007,1,12-Jun-07,Myosotis scorpioides,<0.1%,11e,11,Easterly lowlands (England),Derby Unitary Authority,ENG
TBXJJD,CS2007,2,10-Sep-07,Agrostis stolonifera,<0.1%,12e,12,Easterly lowlands (England),Nottinghamshire,ENG
TBXJJD,CS2007,2,10-Sep-07,Apium nodiflorum,<0.1%,12e,12,Easterly lowlands (England),Nottinghamshire,ENG
TBXJJD,CS2007,2,10-Sep-07,Callitriche sp,<0.1%,12e,12,Easterly lowlands (England),Nottinghamshire,ENG
TBXJJD,CS2007,2,10-Sep-07,Phalaris arundinacea,<0.1%,12e,12,Easterly lowlands (England),Nottinghamshire,ENG
TBXJJD,CS2007,2,10-Sep-07,Rorippa nasturtium-aquaticum,<0.1%,12e,12,Easterly lowlands (England),Nottinghamshire,ENG
TBXJJD,CS2007,2,10-Sep-07,Veronica beccabunga,<0.1%,12e,12,Easterly lowlands (England),Nottinghamshire,ENG
ZTXKYJ,CS2007,1,11-Sep-07,Phragmites australis,>75%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
TRVAVH,CS2007,1,11-Jul-07,Callitriche sp,<0.1%,4e,4,Easterly lowlands (England),Norfolk,ENG
TRVAVH,CS2007,1,11-Jul-07,Lemna minor,<0.1%,4e,4,Easterly lowlands (England),Norfolk,ENG
TRVAVH,CS2007,1,11-Jul-07,Phragmites australis,<0.1%,4e,4,Easterly lowlands (England),Norfolk,ENG
UZZKAZ,CS2007,1,07-Aug-07,Batrachospermum sp,1-2.5%,17w1,17,Uplands (Wales),Gwynedd,WAL
UZZKAZ,CS2007,1,07-Aug-07,Nardia compressa,5-10%,17w1,17,Uplands (Wales),Gwynedd,WAL
UZZKAZ,CS2007,1,07-Aug-07,Scapania undulata,5-10%,17w1,17,Uplands (Wales),Gwynedd,WAL
MGWQSP,CS2007,1,25-Jul-07,Agrostis stolonifera,0.1-1%,17w1,17,Uplands (Wales),Gwynedd,WAL
MGWQSP,CS2007,1,25-Jul-07,Amblystegium fluviatile,0.1-1%,17w1,17,Uplands (Wales),Gwynedd,WAL
MGWQSP,CS2007,1,25-Jul-07,Iris pseudacorus,0.1-1%,17w1,17,Uplands (Wales),Gwynedd,WAL
MGWQSP,CS2007,1,25-Jul-07,Oenanthe crocata,2.5-5%,17w1,17,Uplands (Wales),Gwynedd,WAL
MGWQSP,CS2007,1,25-Jul-07,Phalaris arundinacea,0.1-1%,17w1,17,Uplands (Wales),Gwynedd,WAL
KXYDPJ,CS2007,1,18-Sep-07,Apium nodiflorum,10-25%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
KXYDPJ,CS2007,1,18-Sep-07,Lemna minor,<0.1%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
KXYDPJ,CS2007,1,18-Sep-07,Rorippa nasturtium-aquaticum,2.5-5%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
NNTSJE,CS2007,1,12-Sep-07,Phragmites australis,>75%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
KUSXUZ,CS2007,2,25-Sep-07,Glyceria maxima,<0.1%,4e,4,Easterly lowlands (England),Lincolnshire,ENG
KUSXUZ,CS2007,2,25-Sep-07,Phragmites australis,>75%,4e,4,Easterly lowlands (England),Lincolnshire,ENG
GMFGBH,CS2007,1,30-May-07,Fontinalis antipyretica,0.1-1%,17w3,19,Uplands (Wales),Clwyd,WAL
EVVEDK,CS2007,1,12-Jul-07,No species entered,<0.1%,10e,10,Westerly lowlands (England),Cheshire,ENG
HVNJKY,CS2007,1,18-Jul-07,Brachythecium rivulare,<0.1%,17e,16,Uplands (England),Derbyshire,ENG
HVNJKY,CS2007,1,18-Jul-07,Mnium hornum,<0.1%,17e,16,Uplands (England),Derbyshire,ENG
HVNJKY,CS2007,1,18-Jul-07,Rhizomnium punctatum,<0.1%,17e,16,Uplands (England),Derbyshire,ENG
HVNJKY,CS2007,1,18-Jul-07,Scapania undulata,<0.1%,17e,16,Uplands (England),Derbyshire,ENG
XHCFPY,CS2007,1,09-Oct-07,Apium nodiflorum,>75%,12e,12,Easterly lowlands (England),Nottinghamshire,ENG
XHCFPY,CS2007,1,09-Oct-07,Enteromorpha intestinalis,<0.1%,12e,12,Easterly lowlands (England),Nottinghamshire,ENG
XHCFPY,CS2007,1,09-Oct-07,Phalaris arundinacea,5-10%,12e,12,Easterly lowlands (England),Nottinghamshire,ENG
XHCFPY,CS2007,1,09-Oct-07,Rorippa nasturtium-aquaticum,2.5-5%,12e,12,Easterly lowlands (England),Nottinghamshire,ENG
KNVXKN,CS2007,1,16-Oct-07,Agrostis stolonifera,0.1-1%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
KNVXKN,CS2007,1,16-Oct-07,Enteromorpha intestinalis,10-25%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
KNVXKN,CS2007,1,16-Oct-07,Glyceria maxima,1-2.5%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
KNVXKN,CS2007,1,16-Oct-07,Phalaris arundinacea,10-25%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
KNVXKN,CS2007,1,16-Oct-07,Ranunculus aquatilis,<0.1%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
KNVXKN,CS2007,1,16-Oct-07,Rorippa nasturtium-aquaticum,25-50%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
KNVXKN,CS2007,1,16-Oct-07,Veronica catenata,10-25%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
IJFDGL,CS2007,1,04-Jun-07,Agrostis stolonifera,0.1-1%,6w,42,Lowlands (Wales),Gwynedd,WAL
IJFDGL,CS2007,1,04-Jun-07,Berula erecta,2.5-5%,6w,42,Lowlands (Wales),Gwynedd,WAL
IJFDGL,CS2007,1,04-Jun-07,Oenanthe crocata,10-25%,6w,42,Lowlands (Wales),Gwynedd,WAL
IJFDGL,CS2007,1,04-Jun-07,Phragmites australis,2.5-5%,6w,42,Lowlands (Wales),Gwynedd,WAL
RTQIEV,CS2007,1,12-Jun-07,Alisma plantago-aquatica,0.1-1%,5w,41,Lowlands (Wales),Clwyd,WAL
RTQIEV,CS2007,1,12-Jun-07,Callitriche sp,0.1-1%,5w,41,Lowlands (Wales),Clwyd,WAL
RTQIEV,CS2007,1,12-Jun-07,Ranunculus flammula,<0.1%,5w,41,Lowlands (Wales),Clwyd,WAL
RTQIEV,CS2007,1,12-Jun-07,Ranunculus penicillatus penicillatus,10-25%,5w,41,Lowlands (Wales),Clwyd,WAL
RTQIEV,CS2007,1,12-Jun-07,Sparganium emersum,1-2.5%,5w,41,Lowlands (Wales),Clwyd,WAL
RTQIEV,CS2007,1,12-Jun-07,Sparganium erectum,2.5-5%,5w,41,Lowlands (Wales),Clwyd,WAL
RTQIEV,CS2007,1,12-Jun-07,Veronica anagallis-aquatica,<0.1%,5w,41,Lowlands (Wales),Clwyd,WAL
VJVJJJ,CS2007,1,23-Oct-07,Berula erecta,<0.1%,13e,13,Westerly lowlands (England),Merseyside,ENG
VJVJJJ,CS2007,1,23-Oct-07,Stachys palustris,10-25%,13e,13,Westerly lowlands (England),Merseyside,ENG
VUJWHD,CS2007,2,10-Jul-07,No species entered,<0.1%,13e,13,Westerly lowlands (England),Cheshire,ENG
JDKZQA,CS2007,1,10-Oct-07,No species entered,<0.1%,11e,11,Easterly lowlands (England),Nottinghamshire,ENG
DOASNU,CS2007,1,27-Sep-07,No species entered,>75%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
TJPYWU,CS2007,1,18-Oct-07,Agrostis stolonifera,<0.1%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
TJPYWU,CS2007,1,18-Oct-07,Callitriche sp,<0.1%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
TJPYWU,CS2007,1,18-Oct-07,Glyceria fluitans,<0.1%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
TJPYWU,CS2007,1,18-Oct-07,Phalaris arundinacea,<0.1%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
TJPYWU,CS2007,1,18-Oct-07,Veronica catenata,<0.1%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
GQYNWE,CS2007,1,20-Sep-07,Agrostis stolonifera,0.1-1%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
VCQDRX,CS2007,1,11-Oct-07,No species entered,>75%,18e,20,Uplands (England),South Yorkshire,ENG
NBXWRU,CS2007,1,05-Jun-07,Caltha palustris,<0.1%,10e,10,Westerly lowlands (England),South Yorkshire,ENG
NBXWRU,CS2007,1,05-Jun-07,Rorippa nasturtium-aquaticum,0.1-1%,10e,10,Westerly lowlands (England),South Yorkshire,ENG
NBXWRU,CS2007,1,05-Jun-07,Veronica beccabunga,<0.1%,10e,10,Westerly lowlands (England),South Yorkshire,ENG
OSGDGJ,CS2007,1,03-Oct-07,Agrostis stolonifera,<0.1%,9e,9,Easterly lowlands (England),North Lincolnshire Unitary Authority,ENG
OSGDGJ,CS2007,1,03-Oct-07,Enteromorpha intestinalis,<0.1%,9e,9,Easterly lowlands (England),North Lincolnshire Unitary Authority,ENG
OSGDGJ,CS2007,1,03-Oct-07,Lemna minor,<0.1%,9e,9,Easterly lowlands (England),North Lincolnshire Unitary Authority,ENG
OSGDGJ,CS2007,1,03-Oct-07,Phalaris arundinacea,<0.1%,9e,9,Easterly lowlands (England),North Lincolnshire Unitary Authority,ENG
OSGDGJ,CS2007,1,03-Oct-07,Potamogeton pectinatus,<0.1%,9e,9,Easterly lowlands (England),North Lincolnshire Unitary Authority,ENG
OSGDGJ,CS2007,1,03-Oct-07,Rorippa nasturtium-aquaticum,<0.1%,9e,9,Easterly lowlands (England),North Lincolnshire Unitary Authority,ENG
OSGDGJ,CS2007,1,03-Oct-07,Veronica catenata,<0.1%,9e,9,Easterly lowlands (England),North Lincolnshire Unitary Authority,ENG
NQYHWK,CS2007,2,04-Jul-07,Nardia compressa,1-2.5%,17e,16,Uplands (England),West Yorkshire,ENG
SURVKO,CS2007,1,02-Jul-07,No species entered,>75%,10e,10,Westerly lowlands (England),West Yorkshire,ENG
SCQIDT,CS2007,1,25-Sep-07,Agrostis stolonifera,<0.1%,9e,9,Easterly lowlands (England),North East Lincolnshire Unitary Authority,ENG
SCQIDT,CS2007,1,25-Sep-07,Phragmites australis,50-75%,9e,9,Easterly lowlands (England),North East Lincolnshire Unitary Authority,ENG
HHNXYQ,CS2007,1,12-Jun-07,No species entered,<0.1%,18e,20,Uplands (England),Lancashire,ENG
XTIHBS,CS2007,1,20-Jun-07,No species entered,>75%,10e,10,Westerly lowlands (England),West Yorkshire,ENG
ZLWHEN,CS2007,2,01-Aug-07,Lemna minor,<0.1%,16e,15,Westerly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
ZLWHEN,CS2007,2,01-Aug-07,Lemna minuta,<0.1%,16e,15,Westerly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
ZLWHEN,CS2007,2,01-Aug-07,Phragmites australis,<0.1%,16e,15,Westerly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
HGBYWJ,CS2007,1,31-Jul-07,Apium nodiflorum,>75%,7e,7,Westerly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
HGBYWJ,CS2007,1,31-Jul-07,Callitriche sp,10-25%,7e,7,Westerly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
HGBYWJ,CS2007,1,31-Jul-07,Enteromorpha intestinalis,2.5-5%,7e,7,Westerly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
HGBYWJ,CS2007,1,31-Jul-07,Phalaris arundinacea,<0.1%,7e,7,Westerly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
UCUYAE,CS2007,2,29-May-07,Acorus calamus,2.5-5%,16e,15,Westerly lowlands (England),Lancashire,ENG
UCUYAE,CS2007,2,29-May-07,Agrostis stolonifera,<0.1%,16e,15,Westerly lowlands (England),Lancashire,ENG
UCUYAE,CS2007,2,29-May-07,Cladophora (aggregate),<0.1%,16e,15,Westerly lowlands (England),Lancashire,ENG
UCUYAE,CS2007,2,29-May-07,Phalaris arundinacea,1-2.5%,16e,15,Westerly lowlands (England),Lancashire,ENG
UCUYAE,CS2007,2,29-May-07,Solanum dulcamara,5-10%,16e,15,Westerly lowlands (England),Lancashire,ENG
HCRUMQ,CS2007,1,30-May-07,Agrostis stolonifera,1-2.5%,17e,16,Uplands (England),Lancashire,ENG
HCRUMQ,CS2007,1,30-May-07,Callitriche sp,0.1-1%,17e,16,Uplands (England),Lancashire,ENG
HCRUMQ,CS2007,1,30-May-07,Chiloscyphus polyanthos,1-2.5%,17e,16,Uplands (England),Lancashire,ENG
HCRUMQ,CS2007,1,30-May-07,Rhynchostegium riparioides,1-2.5%,17e,16,Uplands (England),Lancashire,ENG
HCRUMQ,CS2007,1,30-May-07,Rorippa nasturtium-aquaticum,1-2.5%,17e,16,Uplands (England),Lancashire,ENG
HCRUMQ,CS2007,1,30-May-07,Vaucheria sp,2.5-5%,17e,16,Uplands (England),Lancashire,ENG
RZPWIO,CS2007,1,19-Jun-07,Chiloscyphus polyanthos,1-2.5%,10e,10,Westerly lowlands (England),West Yorkshire,ENG
RZPWIO,CS2007,1,19-Jun-07,Conocephalum conicum,1-2.5%,10e,10,Westerly lowlands (England),West Yorkshire,ENG
RZPWIO,CS2007,1,19-Jun-07,Cratoneuron filicinum,1-2.5%,10e,10,Westerly lowlands (England),West Yorkshire,ENG
RZPWIO,CS2007,1,19-Jun-07,Fontinalis antipyretica,2.5-5%,10e,10,Westerly lowlands (England),West Yorkshire,ENG
RZPWIO,CS2007,1,19-Jun-07,Oenanthe crocata,<0.1%,10e,10,Westerly lowlands (England),West Yorkshire,ENG
RZPWIO,CS2007,1,19-Jun-07,Pellia sp,1-2.5%,10e,10,Westerly lowlands (England),West Yorkshire,ENG
BOONVD,CS2007,1,24-May-07,Sparganium erectum,<0.1%,10e,10,Westerly lowlands (England),North Yorkshire,ENG
IDAVFQ,CS2007,1,24-May-07,Glyceria maxima,<0.1%,9e,9,Easterly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
IDAVFQ,CS2007,1,24-May-07,Phalaris arundinacea,<0.1%,9e,9,Easterly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
VGSKFD,CS2007,1,20-Sep-07,Agrostis stolonifera,1-2.5%,16e,15,Westerly lowlands (England),Lancashire,ENG
VGSKFD,CS2007,1,20-Sep-07,Alopecurus geniculatus,0.1-1%,16e,15,Westerly lowlands (England),Lancashire,ENG
VGSKFD,CS2007,1,20-Sep-07,Apium nodiflorum,>75%,16e,15,Westerly lowlands (England),Lancashire,ENG
VGSKFD,CS2007,1,20-Sep-07,Lemna minor,5-10%,16e,15,Westerly lowlands (England),Lancashire,ENG
VGSKFD,CS2007,1,20-Sep-07,Myosotis scorpioides,0.1-1%,16e,15,Westerly lowlands (England),Lancashire,ENG
VGSKFD,CS2007,1,20-Sep-07,Oenanthe crocata,0.1-1%,16e,15,Westerly lowlands (England),Lancashire,ENG
VGSKFD,CS2007,1,20-Sep-07,Ranunculus sceleratus,1-2.5%,16e,15,Westerly lowlands (England),Lancashire,ENG
VGSKFD,CS2007,1,20-Sep-07,Rorippa nasturtium-aquaticum,5-10%,16e,15,Westerly lowlands (England),Lancashire,ENG
VGSKFD,CS2007,1,20-Sep-07,Rumex hydrolapathum,<0.1%,16e,15,Westerly lowlands (England),Lancashire,ENG
VGSKFD,CS2007,1,20-Sep-07,Spirogyra sp,2.5-5%,16e,15,Westerly lowlands (England),Lancashire,ENG
COCEEQ,CS2007,2,31-May-07,Agrostis stolonifera,0.1-1%,19e,21,Uplands (England),Lancashire,ENG
COCEEQ,CS2007,2,31-May-07,Cladophora (aggregate),10-25%,19e,21,Uplands (England),Lancashire,ENG
COCEEQ,CS2007,2,31-May-07,Rhynchostegium riparioides,5-10%,19e,21,Uplands (England),Lancashire,ENG
THOXDJ,CS2007,1,08-Nov-07,Rhynchostegium riparioides,0.1-1%,19e,21,Uplands (England),North Yorkshire,ENG
MZHVIH,CS2007,1,07-Aug-07,Callitriche sp,25-50%,16e,15,Westerly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
MZHVIH,CS2007,1,07-Aug-07,Cladophora (aggregate),25-50%,16e,15,Westerly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
MZHVIH,CS2007,1,07-Aug-07,Phragmites australis,5-10%,16e,15,Westerly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
MZHVIH,CS2007,1,07-Aug-07,Veronica catenata,<0.1%,16e,15,Westerly lowlands (England),East Riding of Yorkshire Unitary Authority,ENG
WRBZTH,CS2007,1,11-Jun-07,Agrostis stolonifera,1-2.5%,16e,15,Westerly lowlands (England),Lancashire,ENG
WRBZTH,CS2007,1,11-Jun-07,Berula erecta,0.1-1%,16e,15,Westerly lowlands (England),Lancashire,ENG
WRBZTH,CS2007,1,11-Jun-07,Myosotis scorpioides,2.5-5%,16e,15,Westerly lowlands (England),Lancashire,ENG
WRBZTH,CS2007,1,11-Jun-07,Rhynchostegium riparioides,0.1-1%,16e,15,Westerly lowlands (England),Lancashire,ENG
WRBZTH,CS2007,1,11-Jun-07,Vaucheria sp,0.1-1%,16e,15,Westerly lowlands (England),Lancashire,ENG
WRBZTH,CS2007,1,11-Jun-07,Veronica beccabunga,5-10%,16e,15,Westerly lowlands (England),Lancashire,ENG
FOXCNS,CS2007,1,24-Jul-07,Brachythecium rutabulum,0.1-1%,23e,23,Uplands (England),North Yorkshire,ENG
FOXCNS,CS2007,1,24-Jul-07,Rhynchostegium riparioides,2.5-5%,23e,23,Uplands (England),North Yorkshire,ENG
FOXCNS,CS2007,1,24-Jul-07,Vaucheria sp,<0.1%,23e,23,Uplands (England),North Yorkshire,ENG
GTSBAQ,CS2007,1,26-Jun-07,Agrostis stolonifera,<0.1%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2007,1,26-Jun-07,Amblystegium riparium,0.1-1%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2007,1,26-Jun-07,Apium nodiflorum,<0.1%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2007,1,26-Jun-07,Callitriche sp,5-10%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2007,1,26-Jun-07,Caltha palustris,<0.1%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2007,1,26-Jun-07,Elodea canadensis,5-10%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2007,1,26-Jun-07,Fontinalis antipyretica,1-2.5%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2007,1,26-Jun-07,Glyceria fluitans,0.1-1%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2007,1,26-Jun-07,Myosotis scorpioides,<0.1%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2007,1,26-Jun-07,Myriophyllum alterniflorum,10-25%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2007,1,26-Jun-07,Oenanthe crocata,<0.1%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2007,1,26-Jun-07,Phalaris arundinacea,1-2.5%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2007,1,26-Jun-07,Potamogeton natans,2.5-5%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2007,1,26-Jun-07,Ranunculus peltatus,2.5-5%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2007,1,26-Jun-07,Sparganium emersum,5-10%,16e,15,Westerly lowlands (England),Cumbria,ENG
GTSBAQ,CS2007,1,26-Jun-07,Sparganium erectum,0.1-1%,16e,15,Westerly lowlands (England),Cumbria,ENG
WBZDEZ,CS2007,1,11-Jul-07,Cratoneuron filicinum,25-50%,19e,21,Uplands (England),Cumbria,ENG
WBZDEZ,CS2007,1,11-Jul-07,Dichodontium flavescens,10-25%,19e,21,Uplands (England),Cumbria,ENG
WBZDEZ,CS2007,1,11-Jul-07,Fissidens adianthoides,2.5-5%,19e,21,Uplands (England),Cumbria,ENG
WBZDEZ,CS2007,1,11-Jul-07,Pellia sp,2.5-5%,19e,21,Uplands (England),Cumbria,ENG
WBZDEZ,CS2007,1,11-Jul-07,Plagiomnium undulatum,2.5-5%,19e,21,Uplands (England),Cumbria,ENG
WBZDEZ,CS2007,1,11-Jul-07,Rhynchostegium riparioides,10-25%,19e,21,Uplands (England),Cumbria,ENG
WBZDEZ,CS2007,1,11-Jul-07,Vaucheria sp,0.1-1%,19e,21,Uplands (England),Cumbria,ENG
WBZDEZ,CS2007,1,11-Jul-07,Veronica beccabunga,0.1-1%,19e,21,Uplands (England),Cumbria,ENG
DEOWTI,CS2007,1,30-Jul-07,Conocephalum conicum,<0.1%,23e,23,Uplands (England),North Yorkshire,ENG
DEOWTI,CS2007,1,30-Jul-07,Cratoneuron filicinum,0.1-1%,23e,23,Uplands (England),North Yorkshire,ENG
DEOWTI,CS2007,1,30-Jul-07,Dichodontium pellucidum,<0.1%,23e,23,Uplands (England),North Yorkshire,ENG
DEOWTI,CS2007,1,30-Jul-07,Marchantia polymorpha,<0.1%,23e,23,Uplands (England),North Yorkshire,ENG
DEOWTI,CS2007,1,30-Jul-07,Rhynchostegium riparioides,10-25%,23e,23,Uplands (England),North Yorkshire,ENG
DEOWTI,CS2007,1,30-Jul-07,Veronica beccabunga,<0.1%,23e,23,Uplands (England),North Yorkshire,ENG
NFQGQH,CS2007,1,22-May-07,Apium inundatum,2.5-5%,9e,9,Easterly lowlands (England),North Yorkshire,ENG
NFQGQH,CS2007,1,22-May-07,Batrachospermum sp,0.1-1%,9e,9,Easterly lowlands (England),North Yorkshire,ENG
NFQGQH,CS2007,1,22-May-07,Caltha palustris,<0.1%,9e,9,Easterly lowlands (England),North Yorkshire,ENG
NFQGQH,CS2007,1,22-May-07,Rorippa nasturtium-aquaticum,<0.1%,9e,9,Easterly lowlands (England),North Yorkshire,ENG
NFQGQH,CS2007,1,22-May-07,Vaucheria sp,25-50%,9e,9,Easterly lowlands (England),North Yorkshire,ENG
GKPUAI,CS2007,1,19-Sep-07,No species entered,>75%,13e,13,Westerly lowlands (England),Cumbria,ENG
YUFBVU,CS2007,1,07-Aug-07,Agrostis stolonifera,0.1-1%,18e,20,Uplands (England),Cumbria,ENG
YUFBVU,CS2007,1,07-Aug-07,Caltha palustris,<0.1%,18e,20,Uplands (England),Cumbria,ENG
YUFBVU,CS2007,1,07-Aug-07,Carex sp,<0.1%,18e,20,Uplands (England),Cumbria,ENG
YUFBVU,CS2007,1,07-Aug-07,Fontinalis antipyretica,5-10%,18e,20,Uplands (England),Cumbria,ENG
YUFBVU,CS2007,1,07-Aug-07,Hygrohypnum ochraceum,0.1-1%,18e,20,Uplands (England),Cumbria,ENG
YUFBVU,CS2007,1,07-Aug-07,Myriophyllum spicatum,<0.1%,18e,20,Uplands (England),Cumbria,ENG
YUFBVU,CS2007,1,07-Aug-07,Phalaris arundinacea,<0.1%,18e,20,Uplands (England),Cumbria,ENG
YUFBVU,CS2007,1,07-Aug-07,Spirogyra sp,<0.1%,18e,20,Uplands (England),Cumbria,ENG
QTFGFT,CS2007,1,06-Jul-07,Cinclidotus fontinaloides,25-50%,19e,21,Uplands (England),Cumbria,ENG
DZIAED,CS2007,2,11-Jul-07,No species entered,>75%,13e,13,Westerly lowlands (England),North Yorkshire,ENG
UEZICR,CS2007,1,11-Sep-07,Agrostis stolonifera,1-2.5%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
UEZICR,CS2007,1,11-Sep-07,Apium nodiflorum,<0.1%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
UEZICR,CS2007,1,11-Sep-07,Rorippa nasturtium-aquaticum,25-50%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
UEZICR,CS2007,1,11-Sep-07,Veronica beccabunga,<0.1%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
FLEZYA,CS2007,1,30-Jul-07,Agrostis stolonifera,5-10%,8e,8,Westerly lowlands (England),Cumbria,ENG
FLEZYA,CS2007,1,30-Jul-07,Rorippa nasturtium-aquaticum,1-2.5%,8e,8,Westerly lowlands (England),Cumbria,ENG
FLEZYA,CS2007,1,30-Jul-07,Vaucheria sp,0.1-1%,8e,8,Westerly lowlands (England),Cumbria,ENG
FLEZYA,CS2007,1,30-Jul-07,Veronica beccabunga,<0.1%,8e,8,Westerly lowlands (England),Cumbria,ENG
IPLMTS,CS2007,1,01-Aug-07,Agrostis stolonifera,10-25%,16e,15,Westerly lowlands (England),Cumbria,ENG
IPLMTS,CS2007,1,01-Aug-07,Equisetum palustre,0.1-1%,16e,15,Westerly lowlands (England),Cumbria,ENG
IPLMTS,CS2007,1,01-Aug-07,Iris pseudacorus,2.5-5%,16e,15,Westerly lowlands (England),Cumbria,ENG
IPLMTS,CS2007,1,01-Aug-07,Veronica beccabunga,2.5-5%,16e,15,Westerly lowlands (England),Cumbria,ENG
FOXRQT,CS2007,1,27-Sep-07,Agrostis stolonifera,<0.1%,22e,22,Uplands (England),Cumbria,ENG
FOXRQT,CS2007,1,27-Sep-07,Callitriche sp,<0.1%,22e,22,Uplands (England),Cumbria,ENG
VOQWLO,CS2007,1,11-Sep-07,No species entered,>75%,13s,26,Lowlands (Scotland),Dumfries & Galloway,SCO
JCDUAM,CS2007,1,19-Sep-07,Agrostis stolonifera,1-2.5%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
JCDUAM,CS2007,1,19-Sep-07,Amblystegium fluviatile,0.1-1%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
JCDUAM,CS2007,1,19-Sep-07,Iris pseudacorus,2.5-5%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
JCDUAM,CS2007,1,19-Sep-07,Oenanthe crocata,0.1-1%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
JCDUAM,CS2007,1,19-Sep-07,Rorippa nasturtium-aquaticum,5-10%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
JCDUAM,CS2007,1,19-Sep-07,Stachys palustris,<0.1%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
