"id","visit_code","species","abundance","recapture","sex","age_cohort","trap_type","trap_number","tissue"
"20747","142-9-7-2","Rattus fuscipes",1,"Yes","Male","Adult","Elliott","7","Yes"
"20748","142-9-7-3","Rattus fuscipes",1,"Yes","","","Elliott","2",""
"20749","142-9-7-3","Rattus fuscipes",1,"No","Female","Adult","Elliott","4","No"
"20750","142-9-7-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","7","Yes"
"20752","142-9-8-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","3","Yes"
"20753","142-9-8-1","Rattus fuscipes",1,"No","Male","Juvenile","Elliott","7","Yes"
"20754","142-9-8-2","Rattus fuscipes",1,"Yes","Female","","Elliott","5","Yes"
"20755","142-9-8-2","Rattus fuscipes",1,"Yes","Male","Juvenile","Elliott","6","Yes"
"20756","142-9-8-2","Rattus fuscipes",1,"No","Female","Juvenile","Small Cage","4","Yes"
"20761","142-10-5-3","Rattus fuscipes",1,"No","Female","Adult","Elliott","3","Yes"
"20766","142-10-12-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","8","Yes"
"20769","142-10-17-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","9","Yes"
"20773","142-10-20-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","2","Yes"
"20776","142-10-71-1","Rattus fuscipes",1,"No","Female","Subadult","Elliott","2","Yes"
"20777","142-10-71-2","Rattus fuscipes",1,"Yes","","","Elliott","2",""
"20778","142-10-71-2","Rattus fuscipes",1,"Yes","","","Elliott","3",""
"20781","142-10-71-3","Rattus fuscipes",1,"No","Female","Adult","Elliott","9","Yes"
"20788","142-11-4-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","6","No"
"20789","142-11-4-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","8","No"
"20790","142-11-4-2","Rattus fuscipes",1,"Yes","Male","Adult","Elliott","6","Yes"
"20791","142-11-4-2","Rattus fuscipes",1,"","Male","","Elliott","7",""
"20793","142-11-4-3","Rattus fuscipes",1,"Yes","","","Elliott","6",""
"20794","142-11-4-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","9","No"
"20806","142-12-A-3","Rattus fuscipes",1,"Yes","","","Elliott","4",""
"20808","142-12-C-1","Rattus fuscipes",1,"No","Male","Juvenile","Elliott","6","No"
"20809","142-12-C-1","Rattus fuscipes",1,"No","Male","Adult","Small Cage","2","Yes"
"20810","142-12-C-2","Rattus fuscipes",1,"Yes","Male","Adult","Elliott","3","No"
"20811","142-12-C-2","Rattus fuscipes",1,"Yes","Male","Juvenile","Elliott","6","Yes"
"20812","142-12-C-2","Rattus fuscipes",1,"No","Male","Juvenile","Elliott","7","Yes"
"20813","142-12-C-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","10","Yes"
"20814","142-12-C-3","Rattus fuscipes",1,"Yes","","","Elliott","2",""
"20815","142-12-C-3","Rattus fuscipes",1,"Yes","","","Elliott","4",""
"20816","142-12-C-3","Rattus fuscipes",1,"No","Male","Juvenile","Elliott","6","Yes"
"20817","142-12-C-3","Rattus fuscipes",1,"No","Female","Juvenile","Elliott","9","Yes"
"20440","142-1-44-2","Rattus lutreolus",1,"No","Female","Adult","Elliott","3","Yes"
"20446","142-1-48-2","Rattus lutreolus",1,"No","Male","Adult","Elliott","10","Yes"
"20449","142-1-49-2","Rattus lutreolus",1,"No","Female","Adult","Large Cage","1","Yes"
"20450","142-1-49-3","Rattus lutreolus",1,"Yes","Female","Adult","Elliott","1","No"
"20465","142-1-53-3","Rattus lutreolus",1,"No","Male","Adult","Elliott","9","Yes"
"20517","142-1-65-2","Rattus lutreolus",1,"No","Male","Adult","Elliott","10","Yes"
"20518","142-1-65-3","Rattus lutreolus",1,"No","Female","Adult","Elliott","10","Yes"
"20601","142-6-54A-3","Rattus lutreolus",1,"No","Female","Adult","Elliott","2","Yes"
"20605","142-6-54A-3","Rattus lutreolus",1,"Yes","Female","","Elliott","7",""
"20655","142-7-20-3","Rattus lutreolus",1,"No","Female","Juvenile","Elliott","9","Yes"
"20661","142-7-46-1","Rattus lutreolus",1,"No","Male","Adult","Elliott","3","Yes"
"20665","142-7-46-3","Rattus lutreolus",1,"Yes","Male","Adult","Elliott","1","No"
"20670","142-7-73-1","Rattus lutreolus",1,"No","Male","Adult","Elliott","7","Yes"
"20672","142-7-73-3","Rattus lutreolus",1,"Yes","","","Elliott","2",""
"20673","142-7-73-3","Rattus lutreolus",1,"No","Male","Adult","Elliott","7","Yes"
"20688","142-8-2-2","Rattus lutreolus",1,"No","Female","Adult","Elliott","9","Yes"
"20694","142-8-17-2","Rattus lutreolus",1,"No","Male","Adult","Elliott","4","Yes"
"20782","142-11-3-1","Rattus lutreolus",1,"No","Female","Adult","Elliott","10","Yes"
"20783","142-11-3-2","Rattus lutreolus",1,"No","Male","Juvenile","Elliott","7","Yes"
"20784","142-11-3-3","Rattus lutreolus",1,"No","Female","Juvenile","Elliott","3","Yes"
"20785","142-11-3-3","Rattus lutreolus",1,"Yes","Female","Adult","Elliott","4","No"
"20786","142-11-3-3","Rattus lutreolus",1,"No","Male","Juvenile","Elliott","6","Yes"
"20792","142-11-4-2","Rattus lutreolus",1,"No","","Adult","Small Cage","4","Yes"
"20795","142-11-4-3","Rattus lutreolus",1,"No","Male","Adult","Elliott","10","No"
"20802","142-12-A-1","Rattus lutreolus",1,"No","Female","Adult","Elliott","5","No"
"20804","142-12-A-2","Rattus lutreolus",1,"Yes","","","Elliott","4",""
"20805","142-12-A-2","Rattus lutreolus",1,"No","Male","Adult","Elliott","7","No"
"20807","142-12-A-3","Rattus lutreolus",1,"No","Male","Juvenile","Elliott","10","Yes"
"20571","142-4-C-2","Rattus rattus",1,"No","Female","Adult","Elliott","6","No"
"20397","142-1-9-1","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","6","No"
"20400","142-1-9-2","Trichosurus vulpecula",1,"Yes","Male","Adult","Large Cage","1","No"
"20401","142-1-9-2","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","2","No"
"20404","142-1-9-3","Trichosurus vulpecula",1,"Yes","Male","Adult","Large Cage","1","No"
"20424","142-1-41-2","Trichosurus vulpecula",1,"No","Male","Adult","Small Cage","3","No"
"20429","142-1-41-3","Trichosurus vulpecula",1,"Yes","Male","Adult","Large Cage","1","No"
"20434","142-1-43-2","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","3","No"
"20435","142-1-43-3","Trichosurus vulpecula",1,"Yes","Female","Adult","Small Cage","4","No"
"20441","142-1-44-3","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","1","No"
"20454","142-1-50-1","Trichosurus vulpecula",1,"Yes","Male","Adult","Large Cage","1","No"
"20457","142-1-50-3","Trichosurus vulpecula",1,"Yes","","","Small Cage","2","No"
"20468","142-1-54-1","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","1","No"
"20472","142-1-54-2","Trichosurus vulpecula",1,"Yes","Female","Adult","Small Cage","2","No"
"20473","142-1-54-2","Trichosurus vulpecula",1,"No","Male","Adult","Small Cage","3","No"
"20474","142-1-54-3","Trichosurus vulpecula",1,"Yes","Male","Adult","Small Cage","3","No"
"20475","142-1-54-3","Trichosurus vulpecula",1,"Yes","Male","Adult","Large Cage","6","No"
"20476","142-1-55-1","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","6","No"
"20478","142-1-55-3","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","6","No"
"20484","142-1-56-2","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","5","No"
"20486","142-1-56-3","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","1","No"
"20487","142-1-56-3","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","6","No"
"20492","142-1-58-2","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","6","No"
"20494","142-1-58-3","Trichosurus vulpecula",1,"Yes","Female","Adult","Large Cage","6","No"
"20495","142-1-59-1","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","6","No"
"20511","142-1-62-2","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","1","No"
"20522","142-2-2-1","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","1","No"
"20543","142-2-12-3","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","6","No"
"20552","142-4-1-2","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","1","No"
"20559","142-4-24-2","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","1","No"
"20575","142-4-C-3","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","6","No"
"20594","142-6-45-1","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","3","No"
"20595","142-6-45-2","Trichosurus vulpecula",1,"Yes","Female","Adult","Small Cage","3","No"
"20597","142-6-45-3","Trichosurus vulpecula",1,"Yes","Female","Adult","Small Cage","2","No"
"20598","142-6-45-3","Trichosurus vulpecula",1,"No","Male","Adult","Small Cage","4","No"
"20683","142-7-84-3","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","5","No"
"20751","142-9-7-3","Trichosurus vulpecula",1,"Yes","Female","Adult","Large Cage","1","No"
"20764","142-10-12-2","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","1","No"
"20767","142-10-17-1","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","6","No"
"20787","142-11-3-3","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","5","No"
"20569","142-4-C-1","Wallabia bicolor",1,"No","","","Large Cage","1","No"
"20558","142-4-24-1","Tachyglossus aculeatus",1,"","","","Large Cage","6",""
"20545","142-2-13-2","Macropus rufogriseus",1,"No","Female","Juvenile","Large Cage","6","No"
"20596","142-6-45-2","Macropus rufogriseus",1,"","","","Large Cage","6",""
"20887","151-1-4-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"20888","151-1-4-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"20889","151-1-4-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"20890","151-1-4-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"20891","151-1-7-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"20892","151-1-7-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"20896","151-1-7-3","Antechinus stuartii",1,"Yes","","","Elliott","9","No"
"20938","151-1-37-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"20952","151-1-37-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","9","No"
"20957","151-1-46-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"20963","151-1-47-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"20964","151-1-47-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","5","No"
"20965","151-1-47-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","5","No"
"20975","151-1-49-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"20977","151-1-49-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"20978","151-1-50-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"20979","151-1-50-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"20980","151-1-50-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","No"
"21010","151-1-53-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"21011","151-1-53-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"21017","151-1-53-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","6","No"
"21035","151-1-55-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"21039","151-1-56-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"21044","151-1-56-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"21049","151-1-56-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","7","No"
"21053","151-1-57-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"21057","151-1-58-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"21058","151-1-58-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","5","No"
"21078","151-1-62-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"21088","151-1-63-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"21099","151-1-65-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"21103","151-1-G-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"21104","151-1-G-1","Antechinus stuartii",1,"No","Male","Juvenile","Elliott","10","Yes"
"21121","151-2-4-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"21127","151-2-7-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"21139","151-2-12-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"21166","151-4-4-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"21167","151-4-4-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"21169","151-4-4-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"21195","151-4-D-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","No"
"21197","151-4-D-3","Antechinus stuartii",1,"No","Male","Juvenile","Elliott","6","No"
"21220","151-6-54-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"21221","151-6-54-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"21222","151-6-54-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"21223","151-6-54-2","Antechinus stuartii",1,"Yes","","","Elliott","4","No"
"21224","151-6-54-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"21228","151-6-54-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"21229","151-6-54-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"21230","151-6-59-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"21232","151-6-59-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","4","No"
"21238","151-6-59-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","7","No"
"21241","151-6-76-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","Yes"
"21248","151-6-76-2","Antechinus stuartii",1,"Yes","Female","","Elliott","10","No"
"21252","151-6-76-3","Antechinus stuartii",1,"Yes","","","Elliott","5","No"
"21254","151-6-76-3","Antechinus stuartii",1,"No","Female","Juvenile","Elliott","10","Yes"
"21255","151-6-94-1","Antechinus stuartii",1,"No","Male","Subadult","Elliott","8","Yes"
"21270","151-6-139-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"21285","151-6-155-2","Antechinus stuartii",1,"No","Male","Adult","Elliott","10","Yes"
"21297","151-6-163-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"21332","151-7-44B-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"21333","151-7-44B-2","Antechinus stuartii",1,"Yes","Female","","Elliott","4","No"
"21339","151-7-44B-3","Antechinus stuartii",1,"Yes","Female","","Elliott","6","No"
"21366","151-7-92-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"21367","151-7-92-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","2","No"
"21369","151-7-92-3","Antechinus stuartii",1,"Yes","","","Elliott","3","No"
"21422","151-8-3-1","Antechinus stuartii",1,"No","","","Elliott","10",""
"21433","151-8-4-3","Antechinus stuartii",1,"No","Male","Juvenile","Elliott","5","Yes"
"21435","151-8-4-3","Antechinus stuartii",1,"No","Male","Juvenile","Elliott","10","Yes"
"21436","151-8-A-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"21438","151-8-A-2","Antechinus stuartii",1,"No","Male","Juvenile","Elliott","4","No"
"21439","151-8-A-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","6","No"
"21520","151-11-7-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"21524","151-11-7-3","Antechinus stuartii",1,"Yes","","","Elliott","7","No"
"21542","151-12-28-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","No"
"21544","151-12-28-2","Antechinus stuartii",1,"No","Male","Juvenile","Elliott","6","No"
"21545","151-12-28-3","Antechinus stuartii",1,"Yes","","","Elliott","3","No"
"21557","151-12-54-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","No"
"21560","151-12-B-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","No"
"21561","151-12-B-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"21563","151-12-B-3","Antechinus stuartii",1,"Yes","","","Elliott","10","No"
"21306","151-7-2-2","Pseudomys gracilicaudatus",1,"No","Female","Adult","Elliott","1","Yes"
"21403","151-7-95-2","Pseudomys gracilicaudatus",1,"No","Female","Adult","Elliott","4","Yes"
"21407","151-7-95-3","Pseudomys gracilicaudatus",1,"No","Female","Adult","Elliott","4","Yes"
"21227","151-6-54-2","Perameles nasuta",1,"No","Female","Adult","Small Cage","5","Yes"
"21288","151-6-162-1","Perameles nasuta",1,"No","Male","Adult","Small Cage","4","No"
"21336","151-7-44B-2","Perameles nasuta",1,"No","Male","Adult","Large Cage","6","Yes"
"21357","151-7-47-1","Perameles nasuta",1,"No","Male","Adult","Large Cage","1","Yes"
"21526","151-11-7-3","Perameles nasuta",1,"No","Female","Adult","Large Cage","1","No"
"21564","151-12-B-3","Perameles nasuta",1,"No","Male","Subadult","Small Cage","3","No"
"20902","151-1-8-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","5","No"
"20910","151-1-8-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","1",""
"20913","151-1-8-3","Rattus fuscipes",1,"Yes","","","Elliott","1","No"
"20925","151-1-32-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","7","No"
"20928","151-1-32-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","9","Yes"
"20937","151-1-36-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","3","No"
"20956","151-1-38-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","1","Yes"
"20992","151-1-51-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","1","Yes"
"20996","151-1-52-1","Rattus fuscipes",1,"No","Male","Subadult","Elliott","4","Yes"
"21003","151-1-52-3","Rattus fuscipes",1,"Yes","Male","Subadult","Elliott","8","No"
"21004","151-1-52-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","10","Yes"
"21015","151-1-53-3","Rattus fuscipes",1,"No","Female","Subadult","Elliott","3","Yes"
"21016","151-1-53-3","Rattus fuscipes",1,"No","Male","Subadult","Elliott","4","Yes"
"21020","151-1-54-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","4","Yes"
"21022","151-1-54-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","9","Yes"
"21028","151-1-54-3","Rattus fuscipes",1,"Yes","Female","Adult","Elliott","9","No"
"21048","151-1-56-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","6","Yes"
"21055","151-1-57-3","Rattus fuscipes",1,"No","Male","Juvenile","Elliott","10","Yes"
"21108","151-1-G-2","Rattus fuscipes",1,"No","Male","Juvenile","Elliott","2","Yes"
"21109","151-1-G-2","Rattus fuscipes",1,"No","Female","Juvenile","Elliott","6","Yes"
"21110","151-1-G-2","Rattus fuscipes",1,"Yes","Female","Adult","Elliott","6","Yes"
"21111","151-1-G-3","Rattus fuscipes",1,"No","Male","Juvenile","Elliott","2","Yes"
"21113","151-1-G-3","Rattus fuscipes",1,"No","Female","Adult","Elliott","4","Yes"
"21165","151-4-4-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","3","Yes"
"21168","151-4-4-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","4","Yes"
"21170","151-4-4-2","Rattus fuscipes",1,"Yes","","","Elliott","6","No"
"21171","151-4-4-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","1","Yes"
"21172","151-4-4-3","Rattus fuscipes",1,"Yes","","","Elliott","6","No"
"21173","151-4-4-3","Rattus fuscipes",1,"Yes","Female","Adult","Elliott","9","No"
"21174","151-4-33-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","2","Yes"
"21181","151-4-33-3","Rattus fuscipes",1,"Yes","","","Elliott","5","No"
"21196","151-4-D-3","Rattus fuscipes",1,"No","Male","Subadult","Elliott","3","No"
"21207","151-6-1-3","Rattus fuscipes",1,"No","Female","Subadult","Elliott","10","Yes"
"21214","151-6-13-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","1","Yes"
"21215","151-6-13-2","Rattus fuscipes",1,"No","Male","Subadult","Elliott","7","Yes"
"21216","151-6-13-3","Rattus fuscipes",1,"Yes","","","Elliott","3","No"
"21217","151-6-13-3","Rattus fuscipes",1,"No","Male","Juvenile","Elliott","5","Yes"
"21219","151-6-54-1","Rattus fuscipes",1,"No","Female","Juvenile","Elliott","5","Yes"
"21225","151-6-54-2","Rattus fuscipes",1,"No","Female","Juvenile","Elliott","10","Yes"
"21226","151-6-54-2","Rattus fuscipes",1,"Yes","Male","Juvenile","Small Cage","3","Yes"
"21237","151-6-59-3","Rattus fuscipes",1,"No","Male","Subadult","Elliott","3","No"
"21239","151-6-59-3","Rattus fuscipes",1,"No","Female","Subadult","Elliott","8","No"
"21240","151-6-76-1","Rattus fuscipes",1,"No","Female","Juvenile","Elliott","3","Yes"
"21242","151-6-76-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","5","Yes"
"21245","151-6-76-2","Rattus fuscipes",1,"Yes","Female","","Elliott","4","No"
"21246","151-6-76-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","5","Yes"
"21247","151-6-76-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","8","Yes"
"21249","151-6-76-3","Rattus fuscipes",1,"Yes","","Adult","Elliott","1","No"
"21250","151-6-76-3","Rattus fuscipes",1,"No","Male","Juvenile","Elliott","3","Yes"
"21251","151-6-76-3","Rattus fuscipes",1,"Yes","","","Elliott","4","No"
"21253","151-6-76-3","Rattus fuscipes",1,"Yes","","Adult","Elliott","9","No"
"21265","151-6-120-2","Rattus fuscipes",1,"No","Male","Subadult","Elliott","4","Yes"
"21268","151-6-139-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","5","Yes"
"21271","151-6-139-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","8","Yes"
"21272","151-6-139-3","Rattus fuscipes",1,"Yes","","Adult","Elliott","10","No"
"21282","151-6-155-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","4","Yes"
"21283","151-6-155-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","5","Yes"
"21284","151-6-155-2","Rattus fuscipes",1,"No","Female","Juvenile","Elliott","5","Yes"
"21287","151-6-155-3","Rattus fuscipes",1,"No","Female","Adult","Elliott","10","Yes"
"21289","151-6-162-1","Rattus fuscipes",1,"No","Female","Adult","Small Cage","5","Yes"
"21292","151-6-162-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","8","Yes"
"21293","151-6-162-3","Rattus fuscipes",1,"No","Female","Adult","Small Cage","2","Yes"
"21303","151-7-2-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","1","Yes"
"21312","151-7-3-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","9","Yes"
"21314","151-7-3-2","Rattus fuscipes",1,"Yes","","","Elliott","8","No"
"21320","151-7-3-3","Rattus fuscipes",1,"No","Female","Adult","Elliott","3","Yes"
"21321","151-7-3-3","Rattus fuscipes",1,"No","Female","Adult","Elliott","4","Yes"
"21322","151-7-3-3","Rattus fuscipes",1,"Yes","Female","Adult","Elliott","7","No"
"21323","151-7-3-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","8","Yes"
"21324","151-7-3-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","9","Yes"
"21334","151-7-44B-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","7","Yes"
"21335","151-7-44B-2","Rattus fuscipes",1,"No","Male","Adult","Small Cage","3","Yes"
"21337","151-7-44B-3","Rattus fuscipes",1,"No","Female","Juvenile","Elliott","1","Yes"
"21338","151-7-44B-3","Rattus fuscipes",1,"No","Male","Juvenile","Elliott","3","Yes"
"21340","151-7-44B-3","Rattus fuscipes",1,"Yes","","","Elliott","7","No"
"21341","151-7-44B-3","Rattus fuscipes",1,"No","Female","Adult","Elliott","8","No"
"21343","151-7-45-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","2","Yes"
"21344","151-7-45-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","3","Yes"
"21346","151-7-45-2","Rattus fuscipes",1,"Yes","Male","Adult","Elliott","2","No"
"21347","151-7-45-2","Rattus fuscipes",1,"Yes","","","Elliott","6","No"
"21348","151-7-45-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","9","Yes"
"21349","151-7-45-3","Rattus fuscipes",1,"No","Female","Adult","Elliott","1","Yes"
"21350","151-7-45-3","Rattus fuscipes",1,"Yes","","","Elliott","4","No"
"21351","151-7-45-3","Rattus fuscipes",1,"Yes","","","Elliott","5","No"
"21353","151-7-45-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","10","Yes"
"21355","151-7-47-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","3","Yes"
"21356","151-7-47-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","5","Yes"
"21359","151-7-47-2","Rattus fuscipes",1,"No","","","Elliott","2",""
"21360","151-7-47-2","Rattus fuscipes",1,"Yes","","","Small Cage","3","No"
"21361","151-7-47-3","Rattus fuscipes",1,"Yes","","","Elliott","4",""
"21364","151-7-68-3","Rattus fuscipes",1,"No","Female","","Elliott","6","Yes"
"21365","151-7-68-3","Rattus fuscipes",1,"No","Female","Adult","Small Cage","3","No"
"21368","151-7-92-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","9","Yes"
"21412","151-7-G-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","1","Yes"
"21420","151-8-3-1","Rattus fuscipes",1,"No","Male","Subadult","Elliott","2","Yes"
"21421","151-8-3-1","Rattus fuscipes",1,"No","Male","Juvenile","Elliott","7","Yes"
"21423","151-8-3-2","Rattus fuscipes",1,"Yes","","","Elliott","6","No"
"21427","151-8-3-3","Rattus fuscipes",1,"No","Female","Subadult","Elliott","2","Yes"
"21428","151-8-3-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","5","Yes"
"21429","151-8-3-3","Rattus fuscipes",1,"Yes","","","Elliott","7","No"
"21434","151-8-4-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","9","Yes"
"21437","151-8-A-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","1","No"
"21442","151-8-A-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","10","No"
"21487","151-10-32-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","2","Yes"
"21517","151-11-7-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","2","Yes"
"21518","151-11-7-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","6","Yes"
"21519","151-11-7-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","7","Yes"
"21521","151-11-7-2","Rattus fuscipes",1,"Yes","","","Elliott","7","No"
"21522","151-11-7-2","Rattus fuscipes",1,"Yes","","","Elliott","10","No"
"21523","151-11-7-3","Rattus fuscipes",1,"Yes","","","Elliott","5","No"
"21525","151-11-7-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","10","Yes"
